 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 2.00 8.00 40.00 46.00 9307.16 0.46 0.00 43.28 -7.478 3.752
 2.00 8.00 46.00 29.00 9387.29 0.19 0.00 -51.58 39.198 3.752
 2.00 8.00 29.00 35.00 8990.25 0.24 0.00 -4.70 -20.655 3.752
 2.00 8.00 35.00 41.00 9758.45 0.84 0.00 47.49 -12.072 3.752
 2.00 8.00 41.00 47.00 11010.30 0.98 0.00 125.60 -8.173 3.752
 2.00 8.00 47.00 30.00 9055.55 0.31 0.00 -160.58 34.179 3.752
 2.00 8.00 30.00 36.00 8326.17 0.84 0.00 -52.63 -17.090 3.752
 2.00 8.00 36.00 42.00 8718.40 6.03 0.00 99.93 -9.842 3.752
 2.00 8.00 42.00 48.00 14232.69 4.97 0.00 -31.03 -9.762 3.745
 2.00 8.00 48.00 31.00 8150.48 0.08 0.00 -1.80 27.856 3.745
 2.00 8.00 31.00 37.00 5479.81 0.19 0.00 -20.90 -10.072 3.745
 2.00 8.00 37.00 43.00 9549.01 0.12 0.00 78.81 -9.846 3.745
 2.00 8.00 43.00 32.00 8034.37 0.12 0.00 -99.20 19.882 3.745
 2.00 8.00 32.00 38.00 6669.42 0.22 0.00 91.10 -11.041 3.745
 2.00 8.00 38.00 44.00 11040.18 0.19 0.00 -32.51 -10.444 3.745
 2.00 8.00 44.00 33.00 9654.96 0.15 0.00 -2.48 21.714 3.745
 2.00 8.00 33.00 39.00 9400.31 0.09 0.00 0.34 -14.067 3.745
 2.00 8.00 39.00 45.00 9317.60 0.28 0.00 -51.40 -8.107 3.745
 2.00 10.00 42.00 50.00 20420.21 2.05 0.00 54.78 -23.359 3.450
 2.00 10.00 50.00 58.00 9270.60 12.82 0.00 -9.25 -6.060 3.450
 2.00 10.00 58.00 43.00 15654.36 0.24 0.00 -20.15 25.242 3.450
 2.00 10.00 43.00 51.00 15845.90 0.09 0.00 30.42 -16.799 3.450
 2.00 10.00 51.00 59.00 14179.74 0.95 0.00 -10.15 -8.703 3.450
 2.00 10.00 59.00 44.00 15313.93 0.29 0.00 -61.34 23.022 3.450
 2.00 10.00 44.00 52.00 13200.25 2.25 0.00 92.17 -12.994 3.450
 2.00 10.00 52.00 60.00 4639.50 42.73 0.00 -102.62 -2.677 3.450
 2.00 10.00 60.00 45.00 10573.56 9.70 0.00 -42.55 14.845 3.450
 2.00 10.00 45.00 53.00 16668.15 0.49 0.00 33.34 -15.263 3.450
 2.00 10.00 53.00 61.00 16359.38 0.44 0.00 81.15 -8.890 3.451
 2.00 10.00 61.00 46.00 17341.81 0.25 0.00 -45.69 22.784 3.451
 2.00 10.00 46.00 54.00 17946.04 0.65 0.00 5.50 -15.319 3.451
 2.00 10.00 54.00 62.00 3936.96 31.40 0.00 -18.94 -2.016 3.451
 2.00 10.00 62.00 47.00 12015.22 4.01 0.00 130.97 14.788 3.451
 2.00 10.00 47.00 55.00 19543.06 0.58 0.00 -42.17 -15.571 3.451
 2.00 10.00 55.00 63.00 -1901.70 164.43 0.00 -32.16 0.919 3.451
 2.00 10.00 63.00 48.00 9965.09 13.54 0.00 -72.13 11.507 3.451
 2.00 10.00 48.00 56.00 18479.04 0.10 0.00 83.43 -13.764 3.451
 2.00 10.00 56.00 64.00 8864.63 1.53 0.00 20.05 -4.047 3.451
 2.00 10.00 49.00 57.00 18561.34 4.42 0.00 35.41 -12.915 3.443
 3.00 5.00 6.00 8.00 47698.61 2.26 0.00 -116.95 -155.178 0.038
 3.00 5.00 15.00 17.00 3208.34 29.32 0.00 -9.38 -3.338 1.373
 3.00 5.00 8.00 10.00 24964.93 0.32 0.00 187.86 -411.969 1.361
 3.00 5.00 10.00 12.00 25486.32 1.12 0.00 -169.64 -140.191 1.361
 3.00 5.00 12.00 14.00 34040.30 0.36 0.00 15.01 -85.111 1.361
 3.00 5.00 14.00 16.00 13311.34 0.83 0.00 -103.28 -17.921 1.361
 3.00 5.00 16.00 7.00 60037.33 0.44 0.00 142.90 3068.971 1.361
 3.00 5.00 7.00 9.00 75038.35 0.44 0.00 -72.99 -2708.730 1.361
 3.00 5.00 9.00 11.00 21792.57 0.45 0.00 106.62 -196.667 1.361
 3.00 5.00 11.00 13.00 35515.61 1.02 0.00 -126.82 -128.204 1.361
 3.00 5.00 13.00 15.00 15542.79 1.78 0.00 37.87 -28.053 1.361
 3.00 7.00 15.00 19.00 12856.66 0.09 0.00 -17.45 -84.960 1.993
 3.00 7.00 19.00 23.00 7382.82 0.50 0.00 -44.94 -19.515 1.993
 3.00 7.00 23.00 27.00 8799.90 0.50 0.00 0.53 -11.630 1.993
 3.00 7.00 27.00 31.00 9369.65 0.30 0.00 -4.55 -7.076 1.993
 3.00 7.00 31.00 16.00 10432.08 0.03 0.00 -18.72 93.432 1.993
 3.00 7.00 16.00 20.00 11444.40 0.11 0.00 88.29 -58.403 1.993
 3.00 7.00 20.00 24.00 3732.43 4.39 0.00 -94.05 -8.163 1.993
 3.00 7.00 24.00 28.00 18996.75 1.02 0.00 -25.14 -21.605 1.993
 3.00 7.00 28.00 32.00 8007.44 0.53 0.00 8.78 -5.338 1.993
 3.00 7.00 17.00 21.00 12681.93 0.17 0.00 49.14 -51.023 1.991
 3.00 7.00 21.00 25.00 7510.47 0.77 0.00 -18.42 -13.735 1.991
 3.00 7.00 25.00 29.00 8268.88 0.00 0.00 -96.84 -8.143 1.991
 3.00 7.00 29.00 33.00 6685.42 0.72 0.00 34.59 -3.950 1.991
 3.00 7.00 33.00 18.00 8514.14 0.16 0.00 6.32 51.562 1.991
 3.00 7.00 18.00 22.00 8910.46 0.16 0.00 29.07 -28.817 1.991
 3.00 7.00 22.00 26.00 17255.98 6.21 0.00 -34.70 -26.690 1.991
 3.00 7.00 26.00 30.00 10552.90 16.00 0.00 -27.20 -9.068 1.991
 3.00 9.00 29.00 35.00 18367.47 2.53 0.00 -3.49 -40.588 3.209
 3.00 9.00 35.00 41.00 -3356.93 23.41 0.00 45.47 3.904 3.209
 3.00 9.00 41.00 47.00 16197.46 1.48 0.00 128.09 -11.132 3.209
 3.00 9.00 47.00 30.00 10872.46 0.10 0.00 -164.44 38.833 3.209
 3.00 9.00 30.00 36.00 9193.46 0.22 0.00 -50.40 -18.067 3.209
 3.00 9.00 36.00 42.00 17332.32 2.97 0.00 99.66 -18.341 3.209
 3.00 9.00 42.00 48.00 4031.94 27.66 0.00 -31.94 -2.560 3.209
 3.00 9.00 48.00 31.00 9366.90 0.14 0.00 -0.61 30.240 3.209
 3.00 9.00 31.00 37.00 6879.99 0.43 0.00 -19.98 -12.079 3.209
 3.00 9.00 37.00 43.00 11223.15 0.14 0.00 78.20 -10.837 3.209
 3.00 9.00 43.00 49.00 925334.63 5.06 0.00 65.72 -543.002 3.204
 3.00 9.00 49.00 32.00 192608.14 4.84 0.00 -165.39 563.181 3.204
 3.00 9.00 32.00 38.00 7009.71 1.30 0.00 90.79 -11.023 3.204
 3.00 9.00 38.00 44.00 12178.20 1.10 0.00 -35.13 -10.743 3.204
 3.00 9.00 44.00 33.00 10349.73 1.29 0.00 0.68 21.911 3.204
 3.00 9.00 33.00 39.00 8966.13 2.29 0.00 0.04 -12.699 3.204
 3.00 9.00 39.00 45.00 14404.51 1.63 0.00 -50.61 -11.658 3.204
 3.00 9.00 45.00 34.00 12601.57 0.10 0.00 70.43 24.247 3.204
 3.00 9.00 34.00 40.00 13420.98 0.16 0.00 -43.82 -17.182 3.204
 3.00 9.00 40.00 46.00 11019.19 0.54 0.00 42.90 -8.202 3.204
 3.00 11.00 43.00 51.00 20003.76 0.69 0.00 33.13 -11.653 1.757
 3.00 11.00 51.00 59.00 15559.42 1.56 0.00 -13.12 -5.179 1.757
 3.00 11.00 59.00 44.00 18458.74 0.94 0.00 -64.83 15.156 1.757
 3.00 11.00 44.00 52.00 13915.08 8.98 0.00 98.08 -7.512 1.757
 3.00 11.00 52.00 60.00 5381.91 67.10 0.00 -100.29 -1.682 1.757
 3.00 11.00 60.00 45.00 11341.18 21.01 0.00 -47.65 8.682 1.757
 3.00 11.00 45.00 53.00 20402.68 0.86 0.00 33.66 -10.227 1.757
 3.00 11.00 53.00 61.00 18719.42 1.01 0.00 79.00 -5.501 1.757
 3.00 11.00 61.00 46.00 20430.35 0.83 0.00 -42.96 14.607 1.757
 3.00 11.00 46.00 54.00 20801.05 2.08 0.00 6.62 -9.699 1.757
 3.00 11.00 54.00 62.00 525276.50 5.60 0.00 127.78 -147.894 1.788
 3.00 11.00 62.00 47.00 229800.09 5.27 0.00 -16.00 156.430 1.788
 3.00 11.00 47.00 55.00 25376.55 0.56 0.00 -42.40 -11.223 1.788
 3.00 11.00 55.00 63.00 -140352.95 0.07 0.00 -40.73 37.245 1.788
 3.00 11.00 63.00 48.00 -46774.49 0.19 0.00 -62.52 -29.829 1.788
 3.00 11.00 48.00 56.00 21824.98 0.24 0.00 83.85 -9.010 1.788
 3.00 11.00 56.00 64.00 1752.58 10.78 0.00 18.60 -0.439 1.788
 3.00 11.00 64.00 49.00 35717.61 0.47 0.00 -55.32 21.369 1.788
 3.00 11.00 49.00 57.00 55626.32 0.73 0.00 48.17 -21.468 1.788
 3.00 11.00 57.00 65.00 -5617.77 0.82 0.00 -26.69 1.329 1.788
 3.00 11.00 50.00 58.00 19433.22 3.85 0.00 7.99 -7.017 1.787
 4.00 6.00 7.00 9.00 15815.00 14.59 0.00 -101.58 -58.190 0.043
 4.00 6.00 16.00 18.00 19941.47 0.26 0.00 41.63 -33.791 2.236
 4.00 6.00 9.00 11.00 19064.36 0.54 0.00 308.91 -514.231 2.224
 4.00 6.00 11.00 13.00 27865.25 0.61 0.00 -350.81 -250.540 2.224
 4.00 6.00 13.00 15.00 7013.35 0.74 0.00 35.42 -28.663 2.224
 4.00 6.00 15.00 17.00 13537.14 0.89 0.00 -21.65 -29.790 2.224
 4.00 6.00 17.00 8.00 18389.63 0.22 0.00 -14.33 1536.548 2.224
 4.00 6.00 8.00 10.00 16675.72 0.23 0.00 68.93 -983.940 2.224
 4.00 6.00 10.00 12.00 24854.05 0.44 0.00 58.06 -366.624 2.224
 4.00 6.00 12.00 14.00 24768.69 0.62 0.00 -74.67 -146.146 2.224
 4.00 6.00 14.00 16.00 9465.73 0.29 0.00 -101.95 -27.926 2.224
 4.00 8.00 16.00 20.00 27895.13 4.58 0.00 97.35 -188.458 2.038
 4.00 8.00 20.00 24.00 16383.54 11.13 0.00 -112.61 -44.275 2.038
 4.00 8.00 24.00 28.00 -59881.02 17.08 0.00 -18.04 80.911 2.038
 4.00 8.00 28.00 32.00 11008.10 1.43 0.00 9.52 -8.499 2.038
 4.00 8.00 32.00 17.00 13461.04 0.32 0.00 89.97 123.255 2.038
 4.00 8.00 17.00 21.00 15991.89 0.37 0.00 47.70 -83.434 2.038
 4.00 8.00 21.00 25.00 9176.88 1.49 0.00 -17.29 -20.519 2.038
 4.00 8.00 25.00 29.00 10711.36 0.24 0.00 -97.07 -12.454 2.038
 4.00 8.00 29.00 33.00 10069.23 2.88 0.00 32.72 -6.863 2.038
 4.00 8.00 18.00 22.00 11812.00 0.36 0.00 30.27 -48.556 2.034
 4.00 8.00 22.00 26.00 26462.60 4.23 0.00 -32.17 -49.446 2.034
 4.00 8.00 26.00 30.00 -17478.49 10.77 0.00 -34.57 17.586 2.034
 4.00 8.00 30.00 34.00 5089.17 3.04 0.00 48.25 -3.072 2.034
 4.00 8.00 34.00 19.00 10555.05 0.07 0.00 17.48 65.311 2.034
 4.00 8.00 19.00 23.00 11166.57 0.20 0.00 -43.20 -36.898 2.034
 4.00 8.00 23.00 27.00 10693.18 0.60 0.00 0.95 -16.899 2.034
 4.00 8.00 27.00 31.00 13598.63 0.24 0.00 -5.12 -11.939 2.034
 4.00 10.00 30.00 36.00 24177.28 4.54 0.00 -46.60 -32.382 1.945
 4.00 10.00 36.00 42.00 -12948.79 25.24 0.00 96.09 9.128 1.945
 4.00 10.00 42.00 48.00 10388.24 19.79 0.00 -32.71 -4.327 1.945
 4.00 10.00 48.00 31.00 9618.33 0.62 0.00 1.13 20.822 1.945
 4.00 10.00 31.00 37.00 6812.56 0.73 0.00 -19.03 -8.115 1.945
 4.00 10.00 37.00 43.00 11975.00 0.43 0.00 76.88 -7.680 1.945
 4.00 10.00 43.00 49.00 20502.02 7.28 0.00 -2.17 -7.890 1.945
 4.00 10.00 49.00 32.00 12103.74 2.79 0.00 -96.88 23.684 1.945
 4.00 10.00 32.00 38.00 8572.38 0.48 0.00 90.44 -9.122 1.945
 4.00 10.00 38.00 44.00 13595.67 1.08 0.00 -38.14 -7.957 1.945
 4.00 10.00 44.00 50.00 153859.28 9.26 0.00 71.50 -54.788 1.944
 4.00 10.00 50.00 33.00 40497.02 6.86 0.00 -68.70 71.854 1.944
 4.00 10.00 33.00 39.00 11305.09 1.46 0.00 -0.17 -10.788 1.944
 4.00 10.00 39.00 45.00 12268.39 1.16 0.00 -50.61 -6.567 1.944
 4.00 10.00 45.00 34.00 12803.64 0.09 0.00 69.70 16.449 1.944
 4.00 10.00 34.00 40.00 13358.47 0.14 0.00 -41.91 -11.481 1.944
 4.00 10.00 40.00 46.00 11804.20 0.50 0.00 42.14 -5.797 1.944
 4.00 10.00 46.00 35.00 12322.26 0.31 0.00 -56.59 14.387 1.944
 4.00 10.00 35.00 41.00 12707.92 0.52 0.00 46.40 -9.872 1.944
 4.00 10.00 41.00 47.00 13553.22 7.84 0.00 128.17 -6.122 1.944
 4.00 12.00 44.00 52.00 369644.59 0.46 0.00 202.03 -180.239 1.471
 4.00 12.00 52.00 60.00 -648232.13 0.46 0.00 -209.39 180.617 1.471
 4.00 12.00 60.00 45.00 -2472.57 24.93 0.00 -39.79 -1.699 1.471
 4.00 12.00 45.00 53.00 12499.50 0.64 0.00 29.85 -5.648 1.471
 4.00 12.00 53.00 61.00 32743.31 0.44 0.00 79.92 -8.566 1.471
 4.00 12.00 61.00 46.00 20603.68 0.44 0.00 -39.78 13.203 1.471
 4.00 12.00 46.00 54.00 14684.42 0.73 0.00 1.71 -6.161 1.471
 4.00 12.00 54.00 62.00 -28283.80 4.02 0.00 -20.08 6.957 1.471
 4.00 12.00 62.00 47.00 1132.56 52.37 0.00 133.39 0.678 1.471
 4.00 12.00 47.00 55.00 31056.60 0.74 0.00 -42.83 -12.122 1.471
 4.00 12.00 55.00 63.00 3131964.25 3.91 0.00 279.09 -722.083 1.464
 4.00 12.00 63.00 48.00 1307103.25 3.87 0.00 -380.91 728.599 1.464
 4.00 12.00 48.00 56.00 21982.82 0.32 0.00 81.34 -7.961 1.464
 4.00 12.00 56.00 64.00 31511.04 2.88 0.00 22.87 -6.847 1.464
 4.00 12.00 64.00 49.00 53121.05 1.12 0.00 -50.72 27.740 1.464
 4.00 12.00 49.00 57.00 65602.13 0.68 0.00 40.81 -22.176 1.464
 4.00 12.00 57.00 65.00 155.09 85.81 0.00 -26.13 -0.032 1.464
 4.00 12.00 65.00 50.00 23545.45 0.87 0.00 6.31 11.535 1.464
 4.00 12.00 50.00 58.00 32879.18 0.41 0.00 2.52 -10.391 1.464
 4.00 12.00 58.00 66.00 20121.93 2.62 0.00 -101.21 -3.898 1.464
 4.00 12.00 51.00 59.00 62436.04 3.90 0.00 11.65 -18.507 1.467
 5.00 7.00 8.00 10.00 6312.51 4.35 0.00 49.76 -58.221 0.109
 5.00 7.00 17.00 19.00 18528.76 0.55 0.00 5.58 -20.164 1.436
 5.00 7.00 10.00 12.00 18148.97 0.14 0.00 260.79 -316.265 1.437
 5.00 7.00 12.00 14.00 17890.55 2.65 0.00 -301.41 -103.921 1.437
 5.00 7.00 14.00 16.00 7643.02 1.19 0.00 -101.21 -20.180 1.437
 5.00 7.00 16.00 18.00 11021.63 0.41 0.00 37.58 -15.670 1.437
 5.00 7.00 18.00 9.00 12906.87 0.54 0.00 20.26 696.718 1.437
 5.00 7.00 9.00 11.00 11196.94 0.37 0.00 266.33 -426.822 1.437
 5.00 7.00 11.00 13.00 22821.06 0.78 0.00 -271.93 -217.482 1.437
 5.00 7.00 13.00 15.00 6587.64 1.47 0.00 38.24 -25.112 1.437
 5.00 7.00 15.00 17.00 12966.92 0.40 0.00 -22.70 -24.715 1.437
 5.00 9.00 17.00 21.00 18543.38 0.43 0.00 49.71 -118.427 1.926
 5.00 9.00 21.00 25.00 9180.01 1.24 0.00 -18.59 -23.451 1.926
 5.00 9.00 25.00 29.00 13018.55 0.55 0.00 -96.48 -16.629 1.926
 5.00 9.00 29.00 33.00 10836.67 0.16 0.00 32.65 -7.909 1.926
 5.00 9.00 33.00 18.00 12951.12 0.29 0.00 5.35 112.101 1.926
 5.00 9.00 18.00 22.00 13160.55 0.23 0.00 32.14 -64.907 1.926
 5.00 9.00 22.00 26.00 46636.49 1.01 0.00 -36.27 -98.575 1.926
 5.00 9.00 26.00 30.00 -49084.80 1.42 0.00 -29.51 53.950 1.926
 5.00 9.00 30.00 34.00 7560.11 1.53 0.00 48.46 -4.871 1.926
 5.00 9.00 19.00 23.00 12420.71 0.57 0.00 -38.25 -48.311 1.925
 5.00 9.00 23.00 27.00 13609.61 1.15 0.00 -2.83 -24.062 1.925
 5.00 9.00 27.00 31.00 15753.77 0.04 0.00 -5.06 -14.997 1.925
 5.00 9.00 31.00 35.00 5133.56 0.70 0.00 -26.43 -2.932 1.925
 5.00 9.00 35.00 20.00 7720.14 4.90 0.00 93.70 45.200 1.925
 5.00 9.00 20.00 24.00 77505.38 15.53 0.00 -119.14 -242.324 1.925
 5.00 9.00 24.00 28.00 -139636.13 18.81 0.00 -0.42 208.799 1.925
 5.00 9.00 28.00 32.00 14149.89 0.51 0.00 10.23 -11.755 1.925
 5.00 11.00 31.00 37.00 9975.50 0.33 0.00 -17.39 -9.052 1.318
 5.00 11.00 37.00 43.00 10698.25 2.58 0.00 75.33 -5.109 1.318
 5.00 11.00 43.00 49.00 23276.36 8.01 0.00 -0.28 -6.569 1.318
 5.00 11.00 49.00 32.00 14125.56 3.51 0.00 -99.91 20.717 1.318
 5.00 11.00 32.00 38.00 9976.86 1.26 0.00 91.34 -8.051 1.318
 5.00 11.00 38.00 44.00 16658.33 1.61 0.00 -39.46 -7.238 1.318
 5.00 11.00 44.00 50.00 22418.99 2.09 0.00 67.41 -5.845 1.318
 5.00 11.00 50.00 33.00 16088.49 1.60 0.00 -63.48 21.328 1.318
 5.00 11.00 33.00 39.00 14624.67 1.08 0.00 -0.11 -10.543 1.318
 5.00 11.00 39.00 45.00 12868.13 1.63 0.00 -49.10 -5.102 1.318
 5.00 11.00 45.00 51.00 45012.46 4.96 0.00 130.77 -11.014 1.336
 5.00 11.00 51.00 34.00 21145.00 3.73 0.00 -60.50 25.780 1.336
 5.00 11.00 34.00 40.00 15646.60 2.94 0.00 -43.61 -10.259 1.336
 5.00 11.00 40.00 46.00 14126.16 2.68 0.00 42.76 -5.196 1.336
 5.00 11.00 46.00 35.00 14352.70 3.00 0.00 -58.03 12.670 1.336
 5.00 11.00 35.00 41.00 13965.08 3.01 0.00 47.35 -8.247 1.336
