 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 1.00 9.00 42.00 50.00 13506.04 0.08 0.00 30.39 -37.601 9.060
 1.00 9.00 50.00 58.00 15040.36 0.50 0.00 42.17 -24.242 9.060
 1.00 9.00 58.00 43.00 14828.48 0.06 0.00 -101.38 58.543 9.060
 1.00 9.00 43.00 51.00 14891.22 0.03 0.00 -57.47 -38.494 9.060
 1.00 9.00 51.00 59.00 14479.67 0.15 0.00 133.96 -21.942 9.060
 1.00 9.00 59.00 44.00 14794.24 0.20 0.00 -140.68 54.548 9.060
 1.00 9.00 44.00 52.00 14922.94 0.23 0.00 54.80 -35.885 9.060
 1.00 9.00 52.00 60.00 348287.59 3.14 0.00 178.80 -496.763 9.059
 1.00 9.00 60.00 45.00 153254.81 2.91 0.00 -231.90 528.486 9.059
 1.00 9.00 45.00 53.00 15387.13 0.31 0.00 26.39 -34.475 9.059
 1.00 9.00 53.00 61.00 12631.00 1.02 0.00 94.50 -16.980 9.059
 1.00 9.00 61.00 46.00 14896.79 0.54 0.00 -0.83 48.125 9.059
 1.00 9.00 46.00 54.00 15615.05 0.84 0.00 -99.84 -32.655 9.059
 1.00 9.00 54.00 62.00 -7568.55 3.61 0.00 -19.79 9.601 9.059
 1.00 9.00 62.00 47.00 5968.08 1.37 0.00 122.21 18.088 9.059
 1.00 9.00 47.00 55.00 18403.11 0.24 0.00 -54.43 -35.980 9.059
 1.00 9.00 55.00 63.00 -21399.15 3.82 0.00 39.02 25.642 9.059
 1.00 9.00 48.00 56.00 21346.68 0.19 0.00 97.91 -39.069 9.057
 2.00 4.00 5.00 7.00 14831.79 2.53 0.00 17.00 -69.829 0.055
 2.00 4.00 14.00 16.00 14655.43 0.05 0.00 99.60 -47.898 4.312
 2.00 4.00 7.00 9.00 46305.60 0.12 0.00 33.71 -1854.253 3.302
 2.00 4.00 9.00 11.00 15197.70 0.23 0.00 -39.25 -202.858 3.302
 2.00 4.00 11.00 13.00 19796.47 0.38 0.00 -73.08 -120.110 3.302
 2.00 4.00 13.00 15.00 18247.88 0.76 0.00 -54.31 -59.615 3.302
 2.00 4.00 15.00 6.00 35837.39 0.10 0.00 75.50 4445.379 3.302
 2.00 4.00 6.00 8.00 42854.58 0.10 0.00 10.31 -3753.883 3.302
 2.00 4.00 8.00 10.00 18432.66 0.10 0.00 23.64 -403.656 3.302
 2.00 4.00 10.00 12.00 21309.53 0.25 0.00 -132.91 -186.663 3.302
 2.00 4.00 12.00 14.00 18250.60 0.22 0.00 31.64 -79.934 3.302
 2.00 6.00 14.00 18.00 12738.54 0.07 0.00 -9.59 -310.794 7.358
 2.00 6.00 18.00 22.00 9341.22 0.07 0.00 106.32 -91.163 7.358
 2.00 6.00 22.00 26.00 10373.49 1.02 0.00 -149.69 -50.618 7.358
 2.00 6.00 26.00 30.00 7097.87 2.82 0.00 57.96 -19.791 7.358
 2.00 6.00 30.00 15.00 11698.74 0.03 0.00 -11.12 386.840 7.358
 2.00 6.00 15.00 19.00 13413.49 0.06 0.00 -85.94 -252.727 7.358
 2.00 6.00 19.00 23.00 9654.95 0.09 0.00 104.18 -77.962 7.358
 2.00 6.00 23.00 27.00 9486.51 0.12 0.00 32.82 -39.833 7.358
 2.00 6.00 27.00 31.00 10336.57 0.09 0.00 -102.03 -25.443 7.358
 2.00 6.00 16.00 20.00 12269.64 0.35 0.00 -41.12 -182.584 7.363
 2.00 6.00 20.00 24.00 9813.49 0.11 0.00 -26.47 -66.379 7.363
 2.00 6.00 24.00 28.00 9410.38 0.12 0.00 -31.69 -34.274 7.363
 2.00 6.00 28.00 32.00 8599.48 0.12 0.00 47.85 -18.793 7.363
 2.00 6.00 32.00 17.00 11225.30 0.05 0.00 -33.22 251.442 7.363
 2.00 6.00 17.00 21.00 13314.95 0.07 0.00 69.85 -159.270 7.363
 2.00 6.00 21.00 25.00 8674.35 0.19 0.00 -67.36 -49.625 7.363
 2.00 6.00 25.00 29.00 9996.99 0.22 0.00 -32.76 -31.773 7.363
 2.00 8.00 28.00 34.00 8571.66 0.55 0.00 -24.87 -36.633 6.206
 2.00 8.00 34.00 40.00 9812.31 0.19 0.00 16.29 -22.071 6.206
 2.00 8.00 40.00 46.00 8733.46 0.37 0.00 90.93 -11.608 6.206
 2.00 8.00 46.00 29.00 9086.25 0.45 0.00 -99.06 62.764 6.206
 2.00 8.00 29.00 35.00 9082.17 0.44 0.00 -10.02 -34.519 6.206
 2.00 8.00 35.00 41.00 8966.54 0.59 0.00 57.47 -18.350 6.206
 2.00 8.00 41.00 47.00 10742.35 0.26 0.00 57.88 -13.191 6.206
 2.00 8.00 47.00 30.00 8699.14 0.30 0.00 -80.16 54.316 6.206
 2.00 8.00 30.00 36.00 7926.62 0.59 0.00 -75.30 -26.915 6.206
 2.00 8.00 36.00 42.00 9102.49 0.18 0.00 124.86 -16.999 6.206
 2.00 8.00 42.00 48.00 11927.11 0.14 0.00 -78.81 -13.567 6.210
 2.00 8.00 48.00 31.00 7309.99 0.53 0.00 -33.31 41.431 6.210
 2.00 8.00 31.00 37.00 4975.46 0.77 0.00 74.34 -15.166 6.210
 2.00 8.00 37.00 43.00 8667.18 0.61 0.00 8.98 -14.820 6.210
 2.00 8.00 43.00 32.00 7294.40 0.56 0.00 21.31 29.934 6.210
 2.00 8.00 32.00 38.00 6029.69 0.81 0.00 -66.14 -16.554 6.210
 2.00 8.00 38.00 44.00 10105.08 0.61 0.00 -17.58 -15.853 6.210
 2.00 8.00 44.00 33.00 8736.45 0.60 0.00 122.63 32.584 6.210
 2.00 8.00 33.00 39.00 8320.83 0.32 0.00 -132.19 -20.649 6.210
 2.00 8.00 39.00 45.00 8939.30 0.36 0.00 9.58 -12.897 6.210
 2.00 10.00 42.00 50.00 12687.16 3.85 0.00 32.16 -20.663 4.912
 2.00 10.00 50.00 58.00 19927.12 4.30 0.00 33.49 -18.545 4.912
 2.00 10.00 58.00 43.00 15539.24 0.10 0.00 -95.04 35.673 4.912
 2.00 10.00 43.00 51.00 15560.96 0.19 0.00 -55.47 -23.487 4.912
 2.00 10.00 51.00 59.00 14880.40 0.04 0.00 128.80 -13.003 4.912
 2.00 10.00 59.00 44.00 15435.23 0.28 0.00 -135.60 33.037 4.912
 2.00 10.00 44.00 52.00 15529.64 0.00 0.00 55.37 -21.764 4.912
 2.00 10.00 52.00 60.00 10557.74 6.61 0.00 80.08 -8.674 4.912
 2.00 10.00 60.00 45.00 14651.88 2.18 0.00 -135.63 29.288 4.912
 2.00 10.00 45.00 53.00 16750.07 0.09 0.00 25.64 -21.837 4.912
 2.00 10.00 53.00 61.00 14264.57 0.63 0.00 93.44 -10.991 4.894
 2.00 10.00 61.00 46.00 16522.20 0.23 0.00 -0.03 30.780 4.894
 2.00 10.00 46.00 54.00 18203.92 0.24 0.00 -92.95 -22.034 4.894
 2.00 10.00 54.00 62.00 9354.11 7.64 0.00 -14.22 -6.793 4.894
 2.00 10.00 62.00 47.00 14085.41 2.07 0.00 114.36 24.582 4.894
 2.00 10.00 47.00 55.00 18900.02 0.17 0.00 -52.13 -21.353 4.894
 2.00 10.00 55.00 63.00 -324.84 557.24 0.00 36.82 0.223 4.894
 2.00 10.00 63.00 48.00 10589.07 7.41 0.00 -95.72 17.338 4.894
 2.00 10.00 48.00 56.00 18263.99 0.02 0.00 96.52 -19.290 4.894
 2.00 10.00 56.00 64.00 9433.86 0.58 0.00 58.79 -6.107 4.894
 2.00 10.00 49.00 57.00 17071.82 0.30 0.00 24.19 -16.854 4.886
 3.00 5.00 6.00 8.00 37825.73 3.43 0.00 60.89 -157.181 0.049
 3.00 5.00 15.00 17.00 13290.87 1.34 0.00 28.70 -32.862 3.262
 3.00 5.00 8.00 10.00 22779.46 0.30 0.00 16.11 -902.263 3.266
 3.00 5.00 10.00 12.00 28404.96 0.14 0.00 -252.92 -375.027 3.266
 3.00 5.00 12.00 14.00 21996.45 0.18 0.00 33.11 -132.008 3.266
 3.00 5.00 14.00 16.00 11564.06 0.44 0.00 97.25 -37.369 3.266
 3.00 5.00 16.00 7.00 49126.29 0.23 0.00 -26.98 6027.552 3.266
 3.00 5.00 7.00 9.00 60846.88 0.24 0.00 -16.85 -5272.011 3.266
 3.00 5.00 9.00 11.00 20828.24 0.08 0.00 74.09 -421.489 3.052
 3.00 5.00 11.00 13.00 26784.89 0.11 0.00 -72.87 -216.812 3.052
 3.00 5.00 13.00 15.00 12578.66 0.35 0.00 -57.09 -50.909 3.052
 3.00 7.00 15.00 19.00 12898.57 0.06 0.00 -83.23 -186.762 4.367
 3.00 7.00 19.00 23.00 8348.50 0.56 0.00 103.02 -48.352 4.367
 3.00 7.00 23.00 27.00 8691.23 0.33 0.00 33.55 -25.169 4.367
 3.00 7.00 27.00 31.00 9867.12 0.03 0.00 -99.73 -16.328 4.367
 3.00 7.00 31.00 16.00 10614.81 0.19 0.00 154.02 208.304 4.367
 3.00 7.00 16.00 20.00 12108.80 0.13 0.00 -44.25 -135.395 4.367
 3.00 7.00 20.00 24.00 8218.03 0.30 0.00 -22.79 -39.382 4.367
 3.00 7.00 24.00 28.00 8533.50 0.24 0.00 -32.42 -21.265 4.367
 3.00 7.00 28.00 32.00 8403.96 0.00 0.00 49.78 -12.276 4.367
 3.00 7.00 17.00 21.00 12540.34 0.15 0.00 69.32 -110.726 4.369
 3.00 7.00 21.00 25.00 7684.16 0.50 0.00 -65.98 -30.840 4.369
 3.00 7.00 25.00 29.00 8365.38 0.16 0.00 -31.73 -18.078 4.369
 3.00 7.00 29.00 33.00 7184.02 0.11 0.00 100.43 -9.315 4.369
 3.00 7.00 33.00 18.00 8648.38 0.17 0.00 -92.97 114.943 4.369
 3.00 7.00 18.00 22.00 9013.33 0.14 0.00 108.02 -63.972 4.369
 3.00 7.00 22.00 26.00 10536.25 1.47 0.00 -150.55 -35.765 4.369
 3.00 7.00 26.00 30.00 8396.40 2.75 0.00 60.58 -15.834 4.369
 3.00 9.00 29.00 35.00 12481.31 0.70 0.00 -11.18 -51.503 5.992
 3.00 9.00 35.00 41.00 8127.77 1.32 0.00 55.34 -17.652 5.992
 3.00 9.00 41.00 47.00 13675.67 0.24 0.00 63.15 -17.551 5.992
 3.00 9.00 47.00 30.00 10667.63 0.25 0.00 -83.21 71.147 5.992
 3.00 9.00 30.00 36.00 9678.50 0.23 0.00 -75.30 -35.517 5.992
 3.00 9.00 36.00 42.00 12222.88 0.18 0.00 125.33 -24.152 5.992
 3.00 9.00 42.00 48.00 12019.06 0.83 0.00 -79.09 -14.250 5.992
 3.00 9.00 48.00 31.00 8782.93 0.24 0.00 -31.76 52.948 5.992
 3.00 9.00 31.00 37.00 6174.92 0.30 0.00 71.19 -20.244 5.992
 3.00 9.00 37.00 43.00 10680.57 0.18 0.00 10.99 -19.259 5.992
 3.00 9.00 43.00 49.00 24932.17 3.35 0.00 25.11 -26.952 5.902
 3.00 9.00 49.00 32.00 12307.55 1.31 0.00 -4.23 66.293 5.902
 3.00 9.00 32.00 38.00 7503.88 0.08 0.00 -66.68 -21.738 5.902
 3.00 9.00 38.00 44.00 12752.00 0.12 0.00 -17.10 -20.723 5.902
 3.00 9.00 44.00 33.00 11005.82 0.11 0.00 119.08 42.923 5.902
 3.00 9.00 33.00 39.00 10373.81 0.13 0.00 -128.82 -27.066 5.902
 3.00 9.00 39.00 45.00 11148.91 0.00 0.00 9.11 -16.622 5.902
 3.00 9.00 45.00 34.00 11881.91 0.03 0.00 10.22 42.116 5.902
 3.00 9.00 34.00 40.00 12426.03 0.04 0.00 19.46 -29.306 5.902
 3.00 9.00 40.00 46.00 10845.86 0.25 0.00 89.43 -14.872 5.902
 3.00 11.00 43.00 51.00 19823.81 0.16 0.00 -52.18 -22.167 3.372
 3.00 11.00 51.00 59.00 18594.64 0.11 0.00 122.01 -11.881 3.372
 3.00 11.00 59.00 44.00 19558.40 0.07 0.00 -132.54 30.827 3.372
 3.00 11.00 44.00 52.00 19595.62 0.11 0.00 56.51 -20.306 3.372
 3.00 11.00 52.00 60.00 13896.51 10.48 0.00 76.34 -8.337 3.372
 3.00 11.00 60.00 45.00 18801.76 3.26 0.00 -133.57 27.630 3.372
 3.00 11.00 45.00 53.00 21257.37 0.00 0.00 25.30 -20.454 3.372
 3.00 11.00 53.00 61.00 20016.56 0.11 0.00 90.60 -11.290 3.372
 3.00 11.00 61.00 46.00 21622.12 0.03 0.00 3.36 29.675 3.372
 3.00 11.00 46.00 54.00 22883.55 0.34 0.00 -87.20 -20.483 3.372
 3.00 11.00 54.00 62.00 153706.27 6.69 0.00 80.52 -81.593 3.372
 3.00 11.00 62.00 47.00 76326.99 5.59 0.00 16.70 97.960 3.372
 3.00 11.00 47.00 55.00 23506.59 0.14 0.00 -49.93 -19.601 3.372
 3.00 11.00 55.00 63.00 -34433.80 3.56 0.00 11.21 17.228 3.372
 3.00 11.00 63.00 48.00 -952.05 53.55 0.00 -73.87 -1.145 3.372
 3.00 11.00 48.00 56.00 22963.71 0.08 0.00 98.57 -17.873 3.372
 3.00 11.00 56.00 64.00 10225.15 0.14 0.00 56.11 -4.827 3.372
 3.00 11.00 64.00 49.00 18718.91 0.26 0.00 -80.92 21.115 3.372
 3.00 11.00 49.00 57.00 23338.29 0.37 0.00 25.83 -16.982 3.372
 3.00 11.00 57.00 65.00 6643.59 2.10 0.00 -23.69 -2.963 3.372
 3.00 11.00 50.00 58.00 20330.96 1.46 0.00 37.72 -13.827 3.366
 4.00 6.00 7.00 9.00 22519.49 4.20 0.00 -35.45 -120.020 0.063
 4.00 6.00 16.00 18.00 16291.81 0.03 0.00 -106.11 -52.476 4.250
 4.00 6.00 9.00 11.00 18634.33 0.12 0.00 272.17 -856.833 3.792
 4.00 6.00 11.00 13.00 26676.94 0.06 0.00 -305.72 -408.881 3.792
 4.00 6.00 13.00 15.00 7947.62 0.39 0.00 -61.95 -55.370 3.792
 4.00 6.00 15.00 17.00 14207.00 0.32 0.00 21.22 -53.296 3.792
 4.00 6.00 17.00 8.00 19158.94 0.08 0.00 145.96 2728.920 3.792
 4.00 6.00 8.00 10.00 17287.33 0.07 0.00 -33.23 -1738.834 3.792
 4.00 6.00 10.00 12.00 28037.48 0.10 0.00 -119.24 -705.033 3.792
 4.00 6.00 12.00 14.00 21226.68 0.07 0.00 -2.22 -213.507 3.792
 4.00 6.00 14.00 16.00 9805.66 0.13 0.00 96.53 -49.315 3.792
 4.00 8.00 16.00 20.00 18142.68 0.56 0.00 -42.79 -254.595 4.232
 4.00 8.00 20.00 24.00 6277.59 4.13 0.00 -25.12 -35.237 4.232
 4.00 8.00 24.00 28.00 8380.85 0.23 0.00 -33.76 -23.522 4.232
 4.00 8.00 28.00 32.00 11356.91 0.16 0.00 51.97 -18.214 4.232
 4.00 8.00 32.00 17.00 13242.96 0.05 0.00 -35.65 251.868 4.232
 4.00 8.00 17.00 21.00 15479.14 0.04 0.00 66.54 -167.746 4.232
 4.00 8.00 21.00 25.00 9372.97 0.29 0.00 -64.27 -43.532 4.232
 4.00 8.00 25.00 29.00 10904.79 0.03 0.00 -30.34 -26.336 4.232
 4.00 8.00 29.00 33.00 10039.00 0.35 0.00 97.44 -14.213 4.232
 4.00 8.00 18.00 22.00 11655.93 0.05 0.00 108.40 -99.687 4.232
 4.00 8.00 22.00 26.00 12067.33 1.87 0.00 -151.13 -46.912 4.232
 4.00 8.00 26.00 30.00 8135.18 4.46 0.00 60.27 -17.029 4.232
 4.00 8.00 30.00 34.00 6834.38 0.25 0.00 -35.19 -8.584 4.232
 4.00 8.00 34.00 19.00 10481.93 0.07 0.00 -63.16 134.940 4.232
 4.00 8.00 19.00 23.00 11358.89 0.05 0.00 104.40 -78.089 4.232
 4.00 8.00 23.00 27.00 9795.70 0.21 0.00 32.27 -32.207 4.232
 4.00 8.00 27.00 31.00 13540.53 0.05 0.00 -96.63 -24.733 4.232
 4.00 10.00 30.00 36.00 11596.53 0.61 0.00 -74.16 -28.519 3.571
 4.00 10.00 36.00 42.00 8686.21 3.35 0.00 124.37 -11.243 3.571
 4.00 10.00 42.00 48.00 14162.68 0.92 0.00 -79.49 -10.832 3.571
 4.00 10.00 48.00 31.00 9017.97 0.25 0.00 -29.48 35.846 3.571
 4.00 10.00 31.00 37.00 6216.65 0.33 0.00 67.55 -13.596 3.571
 4.00 10.00 37.00 43.00 11147.76 0.32 0.00 13.23 -13.128 3.571
 4.00 10.00 43.00 49.00 15216.13 0.47 0.00 23.78 -10.752 3.571
 4.00 10.00 49.00 32.00 10414.79 0.30 0.00 -2.15 37.420 3.571
 4.00 10.00 32.00 38.00 7605.87 0.22 0.00 -67.42 -14.861 3.571
 4.00 10.00 38.00 44.00 12951.04 0.38 0.00 -16.81 -13.918 3.571
 4.00 10.00 44.00 50.00 26709.27 2.65 0.00 120.35 -17.445 3.566
 4.00 10.00 50.00 33.00 14297.05 0.92 0.00 -4.34 46.530 3.566
 4.00 10.00 33.00 39.00 10461.50 0.16 0.00 -126.34 -18.311 3.566
 4.00 10.00 39.00 45.00 11605.22 0.06 0.00 8.67 -11.395 3.566
 4.00 10.00 45.00 34.00 12164.54 0.05 0.00 9.30 28.665 3.566
 4.00 10.00 34.00 40.00 12604.61 0.07 0.00 21.06 -19.871 3.566
 4.00 10.00 40.00 46.00 11264.60 0.09 0.00 89.20 -10.148 3.566
 4.00 10.00 46.00 35.00 11636.33 0.03 0.00 -109.84 24.921 3.566
 4.00 10.00 35.00 41.00 11462.03 0.00 0.00 54.82 -16.333 3.566
 4.00 10.00 41.00 47.00 13852.25 0.76 0.00 66.90 -11.476 3.566
 4.00 12.00 44.00 52.00 26564.81 1.48 0.00 57.17 -35.689 4.052
 4.00 12.00 52.00 60.00 13985.76 11.90 0.00 67.33 -10.737 4.052
 4.00 12.00 60.00 45.00 23816.00 1.67 0.00 -126.72 45.100 4.052
 4.00 12.00 45.00 53.00 24218.24 0.03 0.00 24.05 -30.153 4.052
 4.00 12.00 53.00 61.00 22418.08 0.11 0.00 89.40 -16.159 4.052
 4.00 12.00 61.00 46.00 24529.67 0.06 0.00 6.07 43.309 4.052
 4.00 12.00 46.00 54.00 26635.68 0.24 0.00 -82.97 -30.792 4.052
 4.00 12.00 54.00 62.00 19592.49 4.91 0.00 -17.66 -13.278 4.052
 4.00 12.00 62.00 47.00 22225.22 1.94 0.00 112.42 36.647 4.052
 4.00 12.00 47.00 55.00 25813.06 0.15 0.00 -48.43 -27.759 4.052
 4.00 12.00 55.00 63.00 1351306.00 1.06 0.00 230.84 -860.626 4.045
 4.00 12.00 63.00 48.00 572733.88 1.04 0.00 -296.89 881.906 4.045
 4.00 12.00 48.00 56.00 24607.52 0.10 0.00 99.82 -24.618 4.045
 4.00 12.00 56.00 64.00 28652.66 0.37 0.00 57.72 -17.199 4.045
 4.00 12.00 64.00 49.00 28315.78 0.17 0.00 -83.18 40.846 4.045
 4.00 12.00 49.00 57.00 27824.67 0.03 0.00 26.99 -25.983 4.045
 4.00 12.00 57.00 65.00 7674.82 2.42 0.00 -24.99 -4.347 4.045
 4.00 12.00 65.00 50.00 20453.51 0.29 0.00 28.59 27.681 4.045
 4.00 12.00 50.00 58.00 26954.98 0.05 0.00 31.67 -23.532 4.045
 4.00 12.00 58.00 66.00 17402.18 0.77 0.00 -152.00 -9.311 4.045
 4.00 12.00 51.00 59.00 36306.32 0.59 0.00 127.03 -29.658 4.042
 5.00 7.00 8.00 10.00 6655.32 2.08 0.00 -9.13 -50.228 0.089
 5.00 7.00 17.00 19.00 15565.02 0.30 0.00 -99.73 -45.358 3.845
 5.00 7.00 10.00 12.00 20979.05 0.33 0.00 92.93 -982.510 3.862
 5.00 7.00 12.00 14.00 18032.79 0.37 0.00 -272.23 -281.509 3.862
 5.00 7.00 14.00 16.00 9447.53 0.45 0.00 95.27 -67.039 3.862
 5.00 7.00 16.00 18.00 12064.23 0.32 0.00 -110.18 -46.096 3.862
 5.00 7.00 18.00 9.00 13689.40 0.34 0.00 51.07 1985.969 3.862
 5.00 7.00 9.00 11.00 12224.35 0.33 0.00 197.12 -1252.348 3.862
 5.00 7.00 11.00 13.00 21754.89 0.33 0.00 -178.17 -557.180 3.862
 5.00 7.00 13.00 15.00 9291.45 0.58 0.00 -67.72 -95.188 3.862
 5.00 7.00 15.00 17.00 11361.67 0.09 0.00 23.12 -58.198 3.862
 5.00 9.00 17.00 21.00 19967.25 0.09 0.00 65.85 -325.547 4.917
 5.00 9.00 21.00 25.00 12297.58 0.30 0.00 -63.47 -80.200 4.917
 5.00 9.00 25.00 29.00 14429.77 0.00 0.00 -29.06 -47.053 4.917
 5.00 9.00 29.00 33.00 13321.68 0.03 0.00 95.10 -24.823 4.917
 5.00 9.00 33.00 18.00 14306.27 0.07 0.00 -91.01 316.126 4.917
 5.00 9.00 18.00 22.00 14394.68 0.04 0.00 109.43 -181.240 4.917
 5.00 9.00 22.00 26.00 18088.04 0.36 0.00 -150.76 -97.604 4.917
 5.00 9.00 26.00 30.00 8294.57 0.84 0.00 60.93 -23.274 4.917
 5.00 9.00 30.00 34.00 9483.39 0.10 0.00 -36.50 -15.599 4.917
 5.00 9.00 19.00 23.00 14510.72 0.10 0.00 106.13 -144.101 4.914
 5.00 9.00 23.00 27.00 14110.97 0.49 0.00 30.16 -63.696 4.914
 5.00 9.00 27.00 31.00 17726.15 0.05 0.00 -95.00 -43.085 4.914
 5.00 9.00 31.00 35.00 4099.88 0.22 0.00 23.17 -5.979 4.914
 5.00 9.00 35.00 20.00 12545.85 0.24 0.00 82.58 187.536 4.914
 5.00 9.00 20.00 24.00 12381.38 0.36 0.00 -22.06 -98.835 4.914
 5.00 9.00 24.00 28.00 13272.51 0.18 0.00 -34.86 -50.671 4.914
 5.00 9.00 28.00 32.00 15374.68 0.03 0.00 53.71 -32.609 4.914
 5.00 11.00 31.00 37.00 8177.24 0.23 0.00 65.72 -16.962 3.012
 5.00 11.00 37.00 43.00 14144.59 0.16 0.00 14.24 -15.442 3.012
 5.00 11.00 43.00 49.00 19901.07 0.03 0.00 23.31 -12.839 3.012
 5.00 11.00 49.00 32.00 13486.25 0.05 0.00 -1.55 45.215 3.012
 5.00 11.00 32.00 38.00 9762.90 0.07 0.00 -67.51 -18.010 3.012
 5.00 11.00 38.00 44.00 17058.82 0.03 0.00 -15.80 -16.945 3.012
 5.00 11.00 44.00 50.00 21753.88 0.26 0.00 116.25 -12.965 3.012
 5.00 11.00 50.00 33.00 15939.06 0.07 0.00 -2.27 48.303 3.012
 5.00 11.00 33.00 39.00 13624.08 0.03 0.00 -125.21 -22.453 3.012
 5.00 11.00 39.00 45.00 15123.23 0.07 0.00 8.24 -13.708 3.012
 5.00 11.00 45.00 51.00 27420.06 0.41 0.00 16.21 -15.109 3.008
 5.00 11.00 51.00 34.00 18184.49 0.21 0.00 -8.08 49.926 3.008
 5.00 11.00 34.00 40.00 16336.69 0.15 0.00 22.24 -24.122 3.008
 5.00 11.00 40.00 46.00 14839.56 0.08 0.00 88.91 -12.292 3.008
 5.00 11.00 46.00 35.00 15179.63 0.17 0.00 -109.25 30.175 3.008
 5.00 11.00 35.00 41.00 14754.98 0.17 0.00 53.90 -19.623 3.008
