 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 1.00 7.00 32.00 38.00 5124.17 0.22 0.00 67.61 -10.601 5.177
 1.00 7.00 38.00 44.00 8228.07 0.13 0.00 -67.81 -9.896 5.177
 1.00 9.00 41.00 49.00 76207.22 5.70 0.00 56.95 -235.712 9.328
 1.00 9.00 49.00 57.00 -92392.71 8.22 0.00 -21.77 163.300 9.328
 1.00 9.00 57.00 42.00 16333.89 1.10 0.00 0.15 71.213 9.328
 1.00 9.00 42.00 50.00 14219.41 0.25 0.00 -32.05 -40.759 9.328
 1.00 9.00 50.00 58.00 19359.66 1.87 0.00 43.93 -32.128 9.328
 1.00 9.00 58.00 43.00 15028.78 0.09 0.00 -17.63 61.091 9.328
 1.00 9.00 43.00 51.00 15265.94 0.11 0.00 -56.93 -40.631 9.328
 1.00 9.00 51.00 59.00 13386.56 0.58 0.00 57.12 -20.886 9.328
 1.00 9.00 59.00 44.00 14555.70 0.30 0.00 -74.81 55.257 9.328
 1.00 9.00 44.00 52.00 12503.64 1.83 0.00 52.56 -30.958 9.328
 1.00 9.00 52.00 60.00 659943.25 0.29 0.00 187.89 -968.077 9.317
 1.00 9.00 60.00 45.00 280649.31 0.28 0.00 -282.24 995.350 9.317
 1.00 9.00 45.00 53.00 15275.76 0.00 0.00 31.10 -35.200 9.317
 1.00 9.00 53.00 61.00 11283.00 0.22 0.00 92.12 -15.600 9.317
 1.00 9.00 61.00 46.00 14194.42 0.06 0.00 -23.76 47.161 9.317
 1.00 9.00 46.00 54.00 13183.64 0.13 0.00 -49.17 -28.356 9.317
 1.00 9.00 54.00 62.00 13794.22 0.41 0.00 -2.27 -17.996 9.317
 1.00 9.00 62.00 47.00 13483.92 0.11 0.00 147.07 42.031 9.317
 1.00 9.00 47.00 55.00 18630.52 0.22 0.00 -119.60 -37.461 9.317
 1.00 9.00 55.00 63.00 -18361.33 5.47 0.00 -56.29 22.628 9.317
 1.00 9.00 48.00 56.00 19479.62 0.26 0.00 83.84 -35.959 9.135
 2.00 4.00 5.00 7.00 11669.74 6.18 0.00 22.72 -52.360 0.053
 2.00 4.00 14.00 16.00 18745.45 1.27 0.00 -35.00 -30.783 2.167
 2.00 4.00 7.00 9.00 47380.11 0.09 0.00 -15.20 -1240.337 2.159
 2.00 4.00 9.00 11.00 12614.97 0.71 0.00 -49.39 -110.080 2.159
 2.00 4.00 11.00 13.00 22563.95 0.84 0.00 -97.38 -89.498 2.159
 2.00 4.00 13.00 15.00 24773.87 1.72 0.00 98.75 -52.911 2.159
 2.00 4.00 15.00 6.00 36466.95 0.10 0.00 -86.31 2957.196 2.159
 2.00 4.00 6.00 8.00 43717.44 0.09 0.00 -48.92 -2503.493 2.159
 2.00 4.00 8.00 10.00 18419.01 0.08 0.00 104.38 -263.693 2.159
 2.00 4.00 10.00 12.00 21291.18 0.48 0.00 -48.40 -121.925 2.159
 2.00 4.00 12.00 14.00 16152.78 0.51 0.00 86.31 -46.250 2.159
 2.00 6.00 14.00 18.00 12597.00 0.13 0.00 -129.61 -287.576 6.885
 2.00 6.00 18.00 22.00 9370.80 0.19 0.00 57.75 -85.570 6.885
 2.00 6.00 22.00 26.00 12774.12 6.27 0.00 -10.60 -58.324 6.885
 2.00 6.00 26.00 30.00 3019.41 46.37 0.00 11.06 -7.878 6.885
 2.00 6.00 30.00 15.00 11503.62 0.03 0.00 67.00 355.925 6.885
 2.00 6.00 15.00 19.00 13147.96 0.03 0.00 -144.08 -231.793 6.885
 2.00 6.00 19.00 23.00 9415.52 0.12 0.00 54.80 -71.139 6.885
 2.00 6.00 23.00 27.00 9805.10 0.14 0.00 -10.30 -38.523 6.885
 2.00 6.00 27.00 31.00 9785.89 0.07 0.00 -14.32 -22.538 6.885
 2.00 6.00 16.00 20.00 10618.79 0.21 0.00 -13.98 -147.725 6.884
 2.00 6.00 20.00 24.00 2785.46 37.18 0.00 -67.56 -17.614 6.884
 2.00 6.00 24.00 28.00 28911.44 6.35 0.00 -44.01 -98.442 6.884
 2.00 6.00 28.00 32.00 8211.69 0.06 0.00 45.67 -16.776 6.884
 2.00 6.00 32.00 17.00 11452.75 0.06 0.00 37.61 239.826 6.884
 2.00 6.00 17.00 21.00 13727.07 0.08 0.00 10.23 -153.504 6.884
 2.00 6.00 21.00 25.00 8851.83 0.04 0.00 -0.79 -47.341 6.884
 2.00 6.00 25.00 29.00 10498.78 0.09 0.00 -67.09 -31.194 6.884
 2.00 8.00 28.00 34.00 8425.19 0.18 0.00 -2.17 -27.391 4.721
 2.00 8.00 34.00 40.00 10830.99 0.09 0.00 56.41 -18.533 4.721
 2.00 8.00 40.00 46.00 9351.97 0.08 0.00 48.80 -9.456 4.721
 2.00 8.00 46.00 29.00 9454.01 0.09 0.00 -78.77 49.677 4.721
 2.00 8.00 29.00 35.00 9020.43 0.09 0.00 -8.48 -26.080 4.721
 2.00 8.00 35.00 41.00 9877.18 0.18 0.00 75.72 -15.377 4.721
 2.00 8.00 41.00 47.00 11473.02 0.26 0.00 109.38 -10.717 4.721
 2.00 8.00 47.00 30.00 9171.74 0.08 0.00 -109.65 43.562 4.721
 2.00 8.00 30.00 36.00 7870.85 0.24 0.00 -86.07 -20.330 4.721
 2.00 8.00 36.00 42.00 10099.11 0.70 0.00 123.68 -14.347 4.721
 2.00 8.00 42.00 48.00 12713.99 0.99 0.00 -57.42 -11.004 4.725
 2.00 8.00 48.00 31.00 7913.50 0.48 0.00 -29.40 34.128 4.725
 2.00 8.00 31.00 37.00 5591.60 0.45 0.00 0.20 -12.969 4.725
 2.00 8.00 37.00 43.00 9547.55 0.53 0.00 79.87 -12.422 4.725
 2.00 8.00 43.00 32.00 8110.90 0.54 0.00 -75.39 25.326 4.725
 2.00 8.00 32.00 38.00 6779.45 0.44 0.00 70.16 -14.162 4.725
 2.00 8.00 38.00 44.00 11007.85 0.57 0.00 -69.86 -13.140 4.725
 2.00 8.00 44.00 33.00 9706.94 0.51 0.00 44.37 27.547 4.725
 2.00 8.00 33.00 39.00 9294.89 0.58 0.00 -103.92 -17.551 4.725
 2.00 8.00 39.00 45.00 9744.31 0.35 0.00 17.84 -10.698 4.725
 2.00 10.00 42.00 50.00 13525.79 4.82 0.00 -28.84 -18.783 4.188
 2.00 10.00 50.00 58.00 20027.95 5.05 0.00 42.50 -15.893 4.188
 2.00 10.00 58.00 43.00 15979.21 0.45 0.00 -20.37 31.279 4.188
 2.00 10.00 43.00 51.00 16233.96 0.46 0.00 -56.63 -20.892 4.188
 2.00 10.00 51.00 59.00 14710.42 0.80 0.00 57.47 -10.960 4.188
 2.00 10.00 59.00 44.00 15778.83 0.59 0.00 -76.00 28.797 4.188
 2.00 10.00 44.00 52.00 15803.41 0.32 0.00 55.74 -18.885 4.188
 2.00 10.00 52.00 60.00 6386.21 19.01 0.00 2.38 -4.474 4.188
 2.00 10.00 60.00 45.00 13099.78 4.03 0.00 -99.57 22.328 4.188
 2.00 10.00 45.00 53.00 17388.71 0.36 0.00 32.22 -19.329 4.188
 2.00 10.00 53.00 61.00 13883.35 1.42 0.00 94.06 -9.115 4.170
 2.00 10.00 61.00 46.00 16649.94 0.77 0.00 -26.73 26.430 4.170
 2.00 10.00 46.00 54.00 18222.17 0.66 0.00 -47.65 -18.794 4.170
 2.00 10.00 54.00 62.00 14241.16 0.07 0.00 -2.86 -8.813 4.170
 2.00 10.00 62.00 47.00 15953.05 0.13 0.00 148.13 23.724 4.170
 2.00 10.00 47.00 55.00 19094.85 0.15 0.00 -121.15 -18.382 4.170
 2.00 10.00 55.00 63.00 5565.85 16.65 0.00 -46.15 -3.250 4.170
 2.00 10.00 63.00 48.00 13165.34 3.34 0.00 39.42 18.368 4.170
 2.00 10.00 48.00 56.00 18427.51 0.26 0.00 85.10 -16.585 4.170
 2.00 10.00 56.00 64.00 9762.98 0.25 0.00 54.57 -5.385 4.170
 2.00 10.00 49.00 57.00 18641.05 2.23 0.00 16.53 -15.684 4.164
 3.00 5.00 6.00 8.00 44118.23 7.00 0.00 -44.59 -145.088 0.039
 3.00 5.00 15.00 17.00 10287.71 6.05 0.00 -70.82 -12.784 1.640
 3.00 5.00 8.00 10.00 29293.66 0.02 0.00 114.57 -582.368 1.639
 3.00 5.00 10.00 12.00 35872.81 0.04 0.00 -202.31 -237.721 1.639
 3.00 5.00 12.00 14.00 23410.68 0.14 0.00 88.34 -70.517 1.639
 3.00 5.00 14.00 16.00 16629.76 1.78 0.00 -35.95 -26.972 1.639
 3.00 5.00 16.00 7.00 69423.90 0.03 0.00 39.09 4275.330 1.639
 3.00 5.00 7.00 9.00 87322.86 0.04 0.00 -58.70 -3797.516 1.639
 3.00 5.00 9.00 11.00 24712.80 0.26 0.00 48.18 -268.679 1.639
 3.00 5.00 11.00 13.00 35691.06 0.20 0.00 -96.68 -155.214 1.639
 3.00 5.00 13.00 15.00 19870.61 2.47 0.00 100.48 -43.207 1.639
 3.00 7.00 15.00 19.00 12646.56 0.12 0.00 -145.14 -122.251 2.915
 3.00 7.00 19.00 23.00 7873.06 0.68 0.00 54.03 -30.443 2.915
 3.00 7.00 23.00 27.00 7796.75 0.44 0.00 -8.50 -15.074 2.915
 3.00 7.00 27.00 31.00 9226.37 0.17 0.00 -13.98 -10.193 2.915
 3.00 7.00 31.00 16.00 10334.40 0.25 0.00 83.38 135.395 2.915
 3.00 7.00 16.00 20.00 13442.80 0.34 0.00 -16.83 -100.352 2.915
 3.00 7.00 20.00 24.00 10707.09 3.86 0.00 -67.55 -34.255 2.915
 3.00 7.00 24.00 28.00 -4082.26 29.80 0.00 -40.19 6.791 2.915
 3.00 7.00 28.00 32.00 7935.48 0.16 0.00 44.62 -7.739 2.915
 3.00 7.00 17.00 21.00 12407.18 0.50 0.00 8.65 -73.381 2.926
 3.00 7.00 21.00 25.00 6878.29 0.95 0.00 -0.90 -18.491 2.926
 3.00 7.00 25.00 29.00 8157.40 0.58 0.00 -65.94 -11.808 2.926
 3.00 7.00 29.00 33.00 6536.09 0.57 0.00 64.68 -5.677 2.926
 3.00 7.00 33.00 18.00 8277.31 0.52 0.00 -59.68 73.690 2.926
 3.00 7.00 18.00 22.00 8800.10 0.50 0.00 60.25 -41.837 2.926
 3.00 7.00 22.00 26.00 22360.89 1.78 0.00 -8.96 -50.843 2.926
 3.00 7.00 26.00 30.00 -7649.37 7.65 0.00 11.32 9.663 2.926
 3.00 9.00 29.00 35.00 13492.25 1.52 0.00 -9.88 -36.020 3.877
 3.00 9.00 35.00 41.00 7010.10 5.40 0.00 72.47 -9.850 3.877
 3.00 9.00 41.00 47.00 14861.89 0.34 0.00 113.47 -12.339 3.877
 3.00 9.00 47.00 30.00 11128.15 0.10 0.00 -110.15 48.017 3.877
 3.00 9.00 30.00 36.00 9503.63 0.00 0.00 -86.36 -22.563 3.877
 3.00 9.00 36.00 42.00 14665.23 1.00 0.00 123.84 -18.748 3.877
 3.00 9.00 42.00 48.00 10969.99 2.11 0.00 -54.42 -8.414 3.877
 3.00 9.00 48.00 31.00 9673.25 0.11 0.00 -29.67 37.728 3.877
 3.00 9.00 31.00 37.00 7093.52 0.27 0.00 -1.30 -15.046 3.877
 3.00 9.00 37.00 43.00 11358.31 0.25 0.00 80.10 -13.250 3.877
 3.00 9.00 43.00 49.00 470676.88 7.70 0.00 22.43 -333.858 3.872
 3.00 9.00 49.00 32.00 102270.41 7.08 0.00 -99.37 361.458 3.872
 3.00 9.00 32.00 38.00 8048.90 0.43 0.00 72.24 -15.300 3.872
 3.00 9.00 38.00 44.00 13141.13 0.54 0.00 -71.88 -14.013 3.872
 3.00 9.00 44.00 33.00 11512.17 0.59 0.00 45.17 29.460 3.872
 3.00 9.00 33.00 39.00 10252.52 1.61 0.00 -102.80 -17.552 3.872
 3.00 9.00 39.00 45.00 13831.53 1.60 0.00 16.83 -13.531 3.872
 3.00 9.00 45.00 34.00 12892.88 0.06 0.00 -5.34 29.986 3.872
 3.00 9.00 34.00 40.00 13622.19 0.10 0.00 58.01 -21.080 3.872
 3.00 9.00 40.00 46.00 11515.40 0.04 0.00 47.50 -10.361 3.872
 3.00 11.00 43.00 51.00 19822.82 0.19 0.00 -56.05 -13.182 2.006
 3.00 11.00 51.00 59.00 18449.28 0.26 0.00 56.90 -7.011 2.006
 3.00 11.00 59.00 44.00 19446.32 0.07 0.00 -77.80 18.228 2.006
 3.00 11.00 44.00 52.00 19063.44 1.08 0.00 58.26 -11.748 2.006
 3.00 11.00 52.00 60.00 4750.14 72.49 0.00 5.53 -1.695 2.006
 3.00 11.00 60.00 45.00 14618.27 10.71 0.00 -104.56 12.775 2.006
 3.00 11.00 45.00 53.00 21457.02 0.12 0.00 33.07 -12.278 2.006
 3.00 11.00 53.00 61.00 19127.85 0.06 0.00 94.73 -6.416 2.006
 3.00 11.00 61.00 46.00 21297.69 0.09 0.00 -27.29 17.383 2.006
 3.00 11.00 46.00 54.00 22306.54 0.54 0.00 -45.07 -11.874 2.006
 3.00 11.00 54.00 62.00 19636.38 10.08 0.00 -3.30 -6.178 1.998
 3.00 11.00 62.00 47.00 20458.15 4.05 0.00 147.09 15.561 1.998
 3.00 11.00 47.00 55.00 23457.28 0.16 0.00 -123.06 -11.592 1.998
 3.00 11.00 55.00 63.00 -370.04 340.39 0.00 -49.29 0.110 1.998
 3.00 11.00 63.00 48.00 13244.23 4.00 0.00 44.51 9.437 1.998
 3.00 11.00 48.00 56.00 22676.40 0.14 0.00 83.70 -10.460 1.998
 3.00 11.00 56.00 64.00 11576.13 0.61 0.00 52.98 -3.239 1.998
 3.00 11.00 64.00 49.00 20130.22 0.39 0.00 -95.96 13.457 1.998
 3.00 11.00 49.00 57.00 24091.65 0.47 0.00 18.12 -10.389 1.998
 3.00 11.00 57.00 65.00 9724.59 3.01 0.00 -23.54 -2.570 1.998
 3.00 11.00 50.00 58.00 18920.83 2.20 0.00 46.61 -7.621 1.993
 4.00 6.00 7.00 9.00 16610.90 2.51 0.00 -80.26 -61.000 0.043
 4.00 6.00 16.00 18.00 18228.35 0.07 0.00 -96.85 -32.249 2.334
 4.00 6.00 9.00 11.00 19618.53 0.44 0.00 291.98 -552.271 2.321
 4.00 6.00 11.00 13.00 25143.62 1.12 0.00 -362.02 -235.935 2.321
 4.00 6.00 13.00 15.00 4581.45 4.06 0.00 99.10 -19.541 2.321
 4.00 6.00 15.00 17.00 13688.43 0.52 0.00 -72.47 -31.438 2.321
 4.00 6.00 17.00 8.00 18823.05 0.09 0.00 32.33 1641.392 2.321
 4.00 6.00 8.00 10.00 17233.69 0.09 0.00 49.98 -1061.235 2.321
 4.00 6.00 10.00 12.00 28343.61 0.13 0.00 -57.85 -436.344 2.321
 4.00 6.00 12.00 14.00 17502.52 0.43 0.00 55.42 -107.779 2.321
 4.00 6.00 14.00 16.00 7189.45 1.38 0.00 -37.11 -22.136 2.321
 4.00 8.00 16.00 20.00 30311.89 4.27 0.00 -15.23 -201.076 2.001
 4.00 8.00 20.00 24.00 -1962.09 134.73 0.00 -69.44 5.206 2.001
 4.00 8.00 24.00 28.00 -37892.08 4.25 0.00 -40.55 50.272 2.001
 4.00 8.00 28.00 32.00 10988.87 0.93 0.00 44.22 -8.331 2.001
 4.00 8.00 32.00 17.00 13142.64 0.26 0.00 40.26 118.159 2.001
 4.00 8.00 17.00 21.00 16016.58 0.09 0.00 7.09 -82.049 2.001
 4.00 8.00 21.00 25.00 7991.16 1.67 0.00 -1.01 -17.544 2.001
 4.00 8.00 25.00 29.00 10488.45 0.43 0.00 -64.59 -11.974 2.001
 4.00 8.00 29.00 33.00 9879.69 1.74 0.00 64.85 -6.612 2.001
 4.00 8.00 18.00 22.00 11595.01 0.64 0.00 62.09 -46.830 1.998
 4.00 8.00 22.00 26.00 27590.51 3.77 0.00 -6.09 -50.651 1.998
 4.00 8.00 26.00 30.00 -22617.76 7.75 0.00 8.36 22.358 1.998
 4.00 8.00 30.00 34.00 5952.01 1.43 0.00 -92.66 -3.530 1.998
 4.00 8.00 34.00 19.00 9977.93 0.32 0.00 13.20 60.659 1.998
 4.00 8.00 19.00 23.00 11235.26 0.39 0.00 54.06 -36.475 1.998
 4.00 8.00 23.00 27.00 8374.77 0.45 0.00 -6.35 -13.003 1.998
 4.00 8.00 27.00 31.00 13406.00 0.38 0.00 -14.60 -11.564 1.998
 4.00 10.00 30.00 36.00 18334.16 4.52 0.00 -88.74 -23.744 1.881
 4.00 10.00 36.00 42.00 -2001.08 93.59 0.00 123.93 1.364 1.881
 4.00 10.00 42.00 48.00 11911.97 6.45 0.00 -52.88 -4.798 1.881
 4.00 10.00 48.00 31.00 9780.27 0.77 0.00 -29.70 20.472 1.881
 4.00 10.00 31.00 37.00 6979.38 0.74 0.00 -1.75 -8.038 1.881
 4.00 10.00 37.00 43.00 11938.55 0.76 0.00 80.99 -7.404 1.881
 4.00 10.00 43.00 49.00 20528.30 4.42 0.00 -8.86 -7.638 1.881
 4.00 10.00 49.00 32.00 12185.11 1.58 0.00 -68.20 23.055 1.881
 4.00 10.00 32.00 38.00 8609.18 0.78 0.00 74.03 -8.858 1.881
 4.00 10.00 38.00 44.00 13566.47 0.76 0.00 -74.47 -7.677 1.881
 4.00 10.00 44.00 50.00 68773.92 7.62 0.00 53.16 -23.688 1.880
 4.00 10.00 50.00 33.00 23582.69 4.50 0.00 -7.15 40.474 1.880
 4.00 10.00 33.00 39.00 11713.41 0.42 0.00 -101.58 -10.812 1.880
 4.00 10.00 39.00 45.00 12029.33 0.97 0.00 14.30 -6.229 1.880
 4.00 10.00 45.00 34.00 12892.66 0.37 0.00 -4.03 16.021 1.880
 4.00 10.00 34.00 40.00 13469.95 0.39 0.00 58.33 -11.198 1.880
 4.00 10.00 40.00 46.00 11865.51 0.35 0.00 46.88 -5.637 1.880
 4.00 10.00 46.00 35.00 12357.68 0.46 0.00 -89.53 13.956 1.880
 4.00 10.00 35.00 41.00 12492.61 0.40 0.00 69.47 -9.388 1.880
 4.00 10.00 41.00 47.00 14262.00 0.56 0.00 119.83 -6.231 1.880
 4.00 12.00 44.00 52.00 107398.90 9.02 0.00 63.41 -69.141 1.942
 4.00 12.00 52.00 60.00 -148186.28 12.99 0.00 -5.80 54.514 1.942
 4.00 12.00 60.00 45.00 15248.20 6.36 0.00 -99.11 13.837 1.942
 4.00 12.00 45.00 53.00 25746.95 0.59 0.00 33.63 -15.361 1.942
 4.00 12.00 53.00 61.00 22134.96 0.14 0.00 95.80 -7.646 1.942
 4.00 12.00 61.00 46.00 25271.53 0.48 0.00 -28.10 21.381 1.942
 4.00 12.00 46.00 54.00 25915.14 2.35 0.00 -42.85 -14.356 1.942
 4.00 12.00 54.00 62.00 20639.06 0.58 0.00 -9.06 -6.702 1.942
 4.00 12.00 62.00 47.00 21088.74 1.48 0.00 151.67 16.663 1.942
 4.00 12.00 47.00 55.00 25003.02 0.17 0.00 -123.95 -12.885 1.942
 4.00 12.00 55.00 63.00 2244524.00 1.94 0.00 69.66 -684.722 1.938
 4.00 12.00 63.00 48.00 941244.56 1.90 0.00 -73.30 694.226 1.938
 4.00 12.00 48.00 56.00 23407.66 0.68 0.00 83.66 -11.217 1.938
 4.00 12.00 56.00 64.00 33913.40 1.45 0.00 54.82 -9.751 1.938
 4.00 12.00 64.00 49.00 61383.94 0.39 0.00 -102.19 42.414 1.938
 4.00 12.00 49.00 57.00 78083.67 0.25 0.00 22.09 -34.926 1.938
 4.00 12.00 57.00 65.00 -13584.83 1.37 0.00 -25.37 3.686 1.938
 4.00 12.00 65.00 50.00 16906.80 1.14 0.00 -8.92 10.960 1.938
 4.00 12.00 50.00 58.00 34968.97 1.05 0.00 48.32 -14.623 1.938
 4.00 12.00 58.00 66.00 17774.84 0.06 0.00 -114.32 -4.556 1.938
 4.00 12.00 51.00 59.00 73910.65 2.56 0.00 61.52 -28.952 1.938
 5.00 7.00 8.00 10.00 6094.14 4.06 0.00 50.73 -50.813 0.098
 5.00 7.00 17.00 19.00 13531.67 0.10 0.00 -74.14 -20.266 1.976
 5.00 7.00 10.00 12.00 18458.30 0.19 0.00 102.59 -441.818 1.974
 5.00 7.00 12.00 14.00 12555.47 0.53 0.00 -131.01 -100.176 1.974
 5.00 7.00 14.00 16.00 5312.71 2.36 0.00 -38.29 -19.267 1.974
 5.00 7.00 16.00 18.00 10548.35 0.26 0.00 -100.46 -20.599 1.974
 5.00 7.00 18.00 9.00 11778.37 0.13 0.00 60.08 873.322 1.974
 5.00 7.00 9.00 11.00 10665.87 0.15 0.00 175.95 -558.465 1.974
 5.00 7.00 11.00 13.00 19798.76 0.14 0.00 -201.86 -259.166 1.974
 5.00 7.00 13.00 15.00 4027.82 5.09 0.00 99.82 -21.090 1.974
 5.00 7.00 15.00 17.00 11145.41 1.03 0.00 -71.06 -29.179 1.974
 5.00 9.00 17.00 21.00 19231.67 0.09 0.00 5.00 -147.340 2.311
 5.00 9.00 21.00 25.00 9849.81 0.87 0.00 -2.18 -30.185 2.311
 5.00 9.00 25.00 29.00 13360.89 0.05 0.00 -62.38 -20.472 2.311
 5.00 9.00 29.00 33.00 11612.32 0.14 0.00 64.21 -10.168 2.311
 5.00 9.00 33.00 18.00 13108.95 0.11 0.00 -65.37 136.117 2.311
 5.00 9.00 18.00 22.00 13538.95 0.11 0.00 65.44 -80.103 2.311
 5.00 9.00 22.00 26.00 41112.20 0.59 0.00 -12.14 -104.245 2.311
 5.00 9.00 26.00 30.00 -40311.69 0.84 0.00 15.17 53.152 2.311
 5.00 9.00 30.00 34.00 8844.32 0.62 0.00 -93.75 -6.836 2.311
 5.00 9.00 19.00 23.00 13189.29 0.87 0.00 56.86 -61.223 2.297
 5.00 9.00 23.00 27.00 12333.68 1.40 0.00 -8.49 -26.023 2.297
 5.00 9.00 27.00 31.00 16125.06 0.28 0.00 -14.99 -18.320 2.297
 5.00 9.00 31.00 35.00 4595.51 0.26 0.00 -30.61 -3.133 2.297
 5.00 9.00 35.00 20.00 6336.08 4.12 0.00 97.75 44.271 2.297
 5.00 9.00 20.00 24.00 22758.44 7.71 0.00 -68.43 -84.918 2.297
 5.00 9.00 24.00 28.00 -31930.28 14.54 0.00 -39.35 56.980 2.297
 5.00 9.00 28.00 32.00 14903.42 0.38 0.00 42.10 -14.775 2.297
 5.00 11.00 31.00 37.00 10094.94 2.40 0.00 -2.28 -10.400 1.496
 5.00 11.00 37.00 43.00 12137.90 1.99 0.00 81.35 -6.581 1.496
 5.00 11.00 43.00 49.00 21781.89 3.71 0.00 -8.57 -6.979 1.496
 5.00 11.00 49.00 32.00 14378.50 1.58 0.00 -69.40 23.942 1.496
 5.00 11.00 32.00 38.00 10498.61 1.51 0.00 76.78 -9.619 1.496
 5.00 11.00 38.00 44.00 17515.61 1.52 0.00 -76.62 -8.641 1.496
 5.00 11.00 44.00 50.00 22464.71 1.53 0.00 53.71 -6.649 1.496
 5.00 11.00 50.00 33.00 16697.27 1.44 0.00 -6.62 25.131 1.496
 5.00 11.00 33.00 39.00 15297.60 1.66 0.00 -101.22 -12.521 1.496
 5.00 11.00 39.00 45.00 14045.96 1.29 0.00 12.43 -6.323 1.496
 5.00 11.00 45.00 51.00 36347.43 3.02 0.00 65.71 -9.402 1.412
 5.00 11.00 51.00 34.00 21032.66 3.51 0.00 -68.73 27.107 1.412
 5.00 11.00 34.00 40.00 17801.97 3.83 0.00 56.59 -12.339 1.412
 5.00 11.00 40.00 46.00 15916.39 3.96 0.00 47.78 -6.189 1.412
 5.00 11.00 46.00 35.00 16478.27 3.82 0.00 -89.78 15.377 1.412
 5.00 11.00 35.00 41.00 16077.59 3.84 0.00 68.29 -10.037 1.412
