 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 1.00 7.00 45.00 28.00 6813.07 0.05 0.00 27.67 47.301 6.238
 1.00 7.00 28.00 34.00 6693.10 0.07 0.00 -18.02 -25.568 6.238
 1.00 7.00 34.00 40.00 7135.39 0.21 0.00 10.70 -14.677 6.238
 1.00 7.00 40.00 46.00 6555.03 0.04 0.00 81.54 -8.090 6.238
 1.00 7.00 46.00 29.00 6883.87 0.06 0.00 -85.74 43.200 6.238
 1.00 7.00 29.00 35.00 7128.14 0.05 0.00 80.49 -24.327 6.238
 1.00 7.00 35.00 41.00 6310.59 0.03 0.00 -26.09 -11.845 6.238
 1.00 7.00 41.00 47.00 11319.64 0.37 0.00 44.25 -12.931 6.236
 1.00 7.00 47.00 30.00 7191.15 0.11 0.00 -58.24 40.931 6.236
 1.00 7.00 30.00 36.00 5901.49 0.10 0.00 -116.22 -18.066 6.236
 1.00 7.00 36.00 42.00 6949.75 0.31 0.00 131.76 -11.935 6.236
 1.00 7.00 42.00 31.00 4454.13 0.29 0.00 -77.41 18.356 6.236
 1.00 7.00 31.00 37.00 3563.18 0.06 0.00 54.48 -9.824 6.236
 1.00 7.00 37.00 43.00 6422.74 0.13 0.00 14.67 -10.119 6.236
 1.00 7.00 43.00 32.00 5315.63 0.05 0.00 43.20 19.910 6.236
 1.00 7.00 32.00 38.00 4336.45 0.08 0.00 -79.24 -10.807 6.236
 1.00 7.00 38.00 44.00 7442.18 0.12 0.00 -20.58 -10.783 6.236
 1.00 9.00 41.00 49.00 14901.30 0.95 0.00 -5.90 -46.114 9.333
 1.00 9.00 49.00 57.00 13948.29 1.76 0.00 -25.55 -24.666 9.333
 1.00 9.00 57.00 42.00 14393.91 0.10 0.00 33.71 62.788 9.333
 1.00 9.00 42.00 50.00 13832.81 0.15 0.00 37.11 -39.672 9.333
 1.00 9.00 50.00 58.00 15337.63 0.38 0.00 39.14 -25.466 9.333
 1.00 9.00 58.00 43.00 14973.31 0.03 0.00 -85.59 60.897 9.333
 1.00 9.00 43.00 51.00 14951.14 0.03 0.00 -72.10 -39.814 9.333
 1.00 9.00 51.00 59.00 14716.94 0.23 0.00 146.45 -22.974 9.333
 1.00 9.00 59.00 44.00 14967.13 0.16 0.00 -130.02 56.849 9.333
 1.00 9.00 44.00 52.00 14912.42 0.11 0.00 49.06 -36.941 9.333
 1.00 9.00 52.00 60.00 366496.38 2.72 0.00 175.35 -538.334 9.329
 1.00 9.00 60.00 45.00 160716.17 2.54 0.00 -228.18 570.756 9.329
 1.00 9.00 45.00 53.00 15398.73 0.20 0.00 32.29 -35.530 9.329
 1.00 9.00 53.00 61.00 13696.16 0.68 0.00 73.14 -18.961 9.329
 1.00 9.00 61.00 46.00 15361.59 0.36 0.00 -4.37 51.107 9.329
 1.00 9.00 46.00 54.00 15367.81 0.67 0.00 -94.42 -33.098 9.329
 1.00 9.00 54.00 62.00 -7005.99 10.16 0.00 -3.22 9.152 9.329
 1.00 9.00 62.00 47.00 5998.87 5.44 0.00 110.39 18.724 9.329
 1.00 9.00 47.00 55.00 18269.35 0.22 0.00 -45.24 -36.784 9.329
 1.00 9.00 55.00 63.00 -29916.57 5.27 0.00 4.57 36.918 9.329
 1.00 9.00 48.00 56.00 20108.54 0.11 0.00 73.53 -37.899 9.327
 2.00 4.00 5.00 7.00 14032.64 2.70 0.00 24.15 -70.163 0.059
 2.00 4.00 14.00 16.00 17676.44 0.52 0.00 35.01 -51.303 3.830
 2.00 4.00 7.00 9.00 45419.26 0.21 0.00 20.26 -1702.096 3.090
 2.00 4.00 9.00 11.00 14799.05 0.35 0.00 -41.55 -184.866 3.090
 2.00 4.00 11.00 13.00 19055.77 0.45 0.00 -76.21 -108.200 3.090
 2.00 4.00 13.00 15.00 19195.92 0.62 0.00 -45.79 -58.690 3.090
 2.00 4.00 15.00 6.00 35385.00 0.22 0.00 44.29 4107.714 3.090
 2.00 4.00 6.00 8.00 42271.10 0.21 0.00 -75.43 -3465.258 3.090
 2.00 4.00 8.00 10.00 18281.24 0.20 0.00 144.93 -374.660 3.090
 2.00 4.00 10.00 12.00 21112.04 0.32 0.00 -134.94 -173.070 3.090
 2.00 4.00 12.00 14.00 16572.42 0.46 0.00 83.63 -67.928 3.090
 2.00 6.00 14.00 18.00 12960.12 0.08 0.00 -58.52 -327.467 7.620
 2.00 6.00 18.00 22.00 9446.70 0.04 0.00 100.11 -95.477 7.620
 2.00 6.00 22.00 26.00 10262.18 0.79 0.00 -130.42 -51.859 7.620
 2.00 6.00 26.00 30.00 7315.12 2.26 0.00 58.78 -21.124 7.620
 2.00 6.00 30.00 15.00 11685.46 0.00 0.00 -30.57 400.169 7.620
 2.00 6.00 15.00 19.00 13368.91 0.05 0.00 -89.70 -260.862 7.620
 2.00 6.00 19.00 23.00 9727.24 0.04 0.00 124.09 -81.344 7.620
 2.00 6.00 23.00 27.00 9396.28 0.17 0.00 11.73 -40.860 7.620
 2.00 6.00 27.00 31.00 10539.72 0.06 0.00 -76.53 -26.867 7.620
 2.00 6.00 16.00 20.00 12380.33 0.04 0.00 -20.53 -190.768 7.624
 2.00 6.00 20.00 24.00 9611.14 0.08 0.00 -56.40 -67.317 7.624
 2.00 6.00 24.00 28.00 9336.63 0.36 0.00 -15.90 -35.212 7.624
 2.00 6.00 28.00 32.00 8805.16 0.04 0.00 76.22 -19.925 7.624
 2.00 6.00 32.00 17.00 11286.50 0.15 0.00 -64.98 261.782 7.624
 2.00 6.00 17.00 21.00 13382.52 0.18 0.00 33.98 -165.758 7.624
 2.00 6.00 21.00 25.00 8699.23 0.33 0.00 -19.66 -51.533 7.624
 2.00 6.00 25.00 29.00 9885.35 0.29 0.00 -36.44 -32.533 7.624
 2.00 8.00 28.00 34.00 8665.41 0.07 0.00 -20.05 -38.515 6.454
 2.00 8.00 34.00 40.00 9138.59 0.08 0.00 12.68 -21.378 6.454
 2.00 8.00 40.00 46.00 8505.63 0.00 0.00 81.09 -11.758 6.454
 2.00 8.00 46.00 29.00 8886.82 0.04 0.00 -85.71 63.842 6.454
 2.00 8.00 29.00 35.00 9079.53 0.02 0.00 83.62 -35.889 6.454
 2.00 8.00 35.00 41.00 8381.07 0.07 0.00 -28.69 -17.838 6.454
 2.00 8.00 41.00 47.00 10647.88 0.23 0.00 45.53 -13.598 6.454
 2.00 8.00 47.00 30.00 8461.96 0.00 0.00 -58.70 54.948 6.454
 2.00 8.00 30.00 36.00 7803.60 0.11 0.00 -116.78 -27.557 6.454
 2.00 8.00 36.00 42.00 8658.94 0.29 0.00 135.96 -16.818 6.454
 2.00 8.00 42.00 48.00 11734.55 0.42 0.00 -42.87 -13.875 6.455
 2.00 8.00 48.00 31.00 6965.74 0.03 0.00 -38.80 41.040 6.455
 2.00 8.00 31.00 37.00 4570.59 0.04 0.00 50.24 -14.482 6.455
 2.00 8.00 37.00 43.00 8298.35 0.04 0.00 17.21 -14.750 6.455
 2.00 8.00 43.00 32.00 6841.21 0.04 0.00 42.22 29.183 6.455
 2.00 8.00 32.00 38.00 5539.71 0.06 0.00 -77.00 -15.809 6.455
 2.00 8.00 38.00 44.00 9709.25 0.06 0.00 -19.33 -15.833 6.455
 2.00 8.00 44.00 33.00 8251.82 0.07 0.00 70.19 31.992 6.455
 2.00 8.00 33.00 39.00 7680.05 0.04 0.00 -97.63 -19.812 6.455
 2.00 8.00 39.00 45.00 8669.44 0.03 0.00 23.37 -13.002 6.455
 2.00 10.00 42.00 50.00 12813.82 4.73 0.00 31.54 -20.892 4.917
 2.00 10.00 50.00 58.00 19468.72 5.31 0.00 34.23 -18.138 4.917
 2.00 10.00 58.00 43.00 15652.46 0.03 0.00 -80.85 35.972 4.917
 2.00 10.00 43.00 51.00 15577.78 0.05 0.00 -70.50 -23.538 4.917
 2.00 10.00 51.00 59.00 15300.83 0.11 0.00 138.09 -13.385 4.917
 2.00 10.00 59.00 44.00 15679.55 0.06 0.00 -121.28 33.597 4.917
 2.00 10.00 44.00 52.00 15676.01 0.05 0.00 48.66 -21.993 4.917
 2.00 10.00 52.00 60.00 11381.35 4.85 0.00 76.28 -9.360 4.917
 2.00 10.00 60.00 45.00 15070.13 1.54 0.00 -128.76 30.157 4.917
 2.00 10.00 45.00 53.00 16919.49 0.06 0.00 28.51 -22.082 4.917
 2.00 10.00 53.00 61.00 15156.23 1.07 0.00 73.39 -11.710 4.907
 2.00 10.00 61.00 46.00 16945.82 0.46 0.00 -2.90 31.654 4.907
 2.00 10.00 46.00 54.00 18401.21 0.29 0.00 -90.96 -22.332 4.907
 2.00 10.00 54.00 62.00 10027.75 6.79 0.00 2.81 -7.302 4.907
 2.00 10.00 62.00 47.00 14381.85 2.02 0.00 102.86 25.167 4.907
 2.00 10.00 47.00 55.00 18857.60 0.04 0.00 -41.86 -21.362 4.907
 2.00 10.00 55.00 63.00 2008.60 79.59 0.00 10.14 -1.380 4.907
 2.00 10.00 63.00 48.00 11658.67 5.91 0.00 -49.02 19.141 4.907
 2.00 10.00 48.00 56.00 18331.95 0.10 0.00 71.64 -19.414 4.907
 2.00 10.00 56.00 64.00 10152.93 0.35 0.00 44.30 -6.590 4.907
 2.00 10.00 49.00 57.00 17315.99 0.27 0.00 -22.64 -17.162 4.905
 3.00 5.00 6.00 8.00 35519.29 1.81 0.00 -24.40 -168.566 0.056
 3.00 5.00 15.00 17.00 12749.03 0.96 0.00 19.32 -32.808 3.396
 3.00 5.00 8.00 10.00 22699.96 0.03 0.00 253.37 -935.040 3.397
 3.00 5.00 10.00 12.00 28397.54 0.34 0.00 -386.39 -389.910 3.397
 3.00 5.00 12.00 14.00 21293.46 0.26 0.00 85.99 -132.895 3.397
 3.00 5.00 14.00 16.00 12553.50 0.34 0.00 33.81 -42.187 3.397
 3.00 5.00 16.00 7.00 48362.92 0.10 0.00 -4.64 6170.985 3.397
 3.00 5.00 7.00 9.00 59561.50 0.24 0.00 -33.68 -4612.417 2.919
 3.00 5.00 9.00 11.00 20310.28 0.22 0.00 64.35 -393.205 2.919
 3.00 5.00 11.00 13.00 26180.91 0.11 0.00 -71.32 -202.744 2.919
 3.00 5.00 13.00 15.00 13157.57 0.64 0.00 -48.91 -50.946 2.919
 3.00 7.00 15.00 19.00 12850.14 0.04 0.00 -87.94 -198.392 4.656
 3.00 7.00 19.00 23.00 8442.45 0.53 0.00 124.44 -52.137 4.656
 3.00 7.00 23.00 27.00 8443.43 0.24 0.00 11.61 -26.071 4.656
 3.00 7.00 27.00 31.00 10070.31 0.03 0.00 -74.48 -17.769 4.656
 3.00 7.00 31.00 16.00 10600.16 0.12 0.00 126.02 221.804 4.656
 3.00 7.00 16.00 20.00 12241.47 0.07 0.00 -20.63 -145.951 4.656
 3.00 7.00 20.00 24.00 7989.76 0.26 0.00 -55.60 -40.825 4.656
 3.00 7.00 24.00 28.00 8178.98 0.19 0.00 -16.22 -21.732 4.656
 3.00 7.00 28.00 32.00 8600.14 0.06 0.00 72.58 -13.395 4.656
 3.00 7.00 17.00 21.00 12397.51 0.17 0.00 33.62 -116.532 4.651
 3.00 7.00 21.00 25.00 7645.31 0.52 0.00 -19.71 -32.665 4.651
 3.00 7.00 25.00 29.00 8413.64 0.03 0.00 -35.86 -19.356 4.651
 3.00 7.00 29.00 33.00 7437.26 0.21 0.00 60.17 -10.266 4.651
 3.00 7.00 33.00 18.00 8656.54 0.19 0.00 -47.58 122.479 4.651
 3.00 7.00 18.00 22.00 9029.51 0.18 0.00 100.33 -68.224 4.651
 3.00 7.00 22.00 26.00 10201.15 1.11 0.00 -130.55 -36.863 4.651
 3.00 7.00 26.00 30.00 8306.92 1.43 0.00 59.92 -16.677 4.651
 3.00 9.00 29.00 35.00 12357.09 0.53 0.00 85.68 -52.238 6.139
 3.00 9.00 35.00 41.00 8333.85 1.30 0.00 -31.93 -18.542 6.139
 3.00 9.00 41.00 47.00 13627.31 0.11 0.00 47.43 -17.916 6.139
 3.00 9.00 47.00 30.00 10571.70 0.06 0.00 -60.30 72.232 6.139
 3.00 9.00 30.00 36.00 9620.00 0.05 0.00 -116.26 -36.166 6.139
 3.00 9.00 36.00 42.00 11336.42 0.13 0.00 140.62 -22.949 6.139
 3.00 9.00 42.00 48.00 13245.45 0.25 0.00 -44.07 -16.088 6.139
 3.00 9.00 48.00 31.00 8503.76 0.05 0.00 -39.33 52.519 6.139
 3.00 9.00 31.00 37.00 5775.69 0.10 0.00 46.09 -19.398 6.139
 3.00 9.00 37.00 43.00 10274.16 0.08 0.00 19.11 -18.979 6.139
 3.00 9.00 43.00 49.00 20560.45 2.53 0.00 2.20 -23.121 6.139
 3.00 9.00 49.00 32.00 10983.57 0.88 0.00 34.83 61.543 6.139
 3.00 9.00 32.00 38.00 6919.14 0.12 0.00 -71.33 -20.851 6.139
 3.00 9.00 38.00 44.00 12260.44 0.18 0.00 -18.45 -20.726 6.139
 3.00 9.00 44.00 33.00 10363.63 0.10 0.00 67.59 42.045 6.139
 3.00 9.00 33.00 39.00 9603.78 0.12 0.00 -95.67 -26.066 6.139
 3.00 9.00 39.00 45.00 10926.63 0.04 0.00 24.41 -16.946 6.139
 3.00 9.00 45.00 34.00 11296.24 0.14 0.00 2.69 41.652 6.139
 3.00 9.00 34.00 40.00 11661.37 0.21 0.00 15.34 -28.610 6.139
 3.00 9.00 40.00 46.00 10566.59 0.00 0.00 80.02 -15.072 6.139
 3.00 11.00 43.00 51.00 19865.98 0.14 0.00 -68.72 -22.529 3.420
 3.00 11.00 51.00 59.00 19059.46 0.23 0.00 129.56 -12.351 3.420
 3.00 11.00 59.00 44.00 19849.92 0.17 0.00 -113.20 31.731 3.420
 3.00 11.00 44.00 52.00 19832.78 0.30 0.00 47.58 -20.844 3.420
 3.00 11.00 52.00 60.00 14485.90 9.10 0.00 73.16 -8.814 3.420
 3.00 11.00 60.00 45.00 19189.84 3.02 0.00 -124.54 28.601 3.420
 3.00 11.00 45.00 53.00 21442.15 0.31 0.00 25.14 -20.925 3.420
 3.00 11.00 53.00 61.00 20381.14 0.09 0.00 73.68 -11.659 3.420
 3.00 11.00 61.00 46.00 21924.86 0.21 0.00 -0.53 30.517 3.420
 3.00 11.00 46.00 54.00 23368.75 0.32 0.00 -89.72 -21.214 3.420
 3.00 11.00 54.00 62.00 136188.08 10.52 0.00 105.86 -73.273 3.417
 3.00 11.00 62.00 47.00 69152.95 8.56 0.00 -0.24 89.954 3.417
 3.00 11.00 47.00 55.00 23587.58 0.11 0.00 -40.95 -19.935 3.417
 3.00 11.00 55.00 63.00 -27375.98 3.30 0.00 -13.67 13.882 3.417
 3.00 11.00 63.00 48.00 2126.55 16.91 0.00 -25.38 2.591 3.417
 3.00 11.00 48.00 56.00 23152.82 0.07 0.00 70.75 -18.265 3.417
 3.00 11.00 56.00 64.00 10979.11 1.14 0.00 41.94 -5.253 3.417
 3.00 11.00 64.00 49.00 18908.26 0.04 0.00 -84.89 21.617 3.417
 3.00 11.00 49.00 57.00 23151.55 0.33 0.00 -20.54 -17.074 3.417
 3.00 11.00 57.00 65.00 8088.05 2.84 0.00 19.05 -3.656 3.417
 3.00 11.00 50.00 58.00 20782.56 0.86 0.00 34.63 -14.339 3.414
 4.00 6.00 7.00 9.00 23525.69 3.02 0.00 -44.07 -123.832 0.062
 4.00 6.00 16.00 18.00 15839.92 0.15 0.00 -93.06 -50.117 4.175
 4.00 6.00 9.00 11.00 18706.96 0.21 0.00 275.93 -859.543 3.789
 4.00 6.00 11.00 13.00 26762.57 0.14 0.00 -316.81 -409.893 3.789
 4.00 6.00 13.00 15.00 7480.75 0.41 0.00 -53.62 -52.079 3.789
 4.00 6.00 15.00 17.00 14735.77 0.38 0.00 16.64 -55.239 3.789
 4.00 6.00 17.00 8.00 19404.58 0.17 0.00 43.76 2761.885 3.789
 4.00 6.00 8.00 10.00 17476.88 0.17 0.00 112.66 -1756.614 3.789
 4.00 6.00 10.00 12.00 28578.16 0.19 0.00 -155.18 -718.103 3.789
 4.00 6.00 12.00 14.00 21606.95 0.17 0.00 50.15 -217.173 3.789
 4.00 6.00 14.00 16.00 9015.66 0.22 0.00 33.24 -45.309 3.789
 4.00 8.00 16.00 20.00 17608.39 0.30 0.00 -21.79 -258.655 4.430
 4.00 8.00 20.00 24.00 7406.66 2.09 0.00 -54.50 -43.519 4.430
 4.00 8.00 24.00 28.00 7770.44 0.44 0.00 -16.89 -22.828 4.430
 4.00 8.00 28.00 32.00 11531.44 0.09 0.00 67.96 -19.359 4.430
 4.00 8.00 32.00 17.00 13040.76 0.12 0.00 -56.95 259.623 4.430
 4.00 8.00 17.00 21.00 15227.91 0.12 0.00 32.57 -172.742 4.430
 4.00 8.00 21.00 25.00 9094.12 0.33 0.00 -18.89 -44.212 4.430
 4.00 8.00 25.00 29.00 10866.52 0.00 0.00 -35.39 -27.471 4.430
 4.00 8.00 29.00 33.00 10253.38 0.08 0.00 58.98 -15.195 4.430
 4.00 8.00 18.00 22.00 11582.11 0.03 0.00 100.15 -103.623 4.427
 4.00 8.00 22.00 26.00 11420.33 1.86 0.00 -130.11 -46.444 4.427
 4.00 8.00 26.00 30.00 8784.25 3.55 0.00 60.03 -19.236 4.427
 4.00 8.00 30.00 34.00 7019.67 0.06 0.00 -49.97 -9.223 4.427
 4.00 8.00 34.00 19.00 10318.58 0.13 0.00 -71.08 138.963 4.427
 4.00 8.00 19.00 23.00 11248.07 0.03 0.00 124.31 -80.893 4.427
 4.00 8.00 23.00 27.00 9295.51 0.26 0.00 11.84 -31.972 4.427
 4.00 8.00 27.00 31.00 13707.43 0.03 0.00 -73.07 -26.193 4.427
 4.00 10.00 30.00 36.00 10910.76 0.56 0.00 -116.83 -27.378 3.644
 4.00 10.00 36.00 42.00 8867.68 1.51 0.00 144.24 -11.711 3.644
 4.00 10.00 42.00 48.00 14157.73 0.40 0.00 -46.08 -11.049 3.644
 4.00 10.00 48.00 31.00 8549.06 0.10 0.00 -39.98 34.672 3.644
 4.00 10.00 31.00 37.00 5681.08 0.13 0.00 42.96 -12.677 3.644
 4.00 10.00 37.00 43.00 10608.19 0.10 0.00 21.59 -12.747 3.644
 4.00 10.00 43.00 49.00 14996.98 0.18 0.00 3.36 -10.812 3.644
 4.00 10.00 49.00 32.00 9884.78 0.13 0.00 31.00 36.237 3.644
 4.00 10.00 32.00 38.00 6964.80 0.08 0.00 -67.42 -13.885 3.644
 4.00 10.00 38.00 44.00 12371.35 0.09 0.00 -18.55 -13.565 3.644
 4.00 10.00 44.00 50.00 23798.84 2.34 0.00 95.28 -15.827 3.631
 4.00 10.00 50.00 33.00 13157.10 0.73 0.00 -29.84 43.599 3.631
 4.00 10.00 33.00 39.00 9651.62 0.30 0.00 -94.77 -17.201 3.631
 4.00 10.00 39.00 45.00 11245.27 0.13 0.00 23.59 -11.242 3.631
 4.00 10.00 45.00 34.00 11474.17 0.19 0.00 3.43 27.530 3.631
 4.00 10.00 34.00 40.00 11723.68 0.21 0.00 16.50 -18.818 3.631
 4.00 10.00 40.00 46.00 10990.62 0.17 0.00 79.57 -10.081 3.631
 4.00 10.00 46.00 35.00 11037.75 0.20 0.00 2.40 24.069 3.631
 4.00 10.00 35.00 41.00 10711.66 0.14 0.00 -34.56 -15.542 3.631
 4.00 10.00 41.00 47.00 13578.48 0.32 0.00 48.85 -11.454 3.631
 4.00 12.00 44.00 52.00 24996.27 1.11 0.00 45.41 -34.815 4.201
 4.00 12.00 52.00 60.00 15879.36 8.81 0.00 69.18 -12.638 4.201
 4.00 12.00 60.00 45.00 23416.32 1.59 0.00 -120.64 45.972 4.201
 4.00 12.00 45.00 53.00 24225.41 0.11 0.00 23.66 -31.269 4.201
 4.00 12.00 53.00 61.00 22717.71 0.28 0.00 74.93 -16.976 4.201
 4.00 12.00 61.00 46.00 24706.93 0.14 0.00 0.93 45.224 4.201
 4.00 12.00 46.00 54.00 26705.98 0.29 0.00 -87.10 -32.007 4.201
 4.00 12.00 54.00 62.00 19034.40 4.60 0.00 2.51 -13.373 4.201
 4.00 12.00 62.00 47.00 22131.91 1.87 0.00 101.31 37.833 4.201
 4.00 12.00 47.00 55.00 25874.11 0.19 0.00 -39.73 -28.847 4.201
 4.00 12.00 55.00 63.00 1307550.38 1.49 0.00 205.96 -865.497 4.204
 4.00 12.00 63.00 48.00 554525.81 1.46 0.00 -245.62 887.437 4.204
 4.00 12.00 48.00 56.00 24823.41 0.09 0.00 69.83 -25.811 4.204
 4.00 12.00 56.00 64.00 26844.96 0.59 0.00 44.65 -16.748 4.204
 4.00 12.00 64.00 49.00 27486.49 0.30 0.00 -88.05 41.209 4.204
 4.00 12.00 49.00 57.00 27597.95 0.15 0.00 -18.88 -26.785 4.204
 4.00 12.00 57.00 65.00 8659.39 1.75 0.00 18.82 -5.098 4.204
 4.00 12.00 65.00 50.00 21094.91 0.03 0.00 39.17 29.671 4.204
 4.00 12.00 50.00 58.00 27431.72 0.22 0.00 32.62 -24.889 4.204
 4.00 12.00 58.00 66.00 17465.21 0.83 0.00 -131.14 -9.712 4.204
 4.00 12.00 51.00 59.00 31147.57 0.37 0.00 125.55 -26.459 4.204
 5.00 7.00 8.00 10.00 6194.31 1.79 0.00 132.89 -50.861 0.097
 5.00 7.00 17.00 19.00 14299.53 0.18 0.00 -101.28 -44.292 4.087
 5.00 7.00 10.00 12.00 21549.36 0.16 0.00 56.07 -1023.365 3.916
 5.00 7.00 12.00 14.00 18329.04 0.13 0.00 -214.49 -290.144 3.916
 5.00 7.00 14.00 16.00 9229.00 0.30 0.00 33.24 -66.406 3.916
 5.00 7.00 16.00 18.00 12250.44 0.14 0.00 -94.68 -47.463 3.916
 5.00 7.00 18.00 9.00 13834.59 0.15 0.00 40.68 2035.164 3.916
 5.00 7.00 9.00 11.00 12412.21 0.14 0.00 198.81 -1289.418 3.916
 5.00 7.00 11.00 13.00 21949.73 0.14 0.00 -186.49 -570.051 3.916
 5.00 7.00 13.00 15.00 8873.78 0.38 0.00 -58.19 -92.184 3.916
 5.00 7.00 15.00 17.00 11906.13 0.30 0.00 18.41 -61.842 3.916
 5.00 9.00 17.00 21.00 19837.54 0.16 0.00 32.31 -334.986 5.093
 5.00 9.00 21.00 25.00 12254.21 0.35 0.00 -18.52 -82.772 5.093
 5.00 9.00 25.00 29.00 14507.27 0.15 0.00 -34.71 -48.995 5.093
 5.00 9.00 29.00 33.00 13791.63 0.13 0.00 58.44 -26.616 5.093
 5.00 9.00 33.00 18.00 14346.75 0.15 0.00 -48.25 328.346 5.093
 5.00 9.00 18.00 22.00 14509.83 0.14 0.00 101.10 -189.216 5.093
 5.00 9.00 22.00 26.00 17057.57 0.29 0.00 -130.50 -95.331 5.093
 5.00 9.00 26.00 30.00 9816.94 0.24 0.00 61.54 -28.530 5.093
 5.00 9.00 30.00 34.00 9721.79 0.08 0.00 -51.45 -16.562 5.093
 5.00 9.00 19.00 23.00 14502.13 0.05 0.00 124.16 -149.121 5.088
 5.00 9.00 23.00 27.00 13908.72 0.60 0.00 11.95 -65.009 5.088
 5.00 9.00 27.00 31.00 18161.41 0.10 0.00 -71.13 -45.708 5.088
 5.00 9.00 31.00 35.00 3706.76 0.26 0.00 107.04 -5.597 5.088
 5.00 9.00 35.00 20.00 12511.93 0.32 0.00 -6.24 193.660 5.088
 5.00 9.00 20.00 24.00 12531.49 0.34 0.00 -53.66 -103.580 5.088
 5.00 9.00 24.00 28.00 12735.17 0.42 0.00 -18.58 -50.343 5.088
 5.00 9.00 28.00 32.00 15786.38 0.08 0.00 67.16 -34.669 5.088
 5.00 11.00 31.00 37.00 7500.20 0.05 0.00 38.55 -15.853 3.069
 5.00 11.00 37.00 43.00 13721.51 0.15 0.00 23.71 -15.264 3.069
 5.00 11.00 43.00 49.00 19893.75 0.20 0.00 3.78 -13.077 3.069
 5.00 11.00 49.00 32.00 12919.87 0.06 0.00 28.27 44.137 3.069
 5.00 11.00 32.00 38.00 9014.66 0.06 0.00 -63.72 -16.945 3.069
 5.00 11.00 38.00 44.00 16427.38 0.15 0.00 -18.07 -16.627 3.069
 5.00 11.00 44.00 50.00 21794.46 0.31 0.00 92.98 -13.235 3.069
 5.00 11.00 50.00 33.00 15323.46 0.11 0.00 -29.07 47.317 3.069
 5.00 11.00 33.00 39.00 12623.37 0.05 0.00 -93.65 -21.198 3.069
 5.00 11.00 39.00 45.00 14769.72 0.04 0.00 21.78 -13.641 3.069
 5.00 11.00 45.00 51.00 27186.19 0.41 0.00 -5.66 -15.236 3.060
 5.00 11.00 51.00 34.00 17530.50 0.21 0.00 9.43 48.953 3.060
 5.00 11.00 34.00 40.00 15348.70 0.20 0.00 18.25 -23.051 3.060
 5.00 11.00 40.00 46.00 14601.50 0.17 0.00 78.97 -12.302 3.060
 5.00 11.00 46.00 35.00 14570.68 0.21 0.00 4.18 29.460 3.060
 5.00 11.00 35.00 41.00 13968.59 0.27 0.00 -36.23 -18.894 3.060
