 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 1.00 7.00 33.00 39.00 6613.92 0.58 0.00 4.97 -7.421 3.096
 1.00 7.00 39.00 45.00 7428.44 0.28 0.00 -90.67 -4.925 3.096
 1.00 7.00 45.00 28.00 6918.16 0.08 0.00 30.27 23.837 3.096
 1.00 7.00 28.00 34.00 6277.86 0.07 0.00 16.74 -11.902 3.096
 1.00 7.00 34.00 40.00 8084.59 0.13 0.00 6.08 -8.253 3.096
 1.00 7.00 40.00 46.00 6889.74 0.13 0.00 32.84 -4.220 3.096
 1.00 7.00 46.00 29.00 7059.53 0.08 0.00 -60.01 21.986 3.096
 1.00 7.00 29.00 35.00 6938.48 0.11 0.00 32.70 -11.752 3.096
 1.00 7.00 35.00 41.00 6972.20 0.20 0.00 27.30 -6.495 3.096
 1.00 7.00 41.00 47.00 9759.81 22.32 0.00 4.58 -5.486 3.069
 1.00 7.00 47.00 30.00 7205.36 5.97 0.00 -15.06 20.181 3.069
 1.00 7.00 30.00 36.00 5936.37 0.84 0.00 -74.73 -8.942 3.069
 1.00 7.00 36.00 42.00 5681.19 0.92 0.00 36.55 -4.801 3.069
 1.00 7.00 42.00 31.00 4039.01 0.87 0.00 -13.25 8.191 3.069
 1.00 7.00 31.00 37.00 4088.22 0.84 0.00 6.77 -5.546 3.069
 1.00 7.00 37.00 43.00 7086.09 0.93 0.00 84.18 -5.494 3.069
 1.00 7.00 43.00 32.00 5976.55 0.82 0.00 -85.73 11.015 3.069
 1.00 7.00 32.00 38.00 5027.23 0.81 0.00 87.62 -6.165 3.069
 1.00 7.00 38.00 44.00 7943.25 0.81 0.00 -78.01 -5.663 3.069
 1.00 9.00 41.00 49.00 67398.61 8.52 0.00 27.72 -133.116 5.957
 1.00 9.00 49.00 57.00 -78391.66 12.83 0.00 30.64 88.473 5.957
 1.00 9.00 57.00 42.00 16402.23 3.33 0.00 -104.56 45.663 5.957
 1.00 9.00 42.00 50.00 13163.67 0.88 0.00 93.18 -24.094 5.957
 1.00 9.00 50.00 58.00 21070.40 5.00 0.00 14.88 -22.328 5.957
 1.00 9.00 58.00 43.00 14337.94 0.42 0.00 -32.71 37.216 5.957
 1.00 9.00 43.00 51.00 14463.78 0.57 0.00 14.73 -24.582 5.957
 1.00 9.00 51.00 59.00 12545.29 2.75 0.00 4.48 -12.499 5.957
 1.00 9.00 59.00 44.00 13550.59 1.41 0.00 -95.41 32.848 5.957
 1.00 9.00 44.00 52.00 11294.80 5.90 0.00 87.93 -17.857 5.957
 1.00 9.00 52.00 60.00 1496332.00 0.75 0.00 142.32 -1398.555 5.936
 1.00 9.00 60.00 45.00 622940.31 0.74 0.00 -264.08 1407.689 5.936
 1.00 9.00 45.00 53.00 11893.19 0.33 0.00 34.15 -17.462 5.936
 1.00 9.00 53.00 61.00 1628.22 3.41 0.00 88.53 -1.434 5.936
 1.00 9.00 61.00 46.00 8136.33 0.03 0.00 -37.12 17.224 5.936
 1.00 9.00 46.00 54.00 8964.82 0.56 0.00 2.89 -12.286 5.936
 1.00 9.00 54.00 62.00 -35288.10 10.26 0.00 -41.23 29.333 5.936
 1.00 9.00 62.00 47.00 -5134.02 28.63 0.00 35.42 -10.197 5.936
 1.00 9.00 47.00 55.00 23725.51 0.10 0.00 58.55 -30.396 5.936
 1.00 9.00 55.00 63.00 -51019.63 12.88 0.00 -32.17 40.062 5.936
 1.00 9.00 48.00 56.00 25029.35 0.69 0.00 58.41 -29.972 5.926
 2.00 4.00 5.00 7.00 13424.63 9.22 0.00 89.17 -52.618 0.046
 2.00 4.00 14.00 16.00 13035.93 1.66 0.00 -112.67 -24.663 2.496
 2.00 4.00 7.00 9.00 48041.02 0.34 0.00 -59.18 -1472.286 2.527
 2.00 4.00 9.00 11.00 14435.60 0.79 0.00 -12.38 -147.466 2.527
 2.00 4.00 11.00 13.00 25083.51 0.67 0.00 -73.79 -116.473 2.527
 2.00 4.00 13.00 15.00 17150.20 1.77 0.00 40.36 -42.880 2.527
 2.00 4.00 15.00 6.00 37327.57 0.33 0.00 -37.82 3543.615 2.527
 2.00 4.00 6.00 8.00 44951.28 0.32 0.00 -83.39 -3013.491 2.527
 2.00 4.00 8.00 10.00 18341.12 0.33 0.00 62.47 -307.393 2.527
 2.00 4.00 10.00 12.00 17545.88 1.06 0.00 20.73 -117.626 2.527
 2.00 4.00 12.00 14.00 26640.47 0.15 0.00 47.79 -89.298 2.527
 2.00 6.00 14.00 18.00 12485.42 0.10 0.00 -119.60 -210.376 5.082
 2.00 6.00 18.00 22.00 9156.94 0.24 0.00 78.08 -61.717 5.082
 2.00 6.00 22.00 26.00 11828.80 3.35 0.00 -34.64 -39.862 5.082
 2.00 6.00 26.00 30.00 3805.15 17.63 0.00 -11.24 -7.327 5.082
 2.00 6.00 30.00 15.00 11460.42 0.14 0.00 80.80 261.717 5.082
 2.00 6.00 15.00 19.00 13216.06 0.12 0.00 89.74 -171.969 5.082
 2.00 6.00 19.00 23.00 9347.79 0.14 0.00 -164.47 -52.129 5.082
 2.00 6.00 23.00 27.00 9266.58 0.11 0.00 -19.55 -26.872 5.082
 2.00 6.00 27.00 31.00 9904.80 0.08 0.00 -37.05 -16.837 5.082
 2.00 6.00 16.00 20.00 11599.39 0.61 0.00 102.36 -119.431 5.095
 2.00 6.00 20.00 24.00 7267.04 7.53 0.00 -104.63 -34.011 5.095
 2.00 6.00 24.00 28.00 15767.16 4.87 0.00 -13.72 -39.734 5.095
 2.00 6.00 28.00 32.00 8127.29 0.75 0.00 -4.23 -12.289 5.095
 2.00 6.00 32.00 17.00 11074.02 0.73 0.00 86.87 171.630 5.095
 2.00 6.00 17.00 21.00 13217.80 0.70 0.00 -37.88 -109.396 5.095
 2.00 6.00 21.00 25.00 8525.33 0.79 0.00 -27.51 -33.746 5.095
 2.00 6.00 25.00 29.00 11011.98 0.74 0.00 -20.58 -24.216 5.095
 2.00 8.00 28.00 34.00 8466.18 0.15 0.00 17.29 -25.178 4.318
 2.00 8.00 34.00 40.00 10381.80 0.32 0.00 5.01 -16.250 4.318
 2.00 8.00 40.00 46.00 9240.25 0.10 0.00 33.06 -8.546 4.318
 2.00 8.00 46.00 29.00 9344.47 0.05 0.00 -59.77 44.916 4.318
 2.00 8.00 29.00 35.00 9000.16 0.14 0.00 33.33 -23.803 4.318
 2.00 8.00 35.00 41.00 9645.23 0.13 0.00 26.42 -13.736 4.318
 2.00 8.00 41.00 47.00 11045.99 0.93 0.00 -0.31 -9.438 4.318
 2.00 8.00 47.00 30.00 8989.43 0.19 0.00 -10.47 39.057 4.318
 2.00 8.00 30.00 36.00 8008.13 0.24 0.00 -73.76 -18.921 4.318
 2.00 8.00 36.00 42.00 9354.67 3.60 0.00 38.70 -12.157 4.318
 2.00 8.00 42.00 48.00 13675.50 4.45 0.00 32.75 -10.797 4.310
 2.00 8.00 48.00 31.00 8015.42 0.40 0.00 -49.12 31.533 4.310
 2.00 8.00 31.00 37.00 5430.82 0.03 0.00 7.24 -11.491 4.310
 2.00 8.00 37.00 43.00 9447.94 0.16 0.00 83.72 -11.214 4.310
 2.00 8.00 43.00 32.00 7956.94 0.10 0.00 -86.32 22.665 4.310
 2.00 8.00 32.00 38.00 6605.61 0.09 0.00 88.36 -12.588 4.310
 2.00 8.00 38.00 44.00 10922.17 0.06 0.00 -77.72 -11.893 4.310
 2.00 8.00 44.00 33.00 9555.18 0.15 0.00 50.60 24.737 4.310
 2.00 8.00 33.00 39.00 9236.72 0.15 0.00 6.64 -15.910 4.310
 2.00 8.00 39.00 45.00 9332.73 0.24 0.00 -92.78 -9.346 4.310
 2.00 10.00 42.00 50.00 16317.35 4.04 0.00 101.15 -20.618 3.811
 2.00 10.00 50.00 58.00 15702.02 9.48 0.00 5.18 -11.338 3.811
 2.00 10.00 58.00 43.00 15699.82 0.05 0.00 -31.58 27.963 3.811
 2.00 10.00 43.00 51.00 15917.67 0.06 0.00 13.50 -18.640 3.811
 2.00 10.00 51.00 59.00 14501.82 0.25 0.00 3.69 -9.832 3.811
 2.00 10.00 59.00 44.00 15483.80 0.04 0.00 -92.89 25.713 3.811
 2.00 10.00 44.00 52.00 15053.14 0.16 0.00 87.63 -16.368 3.811
 2.00 10.00 52.00 60.00 4299.87 43.72 0.00 -69.28 -2.741 3.811
 2.00 10.00 60.00 45.00 11759.69 6.80 0.00 -53.86 18.238 3.811
 2.00 10.00 45.00 53.00 16934.51 0.13 0.00 34.93 -17.129 3.811
 2.00 10.00 53.00 61.00 14824.58 1.01 0.00 90.21 -8.890 3.809
 2.00 10.00 61.00 46.00 16798.17 0.41 0.00 -40.61 24.354 3.809
 2.00 10.00 46.00 54.00 18122.20 0.41 0.00 3.90 -17.070 3.809
 2.00 10.00 54.00 62.00 6471.20 15.15 0.00 -37.49 -3.657 3.809
 2.00 10.00 62.00 47.00 13063.32 2.84 0.00 33.22 17.743 3.809
 2.00 10.00 47.00 55.00 19377.09 0.55 0.00 57.53 -17.037 3.809
 2.00 10.00 55.00 63.00 -2122.80 117.29 0.00 -24.62 1.132 3.809
 2.00 10.00 63.00 48.00 9836.14 10.79 0.00 -45.52 12.534 3.809
 2.00 10.00 48.00 56.00 18424.18 0.17 0.00 54.21 -15.144 3.809
 2.00 10.00 56.00 64.00 9017.37 0.76 0.00 38.99 -4.543 3.809
 2.00 10.00 49.00 57.00 17785.32 1.06 0.00 44.35 -13.652 3.799
 3.00 5.00 6.00 8.00 45124.78 2.13 0.00 23.32 -152.329 0.040
 3.00 5.00 15.00 17.00 11172.05 4.84 0.00 -33.81 -14.222 1.680
 3.00 5.00 8.00 10.00 24424.73 0.62 0.00 144.34 -499.502 1.687
 3.00 5.00 10.00 12.00 25256.74 0.37 0.00 -199.91 -172.172 1.687
 3.00 5.00 12.00 14.00 31493.96 0.48 0.00 43.06 -97.587 1.687
 3.00 5.00 14.00 16.00 12342.26 1.16 0.00 -114.03 -20.593 1.687
 3.00 5.00 16.00 7.00 56704.13 0.45 0.00 164.29 3592.190 1.687
 3.00 5.00 7.00 9.00 70654.59 0.46 0.00 -90.12 -3160.794 1.687
 3.00 5.00 9.00 11.00 21684.61 0.40 0.00 66.35 -242.520 1.687
 3.00 5.00 11.00 13.00 33279.90 0.27 0.00 -73.21 -148.881 1.687
 3.00 5.00 13.00 15.00 13940.42 1.93 0.00 41.11 -31.182 1.687
 3.00 7.00 15.00 19.00 12727.37 0.13 0.00 88.38 -97.090 2.301
 3.00 7.00 19.00 23.00 7766.83 0.44 0.00 -161.92 -23.699 2.301
 3.00 7.00 23.00 27.00 8796.35 0.33 0.00 -20.26 -13.420 2.301
 3.00 7.00 27.00 31.00 9411.66 0.28 0.00 -36.15 -8.205 2.301
 3.00 7.00 31.00 16.00 10484.93 0.00 0.00 24.07 108.403 2.301
 3.00 7.00 16.00 20.00 11542.15 0.08 0.00 96.17 -67.995 2.301
 3.00 7.00 20.00 24.00 6280.16 0.06 0.00 -99.85 -15.856 2.301
 3.00 7.00 24.00 28.00 14056.28 0.44 0.00 -11.55 -18.454 2.301
 3.00 7.00 28.00 32.00 8031.42 0.46 0.00 -4.71 -6.181 2.301
 3.00 7.00 17.00 21.00 12830.58 0.07 0.00 -37.34 -59.506 2.295
 3.00 7.00 21.00 25.00 7586.12 0.59 0.00 -26.79 -15.992 2.295
 3.00 7.00 25.00 29.00 8313.23 0.16 0.00 -21.48 -9.437 2.295
 3.00 7.00 29.00 33.00 6714.82 0.57 0.00 60.91 -4.573 2.295
 3.00 7.00 33.00 18.00 8579.35 0.05 0.00 -45.08 59.893 2.295
 3.00 7.00 18.00 22.00 8961.67 0.05 0.00 79.21 -33.409 2.295
 3.00 7.00 22.00 26.00 15945.14 4.55 0.00 -33.48 -28.430 2.295
 3.00 7.00 26.00 30.00 5472.87 22.48 0.00 -11.38 -5.421 2.295
 3.00 9.00 29.00 35.00 15450.61 1.75 0.00 33.41 -37.988 3.570
 3.00 9.00 35.00 41.00 2442.23 20.09 0.00 24.45 -3.160 3.570
 3.00 9.00 41.00 47.00 15447.09 0.88 0.00 0.22 -11.812 3.570
 3.00 9.00 47.00 30.00 10969.12 0.08 0.00 -10.19 43.590 3.570
 3.00 9.00 30.00 36.00 9369.61 0.03 0.00 -73.54 -20.487 3.570
 3.00 9.00 36.00 42.00 16704.44 2.12 0.00 40.05 -19.667 3.570
 3.00 9.00 42.00 48.00 5861.18 11.47 0.00 31.07 -4.140 3.570
 3.00 9.00 48.00 31.00 9334.09 0.00 0.00 -47.13 33.528 3.570
 3.00 9.00 31.00 37.00 6802.16 0.16 0.00 7.06 -13.287 3.570
 3.00 9.00 37.00 43.00 11199.78 0.32 0.00 83.21 -12.033 3.570
 3.00 9.00 43.00 49.00 224122.13 10.76 0.00 -4.20 -146.278 3.563
 3.00 9.00 49.00 32.00 52571.49 9.11 0.00 -83.53 170.968 3.563
 3.00 9.00 32.00 38.00 7733.05 1.08 0.00 89.04 -13.525 3.563
 3.00 9.00 38.00 44.00 13101.68 0.77 0.00 -77.64 -12.855 3.563
 3.00 9.00 44.00 33.00 11313.44 0.96 0.00 50.59 26.640 3.563
 3.00 9.00 33.00 39.00 10712.24 1.43 0.00 8.28 -16.875 3.563
 3.00 9.00 39.00 45.00 11866.52 1.18 0.00 -93.83 -10.682 3.563
 3.00 9.00 45.00 34.00 12365.59 0.11 0.00 46.86 26.463 3.563
 3.00 9.00 34.00 40.00 13062.67 0.08 0.00 5.52 -18.600 3.563
 3.00 9.00 40.00 46.00 11128.48 0.52 0.00 33.28 -9.213 3.563
 3.00 11.00 43.00 51.00 20351.49 0.27 0.00 14.12 -13.904 2.060
 3.00 11.00 51.00 59.00 14961.00 3.75 0.00 3.14 -5.841 2.060
 3.00 11.00 59.00 44.00 18479.55 1.11 0.00 -93.93 17.795 2.060
 3.00 11.00 44.00 52.00 18093.76 3.81 0.00 89.38 -11.456 2.060
 3.00 11.00 52.00 60.00 12925.47 40.62 0.00 -67.05 -4.738 2.060
 3.00 11.00 60.00 45.00 17484.37 15.13 0.00 -57.33 15.698 2.060
 3.00 11.00 45.00 53.00 20474.64 1.25 0.00 36.82 -12.036 2.060
 3.00 11.00 53.00 61.00 18406.39 0.53 0.00 89.07 -6.343 2.060
 3.00 11.00 61.00 46.00 20328.71 0.99 0.00 -39.89 17.046 2.060
 3.00 11.00 46.00 54.00 21660.33 2.21 0.00 2.78 -11.845 2.060
 3.00 11.00 54.00 62.00 514878.34 3.47 0.00 88.86 -167.259 2.063
 3.00 11.00 62.00 47.00 225676.50 3.26 0.00 -93.39 177.248 2.063
 3.00 11.00 47.00 55.00 24199.85 0.48 0.00 59.43 -12.349 2.063
 3.00 11.00 55.00 63.00 -119578.71 1.10 0.00 -38.07 36.612 2.063
 3.00 11.00 63.00 48.00 -37890.99 1.50 0.00 -33.12 -27.880 2.063
 3.00 11.00 48.00 56.00 21913.98 0.22 0.00 55.27 -10.438 2.063
 3.00 11.00 56.00 64.00 3500.27 3.44 0.00 39.00 -1.011 2.063
 3.00 11.00 64.00 49.00 25217.86 0.35 0.00 -69.31 17.408 2.063
 3.00 11.00 49.00 57.00 38172.65 0.46 0.00 49.94 -16.998 2.063
 3.00 11.00 57.00 65.00 -3179.99 1.02 0.00 -33.48 0.868 2.063
 3.00 11.00 50.00 58.00 22354.26 1.67 0.00 18.75 -9.265 2.051
 4.00 6.00 7.00 9.00 20213.10 4.93 0.00 -115.43 -75.276 0.044
 4.00 6.00 16.00 18.00 17733.79 0.25 0.00 -3.57 -37.088 2.759
 4.00 6.00 9.00 11.00 18690.30 0.03 0.00 312.86 -624.168 2.754
 4.00 6.00 11.00 13.00 28414.11 0.72 0.00 -338.21 -316.299 2.754
 4.00 6.00 13.00 15.00 7688.02 1.23 0.00 37.59 -38.901 2.754
 4.00 6.00 15.00 17.00 12718.75 0.47 0.00 -39.92 -34.653 2.754
 4.00 6.00 17.00 8.00 18505.50 0.22 0.00 16.49 1914.358 2.754
 4.00 6.00 8.00 10.00 16834.03 0.23 0.00 40.26 -1229.763 2.754
 4.00 6.00 10.00 12.00 24506.82 0.04 0.00 45.03 -447.569 2.754
 4.00 6.00 12.00 14.00 25790.02 0.72 0.00 -51.26 -188.402 2.754
 4.00 6.00 14.00 16.00 9774.69 0.55 0.00 -115.41 -35.703 2.754
 4.00 8.00 16.00 20.00 20759.79 2.22 0.00 98.94 -171.210 2.487
 4.00 8.00 20.00 24.00 3011.81 31.58 0.00 -102.92 -9.936 2.487
 4.00 8.00 24.00 28.00 3105.36 13.08 0.00 -12.44 -5.122 2.487
 4.00 8.00 28.00 32.00 10892.03 0.77 0.00 -4.26 -10.266 2.487
 4.00 8.00 32.00 17.00 13691.28 0.08 0.00 87.39 153.034 2.487
 4.00 8.00 17.00 21.00 16209.75 0.11 0.00 -37.38 -103.238 2.487
 4.00 8.00 21.00 25.00 9653.67 0.62 0.00 -25.69 -26.350 2.487
 4.00 8.00 25.00 29.00 10854.51 0.17 0.00 -21.85 -15.406 2.487
 4.00 8.00 29.00 33.00 9629.98 1.19 0.00 60.44 -8.012 2.487
 4.00 8.00 18.00 22.00 11848.46 0.31 0.00 81.51 -59.398 2.480
 4.00 8.00 22.00 26.00 20968.08 3.34 0.00 -33.06 -47.780 2.480
 4.00 8.00 26.00 30.00 -7015.84 15.26 0.00 -14.01 8.608 2.480
 4.00 8.00 30.00 34.00 6082.52 0.73 0.00 -25.85 -4.478 2.480
 4.00 8.00 34.00 19.00 10772.89 0.48 0.00 193.00 81.292 2.480
 4.00 8.00 19.00 23.00 11514.21 0.43 0.00 -158.98 -46.399 2.480
 4.00 8.00 23.00 27.00 10761.61 0.64 0.00 -21.05 -20.740 2.480
 4.00 8.00 27.00 31.00 13490.84 0.46 0.00 -36.24 -14.445 2.480
 4.00 10.00 30.00 36.00 16014.17 2.71 0.00 -73.16 -25.515 2.314
 4.00 10.00 36.00 42.00 2513.75 60.28 0.00 39.43 -2.108 2.314
 4.00 10.00 42.00 48.00 11382.84 10.25 0.00 30.41 -5.640 2.314
 4.00 10.00 48.00 31.00 9586.14 0.21 0.00 -46.79 24.686 2.314
 4.00 10.00 31.00 37.00 6750.26 0.23 0.00 6.91 -9.565 2.314
 4.00 10.00 37.00 43.00 11946.69 0.22 0.00 84.06 -9.115 2.314
 4.00 10.00 43.00 49.00 17533.65 3.09 0.00 -12.78 -8.026 2.314
 4.00 10.00 49.00 32.00 11452.12 1.07 0.00 -75.05 26.657 2.314
 4.00 10.00 32.00 38.00 8406.97 0.17 0.00 89.28 -10.642 2.314
 4.00 10.00 38.00 44.00 13602.64 0.55 0.00 -77.77 -9.470 2.314
 4.00 10.00 44.00 50.00 88360.95 6.83 0.00 101.74 -37.269 2.303
 4.00 10.00 50.00 33.00 27360.73 4.27 0.00 -51.31 57.502 2.303
 4.00 10.00 33.00 39.00 11383.98 0.77 0.00 8.94 -12.867 2.303
 4.00 10.00 39.00 45.00 12150.72 0.48 0.00 -94.91 -7.704 2.303
 4.00 10.00 45.00 34.00 12868.75 0.25 0.00 47.37 19.582 2.303
 4.00 10.00 34.00 40.00 13411.61 0.33 0.00 5.92 -13.653 2.303
 4.00 10.00 40.00 46.00 11854.41 0.29 0.00 32.96 -6.896 2.303
 4.00 10.00 46.00 35.00 12291.70 0.26 0.00 -26.70 16.999 2.303
 4.00 10.00 35.00 41.00 12447.65 0.18 0.00 24.82 -11.454 2.303
 4.00 10.00 41.00 47.00 14130.47 3.07 0.00 0.50 -7.560 2.303
 4.00 12.00 44.00 52.00 89287.16 3.96 0.00 116.67 -55.271 1.867
 4.00 12.00 52.00 60.00 -130715.79 7.18 0.00 -98.53 46.238 1.867
 4.00 12.00 60.00 45.00 9459.39 13.94 0.00 -53.75 8.254 1.867
 4.00 12.00 45.00 53.00 21193.95 0.67 0.00 37.52 -12.158 1.867
 4.00 12.00 53.00 61.00 22546.21 0.69 0.00 89.18 -7.488 1.867
 4.00 12.00 61.00 46.00 22478.39 0.40 0.00 -40.39 18.287 1.867
 4.00 12.00 46.00 54.00 21730.73 0.97 0.00 4.57 -11.575 1.867
 4.00 12.00 54.00 62.00 -4154.40 52.12 0.00 -42.63 1.297 1.867
 4.00 12.00 62.00 47.00 11106.76 8.77 0.00 35.94 8.439 1.867
 4.00 12.00 47.00 55.00 25823.24 0.39 0.00 61.00 -12.796 1.867
 4.00 12.00 55.00 63.00 2214351.25 3.35 0.00 240.23 -646.839 1.855
 4.00 12.00 63.00 48.00 929737.50 3.30 0.00 -315.06 656.627 1.855
 4.00 12.00 48.00 56.00 22546.93 0.35 0.00 55.65 -10.346 1.855
 4.00 12.00 56.00 64.00 28255.04 1.92 0.00 43.22 -7.779 1.855
 4.00 12.00 64.00 49.00 37197.41 0.80 0.00 -69.80 24.611 1.855
 4.00 12.00 49.00 57.00 42480.64 0.44 0.00 47.69 -18.195 1.855
 4.00 12.00 57.00 65.00 2509.37 7.02 0.00 -31.24 -0.652 1.855
 4.00 12.00 65.00 50.00 21528.80 0.28 0.00 17.88 13.363 1.855
 4.00 12.00 50.00 58.00 29642.70 0.16 0.00 14.85 -11.869 1.855
 4.00 12.00 58.00 66.00 18653.59 1.42 0.00 -99.92 -4.578 1.855
 4.00 12.00 51.00 59.00 43400.63 2.53 0.00 22.97 -16.298 1.858
 5.00 7.00 8.00 10.00 6407.86 3.78 0.00 48.85 -55.239 0.102
 5.00 7.00 17.00 19.00 16962.01 2.49 0.00 130.32 -23.110 1.798
 5.00 7.00 10.00 12.00 17568.52 0.37 0.00 211.45 -386.702 1.815
 5.00 7.00 12.00 14.00 20738.68 0.58 0.00 -255.48 -152.160 1.815
 5.00 7.00 14.00 16.00 8388.57 0.26 0.00 -116.97 -27.976 1.815
 5.00 7.00 16.00 18.00 11235.29 0.28 0.00 -6.27 -20.176 1.815
 5.00 7.00 18.00 9.00 13123.59 0.11 0.00 61.38 894.810 1.815
 5.00 7.00 9.00 11.00 11336.52 0.20 0.00 236.63 -545.845 1.815
 5.00 7.00 11.00 13.00 22984.88 0.14 0.00 -221.35 -276.676 1.815
 5.00 7.00 13.00 15.00 7700.28 0.62 0.00 36.49 -37.076 1.815
 5.00 7.00 15.00 17.00 11216.75 0.78 0.00 -38.80 -27.004 1.815
 5.00 9.00 17.00 21.00 19065.83 0.28 0.00 -35.29 -156.558 2.477
 5.00 9.00 21.00 25.00 10530.63 0.85 0.00 -26.61 -34.589 2.477
 5.00 9.00 25.00 29.00 13495.81 0.09 0.00 -23.13 -22.164 2.477
 5.00 9.00 29.00 33.00 11634.21 0.09 0.00 61.22 -10.918 2.477
 5.00 9.00 33.00 18.00 13354.50 0.19 0.00 -47.63 148.623 2.477
 5.00 9.00 18.00 22.00 13548.28 0.15 0.00 82.35 -85.913 2.477
 5.00 9.00 22.00 26.00 34301.28 0.59 0.00 -35.32 -93.220 2.477
 5.00 9.00 26.00 30.00 -25311.15 0.92 0.00 -12.52 35.769 2.477
 5.00 9.00 30.00 34.00 8643.33 0.44 0.00 -25.08 -7.160 2.477
 5.00 9.00 19.00 23.00 13327.13 0.53 0.00 -153.69 -66.456 2.467
 5.00 9.00 23.00 27.00 13409.82 1.76 0.00 -25.32 -30.395 2.467
 5.00 9.00 27.00 31.00 16310.33 0.16 0.00 -35.99 -19.907 2.467
 5.00 9.00 31.00 35.00 4720.83 0.67 0.00 36.49 -3.457 2.467
 5.00 9.00 35.00 20.00 10539.30 1.16 0.00 82.77 79.108 2.467
 5.00 9.00 20.00 24.00 14475.25 3.47 0.00 -99.37 -58.022 2.467
 5.00 9.00 24.00 28.00 1708.60 87.28 0.00 -14.28 -3.275 2.467
 5.00 9.00 28.00 32.00 14488.20 0.34 0.00 -3.07 -15.430 2.467
 5.00 11.00 31.00 37.00 9055.67 0.55 0.00 5.04 -10.295 1.651
 5.00 11.00 37.00 43.00 12657.13 0.69 0.00 85.29 -7.573 1.651
 5.00 11.00 43.00 49.00 20080.29 2.49 0.00 -13.45 -7.100 1.651
 5.00 11.00 49.00 32.00 13578.36 0.62 0.00 -75.01 24.950 1.651
 5.00 11.00 32.00 38.00 9950.92 0.05 0.00 90.25 -10.061 1.651
 5.00 11.00 38.00 44.00 16900.69 0.09 0.00 -78.68 -9.201 1.651
 5.00 11.00 44.00 50.00 21807.97 0.46 0.00 98.49 -7.123 1.651
 5.00 11.00 50.00 33.00 16023.01 0.16 0.00 -47.30 26.613 1.651
 5.00 11.00 33.00 39.00 14204.03 0.21 0.00 9.87 -12.829 1.651
 5.00 11.00 39.00 45.00 13969.82 0.07 0.00 -96.07 -6.940 1.651
 5.00 11.00 45.00 51.00 34954.27 1.87 0.00 127.98 -10.529 1.644
 5.00 11.00 51.00 34.00 19528.94 0.96 0.00 -81.24 29.311 1.644
 5.00 11.00 34.00 40.00 16220.22 0.34 0.00 6.28 -13.093 1.644
 5.00 11.00 40.00 46.00 14559.52 0.20 0.00 32.78 -6.593 1.644
 5.00 11.00 46.00 35.00 14893.23 0.53 0.00 -26.14 16.185 1.644
 5.00 11.00 35.00 41.00 14549.63 0.44 0.00 24.55 -10.578 1.644
