 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 1.00 5.00 23.00 27.00 10993.05 0.68 0.00 3.64 -23.906 4.396
 1.00 5.00 27.00 31.00 8847.78 0.16 0.00 -13.24 -11.545 4.396
 1.00 5.00 31.00 16.00 11239.55 0.06 0.00 73.69 150.321 4.396
 1.00 5.00 16.00 20.00 11913.34 0.40 0.00 -38.59 -85.086 4.396
 1.00 5.00 20.00 24.00 10603.93 0.41 0.00 -55.99 -36.221 4.396
 1.00 5.00 24.00 28.00 11358.18 0.79 0.00 -40.51 -21.554 4.396
 1.00 7.00 27.00 33.00 6814.04 0.23 0.00 58.37 -31.511 6.715
 1.00 7.00 33.00 39.00 8956.15 0.10 0.00 -138.84 -21.799 6.715
 1.00 7.00 39.00 45.00 7447.77 0.10 0.00 -35.81 -10.712 6.715
 1.00 7.00 45.00 28.00 7443.25 0.07 0.00 40.72 55.634 6.715
 1.00 7.00 28.00 34.00 6705.63 0.00 0.00 40.74 -27.578 6.715
 1.00 7.00 34.00 40.00 8944.34 0.05 0.00 -10.37 -19.807 6.715
 1.00 7.00 40.00 46.00 7172.95 0.05 0.00 79.50 -9.531 6.715
 1.00 7.00 46.00 29.00 7706.73 0.09 0.00 -59.11 52.068 6.715
 1.00 7.00 29.00 35.00 7753.89 0.09 0.00 84.59 -28.489 6.715
 1.00 7.00 35.00 41.00 7606.36 0.04 0.00 -55.87 -15.371 6.715
 1.00 7.00 41.00 47.00 11646.69 4.43 0.00 29.79 -14.361 6.732
 1.00 7.00 47.00 30.00 8274.23 1.17 0.00 -33.63 50.838 6.732
 1.00 7.00 30.00 36.00 7275.01 0.17 0.00 -101.23 -24.040 6.732
 1.00 7.00 36.00 42.00 7896.95 0.93 0.00 179.58 -14.639 6.732
 1.00 7.00 42.00 31.00 6819.45 0.47 0.00 -89.02 30.338 6.732
 1.00 7.00 31.00 37.00 6756.74 0.07 0.00 -71.73 -20.109 6.732
 1.00 7.00 37.00 43.00 7243.92 0.07 0.00 74.79 -12.319 6.732
 1.00 7.00 43.00 32.00 7626.37 0.04 0.00 92.24 30.835 6.732
 1.00 7.00 32.00 38.00 7365.54 0.12 0.00 -98.08 -19.815 6.732
 1.00 7.00 38.00 44.00 8329.33 0.15 0.00 11.06 -13.028 6.732
 1.00 9.00 41.00 49.00 13464.53 1.48 0.00 1.16 -41.867 9.378
 1.00 9.00 49.00 57.00 17715.01 1.77 0.00 -6.22 -31.476 9.378
 1.00 9.00 57.00 42.00 14942.24 0.33 0.00 80.00 65.490 9.378
 1.00 9.00 42.00 50.00 14501.13 0.30 0.00 -58.43 -41.786 9.378
 1.00 9.00 50.00 58.00 15590.79 0.39 0.00 72.19 -26.010 9.378
 1.00 9.00 58.00 43.00 15251.73 0.11 0.00 -100.56 62.325 9.378
 1.00 9.00 43.00 51.00 15516.08 0.17 0.00 -34.04 -41.515 9.378
 1.00 9.00 51.00 59.00 14250.68 0.28 0.00 100.17 -22.352 9.378
 1.00 9.00 59.00 44.00 15024.87 0.15 0.00 -60.43 57.340 9.378
 1.00 9.00 44.00 52.00 15283.61 0.08 0.00 31.04 -38.041 9.378
 1.00 9.00 52.00 60.00 465370.28 1.89 0.00 116.09 -687.513 9.383
 1.00 9.00 60.00 45.00 201773.27 1.80 0.00 -257.32 720.700 9.383
 1.00 9.00 45.00 53.00 15470.64 0.10 0.00 60.37 -35.902 9.383
 1.00 9.00 53.00 61.00 12916.34 0.49 0.00 102.41 -17.985 9.383
 1.00 9.00 61.00 46.00 15017.80 0.24 0.00 -12.41 50.252 9.383
 1.00 9.00 46.00 54.00 13887.75 0.43 0.00 -72.56 -30.083 9.383
 1.00 9.00 54.00 62.00 -28020.42 10.54 0.00 34.71 36.815 9.383
 1.00 9.00 62.00 47.00 -3532.68 34.16 0.00 44.41 -11.090 9.383
 1.00 9.00 47.00 55.00 17933.68 0.20 0.00 -1.21 -36.317 9.383
 1.00 9.00 55.00 63.00 -43906.51 7.48 0.00 31.56 54.495 9.383
 1.00 9.00 48.00 56.00 16685.21 0.78 0.00 44.28 -31.635 9.383
 2.00 4.00 5.00 7.00 11856.72 8.38 0.00 12.55 -63.582 0.063
 2.00 4.00 14.00 16.00 18721.32 0.90 0.00 38.60 -50.384 3.551
 2.00 4.00 7.00 9.00 44994.86 0.12 0.00 -2.66 -1710.553 3.135
 2.00 4.00 9.00 11.00 14597.31 0.13 0.00 -20.21 -184.980 3.135
 2.00 4.00 11.00 13.00 19119.43 0.71 0.00 -91.45 -110.130 3.135
 2.00 4.00 13.00 15.00 18886.65 0.92 0.00 -65.96 -58.579 3.135
 2.00 4.00 15.00 6.00 35851.36 0.11 0.00 62.42 4221.981 3.135
 2.00 4.00 6.00 8.00 42920.05 0.11 0.00 -84.49 -3569.291 3.135
 2.00 4.00 8.00 10.00 18392.46 1.29 0.00 163.43 -382.386 3.135
 2.00 4.00 10.00 12.00 20991.44 2.66 0.00 -108.12 -174.568 3.135
 2.00 4.00 12.00 14.00 16301.98 0.46 0.00 57.58 -67.785 3.135
 2.00 6.00 14.00 18.00 12629.34 0.14 0.00 -36.14 -333.428 7.962
 2.00 6.00 18.00 22.00 9516.99 0.22 0.00 80.97 -100.504 7.962
 2.00 6.00 22.00 26.00 9161.02 0.66 0.00 -83.83 -48.372 7.962
 2.00 6.00 26.00 30.00 7260.27 1.86 0.00 19.15 -21.906 7.962
 2.00 6.00 30.00 15.00 11412.36 0.03 0.00 -68.78 408.354 7.962
 2.00 6.00 15.00 19.00 13279.28 0.05 0.00 -25.44 -270.740 7.962
 2.00 6.00 19.00 23.00 9513.43 0.06 0.00 93.59 -83.126 7.962
 2.00 6.00 23.00 27.00 8554.00 0.41 0.00 3.91 -38.866 7.962
 2.00 6.00 27.00 31.00 8503.00 0.05 0.00 -13.70 -22.648 7.962
 2.00 6.00 16.00 20.00 12288.02 0.25 0.00 -47.74 -197.839 7.966
 2.00 6.00 20.00 24.00 9632.54 1.18 0.00 -47.36 -70.493 7.966
 2.00 6.00 24.00 28.00 8068.45 0.36 0.00 -40.61 -31.795 7.966
 2.00 6.00 28.00 32.00 6716.75 0.14 0.00 157.76 -15.881 7.966
 2.00 6.00 32.00 17.00 10720.58 0.05 0.00 -116.28 259.810 7.966
 2.00 6.00 17.00 21.00 13010.49 0.05 0.00 -14.06 -168.378 7.966
 2.00 6.00 21.00 25.00 8291.34 0.15 0.00 50.57 -51.320 7.966
 2.00 6.00 25.00 29.00 8925.60 0.08 0.00 -26.56 -30.692 7.966
 2.00 8.00 28.00 34.00 8823.70 0.44 0.00 38.17 -40.595 6.681
 2.00 8.00 34.00 40.00 10847.02 1.52 0.00 -7.70 -26.265 6.681
 2.00 8.00 40.00 46.00 9183.98 0.26 0.00 79.06 -13.141 6.681
 2.00 8.00 46.00 29.00 9824.26 0.27 0.00 -59.60 73.052 6.681
 2.00 8.00 29.00 35.00 9747.16 0.31 0.00 85.92 -39.880 6.681
 2.00 8.00 35.00 41.00 9910.16 0.37 0.00 -55.97 -21.833 6.681
 2.00 8.00 41.00 47.00 11230.07 0.55 0.00 37.46 -14.844 6.681
 2.00 8.00 47.00 30.00 9812.86 0.28 0.00 -41.30 65.956 6.681
 2.00 8.00 30.00 36.00 9447.61 0.36 0.00 -101.51 -34.533 6.681
 2.00 8.00 36.00 42.00 9819.11 0.72 0.00 180.53 -19.740 6.681
 2.00 8.00 42.00 48.00 12095.81 1.71 0.00 -79.07 -14.772 6.667
 2.00 8.00 48.00 31.00 9488.51 0.36 0.00 -12.53 57.738 6.667
 2.00 8.00 31.00 37.00 8599.04 0.03 0.00 -70.21 -28.141 6.667
 2.00 8.00 37.00 43.00 9249.00 0.11 0.00 73.71 -16.980 6.667
 2.00 8.00 43.00 32.00 9719.18 0.07 0.00 92.35 42.821 6.667
 2.00 8.00 32.00 38.00 9337.57 0.06 0.00 -97.43 -27.522 6.667
 2.00 8.00 38.00 44.00 10739.33 0.23 0.00 11.77 -18.088 6.667
 2.00 8.00 44.00 33.00 11133.95 0.03 0.00 64.21 44.583 6.667
 2.00 8.00 33.00 39.00 11566.10 0.21 0.00 -139.97 -30.816 6.667
 2.00 8.00 39.00 45.00 9491.90 0.14 0.00 -35.92 -14.703 6.667
 2.00 10.00 42.00 50.00 45389.41 51.01 0.00 -117.03 -78.862 5.240
 2.00 10.00 50.00 58.00 -41249.36 114.71 0.00 130.03 40.954 5.240
 2.00 10.00 58.00 43.00 15748.20 3.96 0.00 -98.65 38.568 5.240
 2.00 10.00 43.00 51.00 16635.74 5.90 0.00 -37.56 -26.786 5.240
 2.00 10.00 51.00 59.00 14174.23 11.00 0.00 99.49 -13.213 5.240
 2.00 10.00 59.00 44.00 15797.21 2.44 0.00 -55.61 36.071 5.240
 2.00 10.00 44.00 52.00 16484.21 5.38 0.00 28.69 -24.645 5.240
 2.00 10.00 52.00 60.00 18712.12 16.26 0.00 28.83 -16.400 5.240
 2.00 10.00 60.00 45.00 18683.30 7.31 0.00 -169.37 39.842 5.240
 2.00 10.00 45.00 53.00 17328.65 1.90 0.00 58.71 -24.100 5.240
 2.00 10.00 53.00 61.00 45307.55 50.73 0.00 77.03 -36.954 5.180
 2.00 10.00 61.00 46.00 29667.56 28.97 0.00 14.85 58.504 5.180
 2.00 10.00 46.00 54.00 19836.34 6.58 0.00 -70.58 -25.415 5.180
 2.00 10.00 54.00 62.00 19715.28 43.99 0.00 36.69 -15.156 5.180
 2.00 10.00 62.00 47.00 18758.30 14.51 0.00 40.36 34.654 5.180
 2.00 10.00 47.00 55.00 18853.39 2.55 0.00 -1.69 -22.547 5.180
 2.00 10.00 55.00 63.00 17226.75 53.70 0.00 33.07 -12.496 5.180
 2.00 10.00 63.00 48.00 18493.49 17.42 0.00 -69.14 32.053 5.180
 2.00 10.00 48.00 56.00 19449.45 7.41 0.00 45.74 -21.745 5.180
 2.00 10.00 56.00 64.00 9158.03 17.02 0.00 58.69 -6.275 5.180
 2.00 10.00 49.00 57.00 23339.85 16.31 0.00 -20.21 -24.097 5.109
 3.00 5.00 6.00 8.00 33147.58 2.07 0.00 -51.65 -177.599 0.063
 3.00 5.00 15.00 17.00 13900.29 1.43 0.00 26.47 -38.770 3.680
 3.00 5.00 8.00 10.00 22909.83 1.62 0.00 270.68 -1020.759 3.674
 3.00 5.00 10.00 12.00 27559.61 3.12 0.00 -368.56 -409.311 3.674
 3.00 5.00 12.00 14.00 21099.50 0.38 0.00 66.09 -142.439 3.674
 3.00 5.00 14.00 16.00 12389.53 0.14 0.00 40.52 -45.037 3.674
 3.00 5.00 16.00 7.00 47526.84 0.35 0.00 -6.09 6559.602 3.674
 3.00 5.00 7.00 9.00 58748.80 0.26 0.00 -45.94 -4549.655 2.920
 3.00 5.00 9.00 11.00 19876.13 0.30 0.00 85.65 -384.814 2.920
 3.00 5.00 11.00 13.00 26174.58 0.34 0.00 -93.25 -202.703 2.920
 3.00 5.00 13.00 15.00 13049.47 0.07 0.00 -66.63 -50.529 2.920
 3.00 7.00 15.00 19.00 12590.10 0.51 0.00 -29.98 -214.191 5.131
 3.00 7.00 19.00 23.00 9064.80 0.62 0.00 98.01 -61.687 5.131
 3.00 7.00 23.00 27.00 7856.75 0.40 0.00 4.22 -26.733 5.131
 3.00 7.00 27.00 31.00 8175.34 0.24 0.00 -10.76 -15.895 5.131
 3.00 7.00 31.00 16.00 10395.60 0.22 0.00 70.19 239.696 5.131
 3.00 7.00 16.00 20.00 12302.02 0.32 0.00 -38.07 -161.623 5.131
 3.00 7.00 20.00 24.00 8021.05 0.17 0.00 -56.26 -45.163 5.131
 3.00 7.00 24.00 28.00 7382.22 0.49 0.00 -40.14 -21.614 5.131
 3.00 7.00 28.00 32.00 8993.78 1.04 0.00 158.64 -15.436 5.131
 3.00 7.00 17.00 21.00 12361.26 0.47 0.00 -14.99 -129.240 5.173
 3.00 7.00 21.00 25.00 7732.40 1.72 0.00 50.55 -36.747 5.173
 3.00 7.00 25.00 29.00 7780.34 0.21 0.00 -26.47 -19.910 5.173
 3.00 7.00 29.00 33.00 6499.92 0.30 0.00 86.83 -9.980 5.173
 3.00 7.00 33.00 18.00 8467.25 0.50 0.00 -73.59 133.255 5.173
 3.00 7.00 18.00 22.00 9104.37 0.42 0.00 78.34 -76.515 5.173
 3.00 7.00 22.00 26.00 9217.15 0.90 0.00 -84.02 -37.048 5.173
 3.00 7.00 26.00 30.00 8285.51 0.35 0.00 19.88 -18.502 5.173
 3.00 9.00 29.00 35.00 11935.83 0.61 0.00 82.44 -53.827 6.549
 3.00 9.00 35.00 41.00 13003.94 1.19 0.00 -52.68 -30.866 6.549
 3.00 9.00 41.00 47.00 14079.74 0.13 0.00 37.04 -19.748 6.549
 3.00 9.00 47.00 30.00 12307.31 0.07 0.00 -40.67 89.708 6.549
 3.00 9.00 30.00 36.00 11516.61 0.10 0.00 -102.23 -46.188 6.549
 3.00 9.00 36.00 42.00 12705.87 0.77 0.00 181.70 -27.439 6.549
 3.00 9.00 42.00 48.00 15525.59 0.88 0.00 -76.30 -20.117 6.549
 3.00 9.00 48.00 31.00 11715.63 0.05 0.00 -11.28 77.189 6.549
 3.00 9.00 31.00 37.00 10741.99 0.00 0.00 -73.15 -38.488 6.549
 3.00 9.00 37.00 43.00 11594.08 0.12 0.00 73.53 -22.848 6.549
 3.00 9.00 43.00 49.00 12565.82 4.58 0.00 13.34 -15.070 6.548
 3.00 9.00 49.00 32.00 12380.42 1.01 0.00 79.07 73.984 6.548
 3.00 9.00 32.00 38.00 11867.27 0.15 0.00 -98.42 -38.141 6.548
 3.00 9.00 38.00 44.00 13526.14 0.03 0.00 12.29 -24.387 6.548
 3.00 9.00 44.00 33.00 14042.05 0.04 0.00 64.45 60.758 6.548
 3.00 9.00 33.00 39.00 14529.02 0.08 0.00 -140.39 -42.056 6.548
 3.00 9.00 39.00 45.00 12146.58 0.06 0.00 -35.63 -20.092 6.548
 3.00 9.00 45.00 34.00 13513.77 0.00 0.00 81.14 53.142 6.548
 3.00 9.00 34.00 40.00 14498.20 0.06 0.00 -9.00 -37.935 6.548
 3.00 9.00 40.00 46.00 11550.15 0.05 0.00 78.69 -17.571 6.548
 3.00 11.00 43.00 51.00 21670.33 0.65 0.00 -39.95 -24.895 3.465
 3.00 11.00 51.00 59.00 16927.22 2.46 0.00 101.48 -11.112 3.465
 3.00 11.00 59.00 44.00 20052.86 0.24 0.00 -55.40 32.472 3.465
 3.00 11.00 44.00 52.00 20510.48 0.17 0.00 29.49 -21.836 3.465
 3.00 11.00 52.00 60.00 14191.81 11.03 0.00 36.65 -8.747 3.465
 3.00 11.00 60.00 45.00 19541.21 3.42 0.00 -177.74 29.503 3.465
 3.00 11.00 45.00 53.00 21997.15 0.74 0.00 59.32 -21.745 3.465
 3.00 11.00 53.00 61.00 19735.72 1.43 0.00 105.17 -11.437 3.465
 3.00 11.00 61.00 46.00 21918.82 0.21 0.00 -13.40 30.905 3.465
 3.00 11.00 46.00 54.00 23895.32 0.25 0.00 -68.03 -21.974 3.465
 3.00 11.00 54.00 62.00 164794.70 17.76 0.00 182.78 -90.012 3.469
 3.00 11.00 62.00 47.00 81319.98 14.83 0.00 -107.48 107.390 3.469
 3.00 11.00 47.00 55.00 23545.48 0.07 0.00 0.29 -20.202 3.469
 3.00 11.00 55.00 63.00 -10872.83 6.01 0.00 16.10 5.597 3.469
 3.00 11.00 63.00 48.00 9039.30 2.44 0.00 -54.08 11.183 3.469
 3.00 11.00 48.00 56.00 22738.46 0.05 0.00 50.06 -18.210 3.469
 3.00 11.00 56.00 64.00 11796.59 2.22 0.00 55.63 -5.730 3.469
 3.00 11.00 64.00 49.00 18677.04 0.06 0.00 -97.82 21.678 3.469
 3.00 11.00 49.00 57.00 22125.24 0.90 0.00 -12.33 -16.565 3.469
 3.00 11.00 57.00 65.00 8825.92 8.36 0.00 -14.86 -4.050 3.469
 3.00 11.00 50.00 58.00 22739.42 1.32 0.00 67.02 -15.916 3.464
 4.00 6.00 7.00 9.00 22239.68 1.88 0.00 -52.37 -122.926 0.065
 4.00 6.00 16.00 18.00 13936.97 0.64 0.00 -77.71 -48.635 4.605
 4.00 6.00 9.00 11.00 18392.18 0.27 0.00 267.53 -884.677 3.967
 4.00 6.00 11.00 13.00 27678.51 0.75 0.00 -314.70 -443.785 3.967
 4.00 6.00 13.00 15.00 7392.84 0.28 0.00 -71.55 -53.879 3.967
 4.00 6.00 15.00 17.00 14618.38 0.61 0.00 37.34 -57.367 3.967
 4.00 6.00 17.00 8.00 19691.15 0.31 0.00 39.75 2933.997 3.967
 4.00 6.00 8.00 10.00 17861.21 0.81 0.00 114.93 -1879.363 3.967
 4.00 6.00 10.00 12.00 28477.53 2.91 0.00 -134.32 -749.104 3.967
 4.00 6.00 12.00 14.00 22316.92 0.52 0.00 36.49 -234.820 3.967
 4.00 6.00 14.00 16.00 8447.14 0.07 0.00 39.20 -44.441 3.967
 4.00 8.00 16.00 20.00 17053.40 0.61 0.00 -46.33 -253.946 4.491
 4.00 8.00 20.00 24.00 8098.87 4.05 0.00 -48.80 -48.241 4.491
 4.00 8.00 24.00 28.00 7166.52 0.26 0.00 -40.27 -21.344 4.491
 4.00 8.00 28.00 32.00 8517.36 0.92 0.00 158.67 -14.495 4.491
 4.00 8.00 32.00 17.00 12600.24 0.28 0.00 -116.37 254.301 4.491
 4.00 8.00 17.00 21.00 15120.14 0.21 0.00 -12.93 -173.877 4.491
 4.00 8.00 21.00 25.00 8910.80 0.54 0.00 47.90 -43.916 4.491
 4.00 8.00 25.00 29.00 9943.76 0.13 0.00 -26.59 -25.484 4.491
 4.00 8.00 29.00 33.00 8855.07 0.06 0.00 87.01 -13.303 4.491
 4.00 8.00 18.00 22.00 11369.89 0.09 0.00 76.58 -103.150 4.489
 4.00 8.00 22.00 26.00 10345.27 2.08 0.00 -83.07 -42.661 4.489
 4.00 8.00 26.00 30.00 9679.54 2.48 0.00 20.40 -21.493 4.489
 4.00 8.00 30.00 34.00 8030.33 0.03 0.00 -35.09 -10.699 4.489
 4.00 8.00 34.00 19.00 10085.00 0.22 0.00 -60.67 137.719 4.489
 4.00 8.00 19.00 23.00 11234.60 0.20 0.00 94.91 -81.928 4.489
 4.00 8.00 23.00 27.00 8656.50 0.54 0.00 3.36 -30.191 4.489
 4.00 8.00 27.00 31.00 12567.97 0.04 0.00 -9.11 -24.352 4.489
 4.00 10.00 30.00 36.00 12348.70 2.75 0.00 -109.95 -30.386 3.573
 4.00 10.00 36.00 42.00 11550.74 4.72 0.00 189.51 -14.959 3.573
 4.00 10.00 42.00 48.00 15546.80 1.33 0.00 -77.43 -11.898 3.573
 4.00 10.00 48.00 31.00 11795.92 0.43 0.00 -9.83 46.913 3.573
 4.00 10.00 31.00 37.00 10656.72 0.47 0.00 -72.85 -23.320 3.573
 4.00 10.00 37.00 43.00 11897.44 0.41 0.00 73.12 -14.019 3.573
 4.00 10.00 43.00 49.00 15702.65 0.39 0.00 18.80 -11.102 3.573
 4.00 10.00 49.00 32.00 13079.29 0.59 0.00 74.04 47.019 3.573
 4.00 10.00 32.00 38.00 11924.67 0.78 0.00 -98.55 -23.312 3.573
 4.00 10.00 38.00 44.00 13822.12 0.41 0.00 11.99 -14.862 3.573
 4.00 10.00 44.00 50.00 3843.74 586.54 0.00 5.02 -2.602 3.696
 4.00 10.00 50.00 33.00 12205.77 41.09 0.00 57.66 41.176 3.696
 4.00 10.00 33.00 39.00 14686.33 2.45 0.00 -139.64 -26.646 3.696
 4.00 10.00 39.00 45.00 12697.40 4.93 0.00 -34.74 -12.923 3.696
 4.00 10.00 45.00 34.00 14006.52 4.77 0.00 78.87 34.212 3.696
 4.00 10.00 34.00 40.00 14903.34 4.86 0.00 -6.03 -24.353 3.696
 4.00 10.00 40.00 46.00 12095.09 3.95 0.00 79.09 -11.294 3.696
 4.00 10.00 46.00 35.00 13026.31 4.68 0.00 24.91 28.918 3.696
 4.00 10.00 35.00 41.00 12484.99 6.30 0.00 -56.55 -18.441 3.696
 4.00 10.00 41.00 47.00 14801.93 4.91 0.00 37.20 -12.711 3.696
 4.00 12.00 44.00 52.00 21798.75 2.53 0.00 22.71 -30.535 4.225
 4.00 12.00 52.00 60.00 18263.46 9.21 0.00 40.24 -14.619 4.225
 4.00 12.00 60.00 45.00 22009.85 1.32 0.00 -175.22 43.458 4.225
 4.00 12.00 45.00 53.00 24418.11 0.15 0.00 57.82 -31.698 4.225
 4.00 12.00 53.00 61.00 21835.17 0.26 0.00 106.12 -16.410 4.225
 4.00 12.00 61.00 46.00 24339.83 0.05 0.00 -12.12 44.807 4.225
 4.00 12.00 46.00 54.00 26540.61 0.03 0.00 -68.51 -31.991 4.225
 4.00 12.00 54.00 62.00 14039.22 6.90 0.00 42.36 -9.920 4.225
 4.00 12.00 62.00 47.00 20132.37 2.13 0.00 32.42 34.613 4.225
 4.00 12.00 47.00 55.00 26021.54 0.12 0.00 -0.13 -29.177 4.225
 4.00 12.00 55.00 63.00 1353587.88 1.84 0.00 208.68 -898.547 4.216
 4.00 12.00 63.00 48.00 573493.13 1.79 0.00 -246.84 920.431 4.216
 4.00 12.00 48.00 56.00 24215.58 0.21 0.00 50.24 -25.251 4.216
 4.00 12.00 56.00 64.00 21593.31 0.38 0.00 55.94 -13.510 4.216
 4.00 12.00 64.00 49.00 24823.39 0.24 0.00 -97.81 37.323 4.216
 4.00 12.00 49.00 57.00 26829.37 0.43 0.00 -13.31 -26.114 4.216
 4.00 12.00 57.00 65.00 -6910.88 13.04 0.00 -13.93 4.080 4.216
 4.00 12.00 65.00 50.00 14648.81 1.60 0.00 37.78 20.664 4.216
 4.00 12.00 50.00 58.00 28065.89 0.62 0.00 70.79 -25.538 4.216
 4.00 12.00 58.00 66.00 15937.95 0.76 0.00 -108.36 -8.889 4.216
 4.00 12.00 51.00 59.00 19656.75 4.29 0.00 91.07 -16.775 4.223
 5.00 7.00 8.00 10.00 6356.85 4.64 0.00 155.15 -53.064 0.098
 5.00 7.00 17.00 19.00 12261.98 0.62 0.00 -67.87 -42.363 4.558
 5.00 7.00 10.00 12.00 22159.50 0.39 0.00 36.29 -1123.150 4.180
 5.00 7.00 12.00 14.00 19223.05 0.43 0.00 -201.30 -324.772 4.180
 5.00 7.00 14.00 16.00 9163.02 0.67 0.00 38.00 -70.368 4.180
 5.00 7.00 16.00 18.00 12318.73 0.38 0.00 -74.23 -50.939 4.180
 5.00 7.00 18.00 9.00 14075.86 0.41 0.00 13.69 2209.987 4.180
 5.00 7.00 9.00 11.00 12547.39 0.39 0.00 200.05 -1391.167 4.180
 5.00 7.00 11.00 13.00 22645.67 0.40 0.00 -194.19 -627.698 4.180
 5.00 7.00 13.00 15.00 9179.80 0.70 0.00 -75.44 -101.779 4.180
 5.00 7.00 15.00 17.00 11879.89 0.21 0.00 37.80 -65.858 4.180
 5.00 9.00 17.00 21.00 20019.52 0.09 0.00 -13.58 -362.653 5.463
 5.00 9.00 21.00 25.00 12650.42 0.32 0.00 47.54 -91.665 5.463
 5.00 9.00 25.00 29.00 13551.50 0.04 0.00 -31.86 -49.097 5.463
 5.00 9.00 29.00 33.00 11937.68 0.05 0.00 92.67 -24.714 5.463
 5.00 9.00 33.00 18.00 14192.43 0.05 0.00 -74.02 348.445 5.463
 5.00 9.00 18.00 22.00 14753.44 0.04 0.00 78.92 -206.390 5.463
 5.00 9.00 22.00 26.00 15578.79 0.34 0.00 -86.22 -93.401 5.463
 5.00 9.00 26.00 30.00 10947.15 0.49 0.00 21.24 -34.129 5.463
 5.00 9.00 30.00 34.00 11974.86 0.15 0.00 -35.26 -21.885 5.463
 5.00 9.00 19.00 23.00 14483.63 0.09 0.00 93.24 -159.775 5.458
 5.00 9.00 23.00 27.00 13997.00 0.60 0.00 4.48 -70.185 5.458
 5.00 9.00 27.00 31.00 15063.52 0.35 0.00 -10.52 -40.672 5.458
 5.00 9.00 31.00 35.00 9666.65 0.35 0.00 71.18 -15.660 5.458
 5.00 9.00 35.00 20.00 12498.03 0.37 0.00 -35.86 207.530 5.458
 5.00 9.00 20.00 24.00 12593.04 0.40 0.00 -60.01 -111.667 5.458
 5.00 9.00 24.00 28.00 12087.55 0.41 0.00 -39.60 -51.262 5.458
 5.00 9.00 28.00 32.00 24399.57 0.51 0.00 159.42 -57.487 5.458
 5.00 11.00 31.00 37.00 14224.38 0.23 0.00 -73.64 -30.758 3.140
 5.00 11.00 37.00 43.00 15488.17 0.76 0.00 73.41 -17.627 3.140
 5.00 11.00 43.00 49.00 20977.52 0.22 0.00 18.12 -14.107 3.140
 5.00 11.00 49.00 32.00 17302.60 0.03 0.00 74.33 60.471 3.140
 5.00 11.00 32.00 38.00 15642.33 0.03 0.00 -98.22 -30.080 3.140
 5.00 11.00 38.00 44.00 18443.88 0.20 0.00 12.03 -19.098 3.140
 5.00 11.00 44.00 50.00 22516.69 0.25 0.00 24.32 -13.989 3.140
 5.00 11.00 50.00 33.00 19634.28 0.11 0.00 40.86 62.026 3.140
 5.00 11.00 33.00 39.00 19398.78 0.11 0.00 -141.65 -33.326 3.140
 5.00 11.00 39.00 45.00 16415.39 0.13 0.00 -35.70 -15.511 3.140
 5.00 11.00 45.00 51.00 27983.56 0.99 0.00 66.02 -16.101 3.141
 5.00 11.00 51.00 34.00 20103.05 0.22 0.00 14.78 57.633 3.141
 5.00 11.00 34.00 40.00 19173.48 0.40 0.00 -7.11 -29.563 3.141
 5.00 11.00 40.00 46.00 15980.06 0.26 0.00 78.02 -13.822 3.141
 5.00 11.00 46.00 35.00 16911.47 0.30 0.00 27.01 35.104 3.141
 5.00 11.00 35.00 41.00 16755.01 0.41 0.00 -57.03 -23.267 3.141
