 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 1.00 5.00 16.00 20.00 9508.56 0.72 0.00 -31.47 -43.812 2.836
 1.00 5.00 20.00 24.00 -147281.02 12.93 0.00 -53.74 324.557 2.836
 1.00 5.00 24.00 28.00 310426.88 11.29 0.00 -68.64 -380.041 2.836
 1.00 7.00 27.00 33.00 6938.41 0.19 0.00 -9.22 -21.852 4.573
 1.00 7.00 33.00 39.00 7002.86 0.08 0.00 -109.54 -11.608 4.573
 1.00 7.00 39.00 45.00 7261.35 0.26 0.00 -0.23 -7.112 4.573
 1.00 7.00 45.00 28.00 6876.29 0.18 0.00 20.11 35.003 4.573
 1.00 7.00 28.00 34.00 6113.40 0.34 0.00 -1.50 -17.123 4.573
 1.00 7.00 34.00 40.00 8245.23 0.20 0.00 -12.53 -12.435 4.573
 1.00 7.00 40.00 46.00 7000.46 0.30 0.00 121.56 -6.335 4.573
 1.00 7.00 46.00 29.00 7024.19 0.10 0.00 -39.35 32.320 4.573
 1.00 7.00 29.00 35.00 6836.29 0.17 0.00 -39.91 -17.106 4.573
 1.00 7.00 35.00 41.00 7066.21 0.06 0.00 53.88 -9.725 4.573
 1.00 7.00 41.00 47.00 11200.09 0.77 0.00 15.76 -9.376 4.570
 1.00 7.00 47.00 30.00 7349.97 0.20 0.00 -61.49 30.659 4.570
 1.00 7.00 30.00 36.00 5765.41 0.11 0.00 -40.97 -12.934 4.570
 1.00 7.00 36.00 42.00 7774.91 2.54 0.00 266.06 -9.785 4.570
 1.00 7.00 42.00 31.00 5221.99 1.55 0.00 -222.63 15.772 4.570
 1.00 7.00 31.00 37.00 4374.18 0.20 0.00 -25.11 -8.838 4.570
 1.00 7.00 37.00 43.00 7196.95 0.35 0.00 108.26 -8.309 4.570
 1.00 7.00 43.00 32.00 6227.16 0.18 0.00 33.68 17.093 4.570
 1.00 7.00 32.00 38.00 5274.90 0.08 0.00 -45.61 -9.634 4.570
 1.00 7.00 38.00 44.00 8158.30 0.12 0.00 -26.06 -8.663 4.570
 1.00 9.00 41.00 49.00 62891.90 9.03 0.00 25.95 -144.501 6.929
 1.00 9.00 49.00 57.00 -69897.50 14.20 0.00 -7.06 91.770 6.929
 1.00 9.00 57.00 42.00 16676.00 2.10 0.00 159.89 54.008 6.929
 1.00 9.00 42.00 50.00 16401.92 2.04 0.00 -153.87 -34.924 6.929
 1.00 9.00 50.00 58.00 16164.92 1.45 0.00 50.33 -19.927 6.929
 1.00 9.00 58.00 43.00 14646.39 0.11 0.00 -35.30 44.225 6.929
 1.00 9.00 43.00 51.00 15046.92 0.03 0.00 -98.76 -29.749 6.929
 1.00 9.00 51.00 59.00 12567.23 1.41 0.00 84.79 -14.565 6.929
 1.00 9.00 59.00 44.00 14087.02 0.63 0.00 -23.82 39.725 6.929
 1.00 9.00 44.00 52.00 12460.94 2.56 0.00 -7.67 -22.918 6.929
 1.00 9.00 52.00 60.00 478478.28 5.10 0.00 19.25 -519.030 6.890
 1.00 9.00 60.00 45.00 204883.64 4.91 0.00 -111.60 537.336 6.890
 1.00 9.00 45.00 53.00 13274.04 0.60 0.00 33.31 -22.619 6.890
 1.00 9.00 53.00 61.00 12517.48 0.23 0.00 109.44 -12.798 6.890
 1.00 9.00 61.00 46.00 13430.90 0.54 0.00 -15.81 32.999 6.890
 1.00 9.00 46.00 54.00 12349.40 0.76 0.00 -53.51 -19.642 6.890
 1.00 9.00 54.00 62.00 13056.76 1.98 0.00 -60.89 -12.596 6.890
 1.00 9.00 62.00 47.00 11931.53 0.41 0.00 107.07 27.503 6.890
 1.00 9.00 47.00 55.00 16969.97 1.50 0.00 9.82 -25.233 6.890
 1.00 9.00 55.00 63.00 -44246.17 3.52 0.00 -35.86 40.323 6.890
 1.00 9.00 48.00 56.00 20912.14 0.45 0.00 34.51 -29.212 6.913
 2.00 4.00 5.00 7.00 11824.62 7.38 0.00 28.61 -55.449 0.055
 2.00 4.00 14.00 16.00 25928.27 0.16 0.00 49.20 -50.829 2.587
 2.00 4.00 7.00 9.00 46932.18 0.27 0.00 -32.24 -1478.803 2.598
 2.00 4.00 9.00 11.00 11589.53 0.11 0.00 -4.08 -121.726 2.598
 2.00 4.00 11.00 13.00 22407.30 1.41 0.00 -114.63 -106.976 2.598
 2.00 4.00 13.00 15.00 32151.10 1.00 0.00 72.11 -82.651 2.598
 2.00 4.00 15.00 6.00 35725.48 0.27 0.00 -54.75 3487.021 2.598
 2.00 4.00 6.00 8.00 42516.53 0.27 0.00 -35.05 -2930.525 2.598
 2.00 4.00 8.00 10.00 18676.84 0.26 0.00 67.89 -321.833 2.598
 2.00 4.00 10.00 12.00 20742.75 0.46 0.00 -86.37 -142.973 2.598
 2.00 4.00 12.00 14.00 15068.63 0.92 0.00 44.32 -51.932 2.598
 2.00 6.00 14.00 18.00 12599.36 0.07 0.00 -70.58 -299.636 7.172
 2.00 6.00 18.00 22.00 9076.53 0.08 0.00 19.34 -86.343 7.172
 2.00 6.00 22.00 26.00 13470.51 3.08 0.00 32.04 -64.071 7.172
 2.00 6.00 26.00 30.00 1136.79 63.94 0.00 -49.15 -3.090 7.172
 2.00 6.00 30.00 15.00 11502.17 0.06 0.00 134.17 370.735 7.172
 2.00 6.00 15.00 19.00 13237.84 0.07 0.00 -214.44 -243.119 7.172
 2.00 6.00 19.00 23.00 9431.35 0.12 0.00 109.31 -74.233 7.172
 2.00 6.00 23.00 27.00 9379.58 0.16 0.00 33.90 -38.389 7.172
 2.00 6.00 27.00 31.00 9444.79 0.12 0.00 -61.70 -22.661 7.172
 2.00 6.00 16.00 20.00 11870.56 0.62 0.00 -36.68 -171.936 7.167
 2.00 6.00 20.00 24.00 -26341.97 18.02 0.00 -56.32 173.429 7.167
 2.00 6.00 24.00 28.00 77111.82 11.05 0.00 -61.03 -273.369 7.167
 2.00 6.00 28.00 32.00 7892.85 0.31 0.00 152.52 -16.789 7.167
 2.00 6.00 32.00 17.00 11010.79 0.03 0.00 -15.84 240.061 7.167
 2.00 6.00 17.00 21.00 13086.62 0.10 0.00 -15.35 -152.366 7.167
 2.00 6.00 21.00 25.00 8629.82 0.13 0.00 -101.64 -48.054 7.167
 2.00 6.00 25.00 29.00 10329.39 0.19 0.00 47.71 -31.954 7.167
 2.00 8.00 28.00 34.00 8117.13 0.12 0.00 -3.08 -28.151 5.036
 2.00 8.00 34.00 40.00 10627.08 0.14 0.00 -10.62 -19.397 5.036
 2.00 8.00 40.00 46.00 9226.67 0.59 0.00 120.35 -9.952 5.036
 2.00 8.00 46.00 29.00 9228.43 0.00 0.00 -40.55 51.728 5.036
 2.00 8.00 29.00 35.00 8780.78 0.00 0.00 -37.98 -27.082 5.036
 2.00 8.00 35.00 41.00 9668.98 0.08 0.00 53.07 -16.057 5.036
 2.00 8.00 41.00 47.00 11591.31 0.38 0.00 19.02 -11.550 5.036
 2.00 8.00 47.00 30.00 9002.00 0.08 0.00 -62.67 45.610 5.036
 2.00 8.00 30.00 36.00 7631.08 0.00 0.00 -41.96 -21.026 5.036
 2.00 8.00 36.00 42.00 9994.71 0.84 0.00 266.11 -15.146 5.036
 2.00 8.00 42.00 48.00 12545.72 2.10 0.00 -179.28 -11.550 5.026
 2.00 8.00 48.00 31.00 7998.78 0.05 0.00 -45.83 36.693 5.026
 2.00 8.00 31.00 37.00 5689.67 0.09 0.00 -23.18 -14.037 5.026
 2.00 8.00 37.00 43.00 9506.46 0.33 0.00 108.28 -13.157 5.026
 2.00 8.00 43.00 32.00 8142.00 0.22 0.00 31.84 27.043 5.026
 2.00 8.00 32.00 38.00 6818.47 0.36 0.00 -44.95 -15.151 5.026
 2.00 8.00 38.00 44.00 10881.92 0.14 0.00 -24.81 -13.817 5.026
 2.00 8.00 44.00 33.00 9670.02 0.18 0.00 7.71 29.191 5.026
 2.00 8.00 33.00 39.00 9334.90 0.10 0.00 -109.19 -18.750 5.026
 2.00 8.00 39.00 45.00 9568.97 0.05 0.00 0.69 -11.174 5.026
 2.00 10.00 42.00 50.00 15225.86 0.33 0.00 -157.47 -20.256 4.012
 2.00 10.00 50.00 58.00 15303.02 1.32 0.00 53.28 -11.633 4.012
 2.00 10.00 58.00 43.00 15329.07 0.07 0.00 -36.03 28.745 4.012
 2.00 10.00 43.00 51.00 15634.81 0.10 0.00 -98.43 -19.276 4.012
 2.00 10.00 51.00 59.00 14206.20 0.45 0.00 85.93 -10.140 4.012
 2.00 10.00 59.00 44.00 15281.61 0.25 0.00 -25.62 26.718 4.012
 2.00 10.00 44.00 52.00 15514.46 0.46 0.00 -5.45 -17.761 4.012
 2.00 10.00 52.00 60.00 10740.89 7.42 0.00 -43.87 -7.208 4.012
 2.00 10.00 60.00 45.00 14680.51 2.44 0.00 -50.96 23.971 4.012
 2.00 10.00 45.00 53.00 16634.00 0.16 0.00 34.52 -17.714 4.012
 2.00 10.00 53.00 61.00 15419.82 1.18 0.00 107.55 -9.700 3.996
 2.00 10.00 61.00 46.00 16877.72 0.60 0.00 -17.15 25.670 3.996
 2.00 10.00 46.00 54.00 17882.48 0.56 0.00 -50.82 -17.671 3.996
 2.00 10.00 54.00 62.00 13747.62 0.99 0.00 -60.30 -8.151 3.996
 2.00 10.00 62.00 47.00 15348.77 0.13 0.00 103.97 21.870 3.996
 2.00 10.00 47.00 55.00 18149.91 0.11 0.00 12.93 -16.741 3.996
 2.00 10.00 55.00 63.00 -28.42 6467.15 0.00 -21.96 0.016 3.996
 2.00 10.00 63.00 48.00 10448.67 7.58 0.00 -5.72 13.968 3.996
 2.00 10.00 48.00 56.00 17816.66 0.16 0.00 34.67 -15.364 3.996
 2.00 10.00 56.00 64.00 9221.08 0.10 0.00 76.34 -4.873 3.996
 2.00 10.00 49.00 57.00 17440.31 1.50 0.00 -2.66 -14.050 3.987
 3.00 5.00 6.00 8.00 27467.70 6.24 0.00 5.86 -112.767 0.048
 3.00 5.00 15.00 17.00 13756.73 0.41 0.00 -34.49 -25.998 2.494
 3.00 5.00 8.00 10.00 25434.05 0.26 0.00 133.58 -774.588 2.512
 3.00 5.00 10.00 12.00 34369.18 0.53 0.00 -309.71 -348.901 2.512
 3.00 5.00 12.00 14.00 19228.19 0.21 0.00 44.69 -88.726 2.512
 3.00 5.00 14.00 16.00 14216.88 0.95 0.00 50.01 -35.324 2.512
 3.00 5.00 16.00 7.00 54702.80 0.08 0.00 44.35 5160.615 2.512
 3.00 5.00 7.00 9.00 67412.54 0.08 0.00 -62.65 -4491.006 2.512
 3.00 5.00 9.00 11.00 25215.73 0.16 0.00 74.13 -419.966 2.512
 3.00 5.00 11.00 13.00 27067.43 0.45 0.00 -113.09 -180.323 2.512
 3.00 5.00 13.00 15.00 16126.89 0.62 0.00 73.87 -53.718 2.512
 3.00 7.00 15.00 19.00 12785.69 0.08 0.00 -216.87 -158.018 3.727
 3.00 7.00 19.00 23.00 7740.11 0.58 0.00 111.45 -38.264 3.727
 3.00 7.00 23.00 27.00 7713.90 0.23 0.00 32.53 -19.067 3.727
 3.00 7.00 27.00 31.00 8923.25 0.23 0.00 -61.02 -12.604 3.727
 3.00 7.00 31.00 16.00 10244.40 0.24 0.00 119.79 171.596 3.727
 3.00 7.00 16.00 20.00 12423.12 0.11 0.00 -32.91 -118.568 3.727
 3.00 7.00 20.00 24.00 25237.51 4.14 0.00 -88.70 -103.231 3.727
 3.00 7.00 24.00 28.00 -28001.39 7.37 0.00 -34.97 59.559 3.727
 3.00 7.00 28.00 32.00 7618.07 0.55 0.00 154.38 -9.499 3.727
 3.00 7.00 17.00 21.00 11976.30 0.29 0.00 -17.49 -89.783 3.709
 3.00 7.00 21.00 25.00 7169.35 0.69 0.00 -100.54 -24.430 3.709
 3.00 7.00 25.00 29.00 7960.44 0.15 0.00 45.04 -14.606 3.709
 3.00 7.00 29.00 33.00 6531.55 0.46 0.00 25.57 -7.191 3.709
 3.00 7.00 33.00 18.00 8101.38 0.29 0.00 -53.66 91.420 3.709
 3.00 7.00 18.00 22.00 8519.03 0.44 0.00 18.38 -51.337 3.709
 3.00 7.00 22.00 26.00 18513.87 2.62 0.00 31.41 -53.358 3.709
 3.00 7.00 26.00 30.00 -7621.42 11.34 0.00 -47.11 12.203 3.709
 3.00 9.00 29.00 35.00 11778.19 0.52 0.00 -38.45 -41.218 5.082
 3.00 9.00 35.00 41.00 9359.42 1.57 0.00 53.01 -17.239 5.082
 3.00 9.00 41.00 47.00 14174.18 0.24 0.00 19.11 -15.427 5.082
 3.00 9.00 47.00 30.00 10865.44 0.10 0.00 -60.61 61.457 5.082
 3.00 9.00 30.00 36.00 9188.13 0.28 0.00 -42.48 -28.595 5.082
 3.00 9.00 36.00 42.00 13340.74 1.15 0.00 264.05 -22.356 5.082
 3.00 9.00 42.00 48.00 13084.80 1.96 0.00 -174.16 -13.156 5.082
 3.00 9.00 48.00 31.00 9536.09 0.16 0.00 -47.82 48.755 5.082
 3.00 9.00 31.00 37.00 6987.23 0.17 0.00 -21.71 -19.427 5.082
 3.00 9.00 37.00 43.00 11429.77 0.21 0.00 106.98 -17.478 5.082
 3.00 9.00 43.00 49.00 164934.09 10.41 0.00 -11.54 -152.860 5.060
 3.00 9.00 49.00 32.00 40861.23 8.36 0.00 42.87 188.697 5.060
 3.00 9.00 32.00 38.00 8116.25 0.40 0.00 -45.46 -20.158 5.060
 3.00 9.00 38.00 44.00 13136.78 0.48 0.00 -25.12 -18.303 5.060
 3.00 9.00 44.00 33.00 11545.73 0.47 0.00 9.02 38.605 5.060
 3.00 9.00 33.00 39.00 10964.59 0.60 0.00 -109.61 -24.527 5.060
 3.00 9.00 39.00 45.00 12220.37 0.40 0.00 1.17 -15.620 5.060
 3.00 9.00 45.00 34.00 12627.55 0.17 0.00 12.46 38.374 5.060
 3.00 9.00 34.00 40.00 13322.17 0.19 0.00 -5.90 -26.937 5.060
 3.00 9.00 40.00 46.00 11165.93 0.14 0.00 118.00 -13.126 5.060
 3.00 11.00 43.00 51.00 21229.43 0.37 0.00 -99.50 -12.400 1.762
 3.00 11.00 51.00 59.00 19337.69 0.97 0.00 85.52 -6.454 1.762
 3.00 11.00 59.00 44.00 20699.40 0.46 0.00 -25.54 17.042 1.762
 3.00 11.00 44.00 52.00 20317.34 1.01 0.00 -5.54 -10.998 1.762
 3.00 11.00 52.00 60.00 6341.57 39.99 0.00 -42.12 -1.987 1.762
 3.00 11.00 60.00 45.00 16050.60 7.54 0.00 -51.73 12.321 1.762
 3.00 11.00 45.00 53.00 22537.26 0.79 0.00 34.76 -11.327 1.762
 3.00 11.00 53.00 61.00 21248.50 0.23 0.00 109.14 -6.260 1.762
 3.00 11.00 61.00 46.00 22970.31 0.43 0.00 -19.10 16.467 1.762
 3.00 11.00 46.00 54.00 23805.17 0.90 0.00 -50.79 -11.130 1.762
 3.00 11.00 54.00 62.00 4116.62 334.63 0.00 -62.73 -1.143 1.763
 3.00 11.00 62.00 47.00 15108.49 38.01 0.00 106.46 10.142 1.763
 3.00 11.00 47.00 55.00 25076.86 0.75 0.00 13.08 -10.937 1.763
 3.00 11.00 55.00 63.00 4046.96 104.15 0.00 -25.85 -1.059 1.763
 3.00 11.00 63.00 48.00 16197.25 10.84 0.00 -0.43 10.186 1.763
 3.00 11.00 48.00 56.00 24490.72 0.64 0.00 32.78 -9.970 1.763
 3.00 11.00 56.00 64.00 12517.63 0.84 0.00 76.50 -3.091 1.763
 3.00 11.00 64.00 49.00 19055.37 2.38 0.00 -88.27 11.243 1.763
 3.00 11.00 49.00 57.00 21766.86 3.45 0.00 -2.30 -8.284 1.763
 3.00 11.00 57.00 65.00 13219.54 1.23 0.00 -33.56 -3.084 1.763
 3.00 11.00 50.00 58.00 17156.95 5.25 0.00 52.16 -6.128 1.768
 4.00 6.00 7.00 9.00 17095.64 4.33 0.00 -90.01 -76.001 0.052
 4.00 6.00 16.00 18.00 16732.82 0.36 0.00 -120.54 -39.123 3.085
 4.00 6.00 9.00 11.00 24196.08 0.41 0.00 300.97 -906.045 3.088
 4.00 6.00 11.00 13.00 20348.82 2.03 0.00 -369.32 -253.993 3.088
 4.00 6.00 13.00 15.00 1213.81 7.16 0.00 70.47 -6.887 3.088
 4.00 6.00 15.00 17.00 15903.09 0.12 0.00 -30.65 -48.584 3.088
 4.00 6.00 17.00 8.00 20043.64 0.18 0.00 46.22 2324.975 3.088
 4.00 6.00 8.00 10.00 17834.73 0.19 0.00 41.97 -1460.896 3.088
 4.00 6.00 10.00 12.00 33559.56 0.09 0.00 -129.81 -687.241 3.088
 4.00 6.00 12.00 14.00 16729.36 0.71 0.00 10.95 -137.035 3.088
 4.00 6.00 14.00 16.00 3519.07 2.04 0.00 48.43 -14.413 3.088
 4.00 8.00 16.00 20.00 19975.80 0.48 0.00 -36.74 -170.760 2.578
 4.00 8.00 20.00 24.00 114822.30 4.55 0.00 -88.18 -392.616 2.578
 4.00 8.00 24.00 28.00 -222379.64 5.04 0.00 -34.01 380.195 2.578
 4.00 8.00 28.00 32.00 9956.71 0.78 0.00 154.86 -9.727 2.578
 4.00 8.00 32.00 17.00 11996.83 0.38 0.00 -11.87 138.991 2.578
 4.00 8.00 17.00 21.00 14552.07 0.33 0.00 -19.13 -96.065 2.578
 4.00 8.00 21.00 25.00 7344.30 0.63 0.00 -99.53 -20.778 2.578
 4.00 8.00 25.00 29.00 9760.00 0.60 0.00 42.31 -14.359 2.578
 4.00 8.00 29.00 33.00 9095.32 0.12 0.00 26.79 -7.844 2.578
 4.00 8.00 18.00 22.00 10613.30 0.04 0.00 16.77 -55.551 2.590
 4.00 8.00 22.00 26.00 22557.91 5.51 0.00 34.54 -53.668 2.590
 4.00 8.00 26.00 30.00 -16027.97 13.13 0.00 -50.79 20.533 2.590
 4.00 8.00 30.00 34.00 6194.01 1.41 0.00 -44.43 -4.761 2.590
 4.00 8.00 34.00 19.00 8561.75 0.53 0.00 -35.95 67.454 2.590
 4.00 8.00 19.00 23.00 9527.43 0.54 0.00 109.09 -40.085 2.590
 4.00 8.00 23.00 27.00 6808.34 0.57 0.00 31.23 -13.700 2.590
 4.00 8.00 27.00 31.00 12787.68 0.11 0.00 -61.12 -14.295 2.590
 4.00 10.00 30.00 36.00 12113.02 3.62 0.00 -47.03 -19.140 2.295
 4.00 10.00 36.00 42.00 6822.77 16.52 0.00 265.62 -5.674 2.295
 4.00 10.00 42.00 48.00 13735.01 5.19 0.00 -171.20 -6.750 2.295
 4.00 10.00 48.00 31.00 9348.31 0.49 0.00 -49.52 23.875 2.295
 4.00 10.00 31.00 37.00 6733.98 0.39 0.00 -18.96 -9.463 2.295
 4.00 10.00 37.00 43.00 11445.00 0.14 0.00 106.03 -8.660 2.295
 4.00 10.00 43.00 49.00 15641.13 2.91 0.00 -15.94 -7.101 2.295
 4.00 10.00 49.00 32.00 10894.50 0.71 0.00 47.73 25.150 2.295
 4.00 10.00 32.00 38.00 8188.15 0.62 0.00 -46.34 -10.279 2.295
 4.00 10.00 38.00 44.00 12969.88 0.18 0.00 -25.69 -8.955 2.295
 4.00 10.00 44.00 50.00 24618.60 4.03 0.00 20.60 -10.330 2.291
 4.00 10.00 50.00 33.00 14232.12 1.63 0.00 -10.91 29.756 2.291
 4.00 10.00 33.00 39.00 11118.06 0.16 0.00 -109.89 -12.502 2.291
 4.00 10.00 39.00 45.00 11692.13 0.49 0.00 1.40 -7.375 2.291
 4.00 10.00 45.00 34.00 12420.08 0.40 0.00 12.18 18.802 2.291
 4.00 10.00 34.00 40.00 12982.12 0.44 0.00 -3.98 -13.147 2.291
 4.00 10.00 40.00 46.00 11210.00 0.31 0.00 115.98 -6.487 2.291
 4.00 10.00 46.00 35.00 11788.34 0.44 0.00 -76.49 16.219 2.291
 4.00 10.00 35.00 41.00 11805.64 0.63 0.00 49.20 -10.807 2.291
 4.00 10.00 41.00 47.00 13767.99 0.16 0.00 20.28 -7.328 2.291
 4.00 12.00 44.00 52.00 45243.77 4.61 0.00 -7.11 -32.800 2.186
 4.00 12.00 52.00 60.00 -24157.10 21.45 0.00 -43.13 10.007 2.186
 4.00 12.00 60.00 45.00 21309.68 4.15 0.00 -48.66 21.776 2.186
 4.00 12.00 45.00 53.00 25865.77 1.21 0.00 34.17 -17.378 2.186
 4.00 12.00 53.00 61.00 23405.91 0.63 0.00 108.83 -9.104 2.186
 4.00 12.00 61.00 46.00 25988.46 0.53 0.00 -18.78 24.761 2.186
 4.00 12.00 46.00 54.00 27630.92 1.28 0.00 -49.64 -17.237 2.186
 4.00 12.00 54.00 62.00 20610.93 0.10 0.00 -61.35 -7.537 2.186
 4.00 12.00 62.00 47.00 23078.24 0.85 0.00 104.11 20.535 2.186
 4.00 12.00 47.00 55.00 27370.06 0.18 0.00 13.62 -15.883 2.186
 4.00 12.00 55.00 63.00 2085963.25 1.45 0.00 150.46 -720.312 2.193
 4.00 12.00 63.00 48.00 877141.75 1.42 0.00 -176.18 732.306 2.193
 4.00 12.00 48.00 56.00 24008.52 0.10 0.00 30.04 -13.023 2.193
 4.00 12.00 56.00 64.00 35813.68 0.76 0.00 78.35 -11.656 2.193
 4.00 12.00 64.00 49.00 45646.74 0.31 0.00 -91.03 35.702 2.193
 4.00 12.00 49.00 57.00 51984.65 0.18 0.00 0.65 -26.320 2.193
 4.00 12.00 57.00 65.00 12322.35 0.36 0.00 -33.81 -3.784 2.193
 4.00 12.00 65.00 50.00 22349.99 0.04 0.00 35.50 16.400 2.193
 4.00 12.00 50.00 58.00 26311.70 0.07 0.00 52.37 -12.454 2.193
 4.00 12.00 58.00 66.00 17940.82 0.34 0.00 -156.97 -5.205 2.193
 4.00 12.00 51.00 59.00 39869.07 3.59 0.00 83.15 -17.576 2.182
 5.00 7.00 8.00 10.00 6475.08 2.48 0.00 44.62 -51.398 0.094
 5.00 7.00 17.00 19.00 13896.07 0.30 0.00 -183.82 -30.470 2.893
 5.00 7.00 10.00 12.00 23679.42 0.05 0.00 73.84 -828.367 2.885
 5.00 7.00 12.00 14.00 14194.02 0.17 0.00 -223.46 -165.514 2.885
 5.00 7.00 14.00 16.00 6728.53 0.56 0.00 47.41 -35.664 2.885
 5.00 7.00 16.00 18.00 11850.81 0.03 0.00 -120.54 -33.823 2.885
 5.00 7.00 18.00 9.00 14436.45 0.03 0.00 93.77 1564.406 2.885
 5.00 7.00 9.00 11.00 14265.40 0.03 0.00 225.87 -1091.651 2.885
 5.00 7.00 11.00 13.00 19070.38 0.09 0.00 -253.15 -364.837 2.885
 5.00 7.00 13.00 15.00 6498.67 0.90 0.00 69.14 -49.731 2.885
 5.00 7.00 15.00 17.00 11536.62 0.22 0.00 -30.56 -44.142 2.885
 5.00 9.00 17.00 21.00 18706.22 0.12 0.00 -20.18 -222.991 3.595
 5.00 9.00 21.00 25.00 10786.47 0.34 0.00 -98.24 -51.433 3.595
 5.00 9.00 25.00 29.00 13149.12 0.29 0.00 39.84 -31.349 3.595
 5.00 9.00 29.00 33.00 11681.44 0.05 0.00 28.95 -15.914 3.595
 5.00 9.00 33.00 18.00 12937.85 0.16 0.00 -53.53 209.027 3.595
 5.00 9.00 18.00 22.00 13181.79 0.12 0.00 18.66 -121.348 3.595
 5.00 9.00 22.00 26.00 33921.78 1.23 0.00 27.94 -133.832 3.595
 5.00 9.00 26.00 30.00 -26730.94 2.68 0.00 -44.00 54.840 3.595
 5.00 9.00 30.00 34.00 8832.94 0.12 0.00 -45.38 -10.623 3.595
 5.00 9.00 19.00 23.00 12325.92 0.18 0.00 110.17 -89.656 3.599
 5.00 9.00 23.00 27.00 13315.58 0.59 0.00 28.13 -44.025 3.599
 5.00 9.00 27.00 31.00 15678.47 0.08 0.00 -60.76 -27.912 3.599
 5.00 9.00 31.00 35.00 4602.96 0.34 0.00 -5.72 -4.917 3.599
 5.00 9.00 35.00 20.00 10269.05 0.41 0.00 96.40 112.434 3.599
 5.00 9.00 20.00 24.00 79399.52 7.72 0.00 -101.35 -464.240 3.599
 5.00 9.00 24.00 28.00 -134131.39 9.56 0.00 -24.49 375.077 3.599
 5.00 9.00 28.00 32.00 14622.19 0.69 0.00 153.93 -22.716 3.599
 5.00 11.00 31.00 37.00 9307.71 0.34 0.00 -17.54 -9.853 1.537
 5.00 11.00 37.00 43.00 17313.56 0.29 0.00 105.72 -9.646 1.537
 5.00 11.00 43.00 49.00 18812.55 3.95 0.00 -15.49 -6.194 1.537
 5.00 11.00 49.00 32.00 14963.31 0.90 0.00 46.11 25.602 1.537
 5.00 11.00 32.00 38.00 11618.84 0.25 0.00 -46.05 -10.938 1.537
 5.00 11.00 38.00 44.00 19543.01 0.37 0.00 -25.03 -9.907 1.537
 5.00 11.00 44.00 50.00 23775.80 0.34 0.00 23.73 -7.231 1.537
 5.00 11.00 50.00 33.00 18247.93 0.31 0.00 -13.66 28.221 1.537
 5.00 11.00 33.00 39.00 15881.74 0.43 0.00 -110.07 -13.357 1.537
 5.00 11.00 39.00 45.00 17772.27 0.56 0.00 1.55 -8.221 1.537
 5.00 11.00 45.00 51.00 25437.64 1.34 0.00 42.14 -7.141 1.533
 5.00 11.00 51.00 34.00 19729.38 0.66 0.00 -31.27 27.597 1.533
 5.00 11.00 34.00 40.00 19001.83 0.36 0.00 -2.95 -14.295 1.533
 5.00 11.00 40.00 46.00 16632.17 0.52 0.00 115.36 -7.019 1.533
 5.00 11.00 46.00 35.00 17471.70 0.31 0.00 -76.32 17.695 1.533
 5.00 11.00 35.00 41.00 17156.00 0.08 0.00 48.55 -11.624 1.533
