 Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In  
 1.00 7.00 34.00 40.00 7470.12 0.03 0.00 4.75 -14.804 6.010
 1.00 7.00 40.00 46.00 6600.31 0.12 0.00 88.36 -7.848 6.010
 1.00 7.00 46.00 29.00 6952.40 0.04 0.00 -94.45 42.036 6.010
 1.00 7.00 29.00 35.00 7103.47 0.11 0.00 96.60 -23.357 6.010
 1.00 7.00 35.00 41.00 6572.71 0.02 0.00 -36.58 -11.886 6.010
 1.00 7.00 41.00 47.00 11793.99 3.66 0.00 38.78 -12.991 6.014
 1.00 7.00 47.00 30.00 7377.14 1.19 0.00 -64.88 40.490 6.014
 1.00 7.00 30.00 36.00 5915.55 0.16 0.00 -97.34 -17.462 6.014
 1.00 7.00 36.00 42.00 7227.30 0.85 0.00 112.56 -11.968 6.014
 1.00 7.00 42.00 31.00 4627.20 0.51 0.00 -76.33 18.388 6.014
 1.00 7.00 31.00 37.00 3753.85 0.25 0.00 70.05 -9.980 6.014
 1.00 7.00 37.00 43.00 6570.76 0.17 0.00 3.56 -9.982 6.014
 1.00 7.00 43.00 32.00 5524.08 0.20 0.00 39.37 19.951 6.014
 1.00 7.00 32.00 38.00 4576.54 0.07 0.00 -73.45 -10.998 6.014
 1.00 7.00 38.00 44.00 7563.26 0.16 0.00 -20.19 -10.567 6.014
 1.00 9.00 41.00 49.00 15272.12 1.06 0.00 1.07 -46.280 9.139
 1.00 9.00 49.00 57.00 13034.34 2.24 0.00 -29.52 -22.570 9.139
 1.00 9.00 57.00 42.00 14237.16 0.09 0.00 18.49 60.813 9.139
 1.00 9.00 42.00 50.00 13732.29 0.20 0.00 51.66 -38.565 9.139
 1.00 9.00 50.00 58.00 15090.12 0.40 0.00 41.24 -24.535 9.139
 1.00 9.00 58.00 43.00 14838.30 0.07 0.00 -96.92 59.093 9.139
 1.00 9.00 43.00 51.00 14873.33 0.07 0.00 -61.93 -38.784 9.139
 1.00 9.00 51.00 59.00 14523.09 0.23 0.00 145.19 -22.200 9.139
 1.00 9.00 59.00 44.00 14817.64 0.18 0.00 -136.61 55.111 9.139
 1.00 9.00 44.00 52.00 14791.17 0.17 0.00 52.34 -35.879 9.139
 1.00 9.00 52.00 60.00 349513.97 3.07 0.00 171.25 -502.691 9.135
 1.00 9.00 60.00 45.00 153651.05 2.86 0.00 -232.55 534.294 9.135
 1.00 9.00 45.00 53.00 15294.41 0.27 0.00 47.41 -34.554 9.135
 1.00 9.00 53.00 61.00 13246.27 0.90 0.00 65.94 -17.956 9.135
 1.00 9.00 61.00 46.00 15101.90 0.48 0.00 0.20 49.196 9.135
 1.00 9.00 46.00 54.00 15388.73 0.78 0.00 -104.38 -32.452 9.135
 1.00 9.00 54.00 62.00 -7212.27 2.35 0.00 -1.56 9.225 9.135
 1.00 9.00 62.00 47.00 5954.88 0.63 0.00 110.00 18.200 9.135
 1.00 9.00 47.00 55.00 18227.55 0.22 0.00 -37.04 -35.935 9.135
 1.00 9.00 55.00 63.00 -27993.35 4.78 0.00 13.40 33.825 9.135
 1.00 9.00 48.00 56.00 20453.04 0.14 0.00 96.02 -37.746 9.133
 2.00 4.00 5.00 7.00 13832.54 4.97 0.00 28.18 -67.502 0.057
 2.00 4.00 14.00 16.00 15875.08 0.10 0.00 130.54 -50.859 4.227
 2.00 4.00 7.00 9.00 45874.23 0.78 0.00 15.63 -1783.138 3.205
 2.00 4.00 9.00 11.00 15028.40 0.90 0.00 -36.93 -194.719 3.205
 2.00 4.00 11.00 13.00 19364.17 1.01 0.00 -82.78 -114.044 3.205
 2.00 4.00 13.00 15.00 18703.60 0.10 0.00 -30.80 -59.313 3.205
 2.00 4.00 15.00 6.00 35666.41 0.78 0.00 58.60 4294.500 3.205
 2.00 4.00 6.00 8.00 42635.38 0.78 0.00 115.37 -3625.220 3.205
 2.00 4.00 8.00 10.00 18380.05 0.77 0.00 -66.02 -390.707 3.205
 2.00 4.00 10.00 12.00 21218.92 0.90 0.00 -141.07 -180.421 3.205
 2.00 4.00 12.00 14.00 17645.45 0.92 0.00 -5.06 -75.018 3.205
 2.00 6.00 14.00 18.00 12779.63 0.12 0.00 17.18 -316.008 7.458
 2.00 6.00 18.00 22.00 9397.05 0.03 0.00 112.05 -92.946 7.458
 2.00 6.00 22.00 26.00 10316.31 0.83 0.00 -137.07 -51.019 7.458
 2.00 6.00 26.00 30.00 7217.09 2.62 0.00 57.27 -20.395 7.458
 2.00 6.00 30.00 15.00 11680.20 0.07 0.00 -9.35 391.444 7.458
 2.00 6.00 15.00 19.00 13367.62 0.05 0.00 -97.05 -255.265 7.458
 2.00 6.00 19.00 23.00 9691.02 0.15 0.00 106.65 -79.310 7.458
 2.00 6.00 23.00 27.00 9473.64 0.19 0.00 29.78 -40.316 7.458
 2.00 6.00 27.00 31.00 10401.45 0.07 0.00 -89.72 -25.948 7.458
 2.00 6.00 16.00 20.00 12350.29 0.06 0.00 -41.98 -186.218 7.461
 2.00 6.00 20.00 24.00 9600.33 0.06 0.00 -17.25 -65.797 7.461
 2.00 6.00 24.00 28.00 9437.29 0.30 0.00 -49.43 -34.828 7.461
 2.00 6.00 28.00 32.00 8670.93 0.08 0.00 79.57 -19.200 7.461
 2.00 6.00 32.00 17.00 11267.03 0.13 0.00 -54.82 255.718 7.461
 2.00 6.00 17.00 21.00 13369.74 0.16 0.00 54.43 -162.043 7.461
 2.00 6.00 21.00 25.00 8679.48 0.08 0.00 -46.73 -50.311 7.461
 2.00 6.00 25.00 29.00 9979.87 0.06 0.00 -36.24 -32.138 7.461
 2.00 8.00 28.00 34.00 8578.51 0.03 0.00 -4.93 -37.304 6.315
 2.00 8.00 34.00 40.00 9575.48 0.15 0.00 6.76 -21.916 6.315
 2.00 8.00 40.00 46.00 8583.26 0.09 0.00 87.59 -11.608 6.315
 2.00 8.00 46.00 29.00 8990.16 0.03 0.00 -94.13 63.187 6.315
 2.00 8.00 29.00 35.00 9058.35 0.09 0.00 99.72 -35.031 6.315
 2.00 8.00 35.00 41.00 8723.75 0.03 0.00 -38.84 -18.166 6.315
 2.00 8.00 41.00 47.00 10654.31 0.26 0.00 39.49 -13.312 6.315
 2.00 8.00 47.00 30.00 8597.07 0.10 0.00 -65.56 54.618 6.315
 2.00 8.00 30.00 36.00 7882.32 0.03 0.00 -97.64 -27.233 6.315
 2.00 8.00 36.00 42.00 8982.33 0.32 0.00 116.82 -17.068 6.315
 2.00 8.00 42.00 48.00 11747.80 0.59 0.00 -56.53 -13.582 6.312
 2.00 8.00 48.00 31.00 7170.14 0.12 0.00 -23.92 41.307 6.312
 2.00 8.00 31.00 37.00 4826.17 0.10 0.00 65.84 -14.953 6.312
 2.00 8.00 37.00 43.00 8515.91 0.08 0.00 5.60 -14.801 6.312
 2.00 8.00 43.00 32.00 7125.25 0.07 0.00 40.67 29.721 6.312
 2.00 8.00 32.00 38.00 5850.03 0.10 0.00 -74.06 -16.325 6.312
 2.00 8.00 38.00 44.00 9917.58 0.03 0.00 -17.49 -15.814 6.312
 2.00 8.00 44.00 33.00 8567.36 0.10 0.00 100.45 32.479 6.312
 2.00 8.00 33.00 39.00 8074.90 0.07 0.00 -114.00 -20.368 6.312
 2.00 8.00 39.00 45.00 8790.27 0.10 0.00 1.85 -12.891 6.312
 2.00 10.00 42.00 50.00 12894.28 4.26 0.00 45.05 -20.971 4.905
 2.00 10.00 50.00 58.00 19253.30 4.78 0.00 36.24 -17.894 4.905
 2.00 10.00 58.00 43.00 15573.16 0.11 0.00 -91.37 35.702 4.905
 2.00 10.00 43.00 51.00 15546.56 0.14 0.00 -58.98 -23.433 4.905
 2.00 10.00 51.00 59.00 15119.74 0.09 0.00 135.38 -13.194 4.905
 2.00 10.00 59.00 44.00 15563.79 0.06 0.00 -126.64 33.267 4.905
 2.00 10.00 44.00 52.00 15596.50 0.13 0.00 51.70 -21.828 4.905
 2.00 10.00 52.00 60.00 11165.25 5.22 0.00 76.36 -9.160 4.905
 2.00 10.00 60.00 45.00 14968.59 1.77 0.00 -139.94 29.880 4.905
 2.00 10.00 45.00 53.00 16819.57 0.12 0.00 45.42 -21.897 4.905
 2.00 10.00 53.00 61.00 14895.65 0.75 0.00 66.10 -11.475 4.893
 2.00 10.00 61.00 46.00 16775.74 0.35 0.00 2.34 31.244 4.893
 2.00 10.00 46.00 54.00 18290.12 0.25 0.00 -103.61 -22.132 4.893
 2.00 10.00 54.00 62.00 9974.19 6.81 0.00 8.06 -7.242 4.893
 2.00 10.00 62.00 47.00 14318.70 1.99 0.00 101.94 24.983 4.893
 2.00 10.00 47.00 55.00 18809.21 0.06 0.00 -34.07 -21.244 4.893
 2.00 10.00 55.00 63.00 1531.79 101.72 0.00 16.00 -1.049 4.893
 2.00 10.00 63.00 48.00 11397.92 5.96 0.00 -83.61 18.657 4.893
 2.00 10.00 48.00 56.00 18268.75 0.02 0.00 94.04 -19.290 4.893
 2.00 10.00 56.00 64.00 9907.88 0.24 0.00 59.25 -6.412 4.893
 2.00 10.00 49.00 57.00 17183.38 0.28 0.00 -26.66 -16.991 4.893
 3.00 5.00 6.00 8.00 39609.67 4.71 0.00 129.39 -157.991 0.047
 3.00 5.00 15.00 17.00 13591.68 0.61 0.00 12.50 -34.471 3.346
 3.00 5.00 8.00 10.00 22877.45 0.21 0.00 74.25 -919.070 3.313
 3.00 5.00 10.00 12.00 28569.74 0.55 0.00 -372.48 -382.583 3.313
 3.00 5.00 12.00 14.00 21892.38 0.39 0.00 -1.42 -133.257 3.313
 3.00 5.00 14.00 16.00 11722.61 0.13 0.00 127.89 -38.422 3.313
 3.00 5.00 16.00 7.00 48866.32 0.30 0.00 -7.73 6081.177 3.313
 3.00 5.00 7.00 9.00 60488.00 0.30 0.00 -31.12 -5315.673 3.313
 3.00 5.00 9.00 11.00 20729.27 0.09 0.00 67.76 -424.175 3.086
 3.00 5.00 11.00 13.00 26352.83 0.08 0.00 -79.59 -215.699 3.086
 3.00 5.00 13.00 15.00 12470.67 0.17 0.00 -34.37 -51.037 3.086
 3.00 7.00 15.00 19.00 12895.90 0.11 0.00 -94.42 -192.332 4.498
 3.00 7.00 19.00 23.00 8352.85 0.44 0.00 106.27 -49.831 4.498
 3.00 7.00 23.00 27.00 8411.11 0.20 0.00 28.99 -25.089 4.498
 3.00 7.00 27.00 31.00 9932.01 0.06 0.00 -86.70 -16.929 4.498
 3.00 7.00 31.00 16.00 10579.66 0.05 0.00 139.70 213.851 4.498
 3.00 7.00 16.00 20.00 12254.08 0.07 0.00 -41.66 -141.136 4.498
 3.00 7.00 20.00 24.00 7957.10 0.21 0.00 -15.70 -39.277 4.498
 3.00 7.00 24.00 28.00 8112.45 0.17 0.00 -51.75 -20.823 4.498
 3.00 7.00 28.00 32.00 8477.96 0.15 0.00 81.01 -12.756 4.498
 3.00 7.00 17.00 21.00 12332.97 0.09 0.00 53.60 -112.090 4.497
 3.00 7.00 21.00 25.00 7596.74 0.41 0.00 -46.08 -31.384 4.497
 3.00 7.00 25.00 29.00 8358.48 0.05 0.00 -35.71 -18.593 4.497
 3.00 7.00 29.00 33.00 7284.25 0.22 0.00 91.31 -9.722 4.497
 3.00 7.00 33.00 18.00 8600.59 0.09 0.00 -89.60 117.662 4.497
 3.00 7.00 18.00 22.00 8978.44 0.08 0.00 112.27 -65.594 4.497
 3.00 7.00 22.00 26.00 10192.21 1.14 0.00 -136.79 -35.612 4.497
 3.00 7.00 26.00 30.00 8548.54 1.96 0.00 58.27 -16.594 4.497
 3.00 9.00 29.00 35.00 12403.83 0.29 0.00 101.57 -51.303 6.006
 3.00 9.00 35.00 41.00 8535.32 1.53 0.00 -41.63 -18.580 6.006
 3.00 9.00 41.00 47.00 13673.50 0.32 0.00 40.50 -17.589 6.006
 3.00 9.00 47.00 30.00 10712.74 0.18 0.00 -66.41 71.615 6.006
 3.00 9.00 30.00 36.00 9714.76 0.16 0.00 -97.58 -35.734 6.006
 3.00 9.00 36.00 42.00 11742.70 0.30 0.00 122.13 -23.258 6.006
 3.00 9.00 42.00 48.00 13042.75 0.04 0.00 -59.45 -15.500 6.006
 3.00 9.00 48.00 31.00 8737.24 0.20 0.00 -23.08 52.796 6.006
 3.00 9.00 31.00 37.00 6087.98 0.04 0.00 61.20 -20.006 6.006
 3.00 9.00 37.00 43.00 10537.87 0.23 0.00 7.45 -19.046 6.006
 3.00 9.00 43.00 49.00 21838.27 2.76 0.00 16.83 -23.982 5.995
 3.00 9.00 49.00 32.00 11520.72 0.96 0.00 24.62 63.041 5.995
 3.00 9.00 32.00 38.00 7297.96 0.12 0.00 -74.71 -21.477 5.995
 3.00 9.00 38.00 44.00 12548.77 0.21 0.00 -16.03 -20.717 5.995
 3.00 9.00 44.00 33.00 10763.12 0.11 0.00 97.13 42.643 5.995
 3.00 9.00 33.00 39.00 10096.94 0.13 0.00 -110.13 -26.762 5.995
 3.00 9.00 39.00 45.00 11052.28 0.04 0.00 -0.73 -16.740 5.995
 3.00 9.00 45.00 34.00 11664.35 0.07 0.00 19.22 42.001 5.995
 3.00 9.00 34.00 40.00 12157.43 0.03 0.00 8.81 -29.128 5.995
 3.00 9.00 40.00 46.00 10680.85 0.15 0.00 86.75 -14.878 5.995
 3.00 11.00 43.00 51.00 19827.94 0.07 0.00 -57.55 -22.307 3.393
 3.00 11.00 51.00 59.00 18677.83 0.79 0.00 125.88 -12.007 3.393
 3.00 11.00 59.00 44.00 19638.64 0.13 0.00 -117.41 31.143 3.393
 3.00 11.00 44.00 52.00 19672.00 0.27 0.00 50.29 -20.510 3.393
 3.00 11.00 52.00 60.00 14339.02 9.19 0.00 71.73 -8.655 3.393
 3.00 11.00 60.00 45.00 19010.82 3.05 0.00 -135.76 28.108 3.393
 3.00 11.00 45.00 53.00 21286.12 0.14 0.00 43.21 -20.607 3.393
 3.00 11.00 53.00 61.00 20124.87 0.03 0.00 65.56 -11.421 3.393
 3.00 11.00 61.00 46.00 21700.53 0.14 0.00 6.32 29.964 3.393
 3.00 11.00 46.00 54.00 23104.84 0.23 0.00 -103.40 -20.807 3.393
 3.00 11.00 54.00 62.00 142105.13 8.50 0.00 101.99 -75.673 3.382
 3.00 11.00 62.00 47.00 71567.52 6.94 0.00 8.02 92.142 3.382
 3.00 11.00 47.00 55.00 23500.99 0.23 0.00 -36.32 -19.659 3.382
 3.00 11.00 55.00 63.00 -30276.29 3.61 0.00 -4.42 15.196 3.382
 3.00 11.00 63.00 48.00 822.51 51.61 0.00 -60.50 0.992 3.382
 3.00 11.00 48.00 56.00 23009.53 0.12 0.00 94.01 -17.966 3.382
 3.00 11.00 56.00 64.00 10676.41 0.89 0.00 56.16 -5.056 3.382
 3.00 11.00 64.00 49.00 18766.74 0.11 0.00 -87.91 21.236 3.382
 3.00 11.00 49.00 57.00 23073.14 0.18 0.00 -25.87 -16.842 3.382
 3.00 11.00 57.00 65.00 7716.97 2.06 0.00 29.59 -3.452 3.382
 3.00 11.00 50.00 58.00 20644.42 1.16 0.00 35.75 -14.142 3.390
 4.00 6.00 7.00 9.00 22287.47 3.07 0.00 -45.28 -120.462 0.064
 4.00 6.00 16.00 18.00 15944.62 0.18 0.00 -111.60 -50.734 4.198
 4.00 6.00 9.00 11.00 18549.36 0.03 0.00 273.07 -872.688 3.880
 4.00 6.00 11.00 13.00 26413.33 0.10 0.00 -318.64 -414.221 3.880
 4.00 6.00 13.00 15.00 7764.97 0.50 0.00 -39.79 -55.351 3.880
 4.00 6.00 15.00 17.00 14234.94 0.16 0.00 9.23 -54.638 3.880
 4.00 6.00 17.00 8.00 19138.57 0.05 0.00 207.40 2789.180 3.880
 4.00 6.00 8.00 10.00 17256.60 0.06 0.00 -52.64 -1775.961 3.880
 4.00 6.00 10.00 12.00 28113.19 0.06 0.00 -158.24 -723.316 3.880
 4.00 6.00 12.00 14.00 21191.81 0.08 0.00 -35.34 -218.095 3.880
 4.00 6.00 14.00 16.00 9443.34 0.24 0.00 125.53 -48.593 3.880
 4.00 8.00 16.00 20.00 17491.73 0.20 0.00 -42.22 -250.938 4.327
 4.00 8.00 20.00 24.00 7668.60 2.05 0.00 -15.56 -44.006 4.327
 4.00 8.00 24.00 28.00 8113.67 0.45 0.00 -53.77 -23.280 4.327
 4.00 8.00 28.00 32.00 11368.90 0.10 0.00 83.00 -18.640 4.327
 4.00 8.00 32.00 17.00 13146.33 0.25 0.00 -55.99 255.610 4.327
 4.00 8.00 17.00 21.00 15365.97 0.24 0.00 52.92 -170.236 4.327
 4.00 8.00 21.00 25.00 9250.05 0.43 0.00 -45.57 -43.920 4.327
 4.00 8.00 25.00 29.00 10843.14 0.24 0.00 -35.19 -26.771 4.327
 4.00 8.00 29.00 33.00 10081.25 0.15 0.00 87.77 -14.591 4.327
 4.00 8.00 18.00 22.00 11621.50 0.06 0.00 111.36 -101.296 4.313
 4.00 8.00 22.00 26.00 11765.86 1.92 0.00 -137.09 -46.616 4.313
 4.00 8.00 26.00 30.00 8503.95 3.76 0.00 57.18 -18.142 4.313
 4.00 8.00 30.00 34.00 6919.65 0.13 0.00 -35.97 -8.857 4.313
 4.00 8.00 34.00 19.00 10433.79 0.16 0.00 -69.53 136.893 4.313
 4.00 8.00 19.00 23.00 11361.98 0.11 0.00 106.32 -79.606 4.313
 4.00 8.00 23.00 27.00 9567.99 0.31 0.00 28.04 -32.061 4.313
 4.00 8.00 27.00 31.00 13600.37 0.05 0.00 -85.67 -25.318 4.313
 4.00 10.00 30.00 36.00 11354.62 0.99 0.00 -97.46 -28.214 3.608
 4.00 10.00 36.00 42.00 8706.58 3.23 0.00 125.69 -11.386 3.608
 4.00 10.00 42.00 48.00 14070.73 0.44 0.00 -63.27 -10.874 3.608
 4.00 10.00 48.00 31.00 8822.42 0.15 0.00 -22.32 35.432 3.608
 4.00 10.00 31.00 37.00 6031.94 0.05 0.00 58.72 -13.329 3.608
 4.00 10.00 37.00 43.00 10888.95 0.20 0.00 9.68 -12.957 3.608
 4.00 10.00 43.00 49.00 15037.61 0.24 0.00 16.68 -10.736 3.608
 4.00 10.00 49.00 32.00 10188.72 0.14 0.00 26.09 36.987 3.608
 4.00 10.00 32.00 38.00 7377.98 0.07 0.00 -75.02 -14.566 3.608
 4.00 10.00 38.00 44.00 12659.95 0.23 0.00 -16.66 -13.746 3.608
 4.00 10.00 44.00 50.00 25223.29 2.40 0.00 100.32 -16.590 3.591
 4.00 10.00 50.00 33.00 13798.95 0.77 0.00 -6.88 45.224 3.591
 4.00 10.00 33.00 39.00 10179.11 0.16 0.00 -106.50 -17.942 3.591
 4.00 10.00 39.00 45.00 11463.44 0.00 0.00 -2.69 -11.335 3.591
 4.00 10.00 45.00 34.00 11933.92 0.11 0.00 19.64 28.318 3.591
 4.00 10.00 34.00 40.00 12318.67 0.14 0.00 10.15 -19.556 3.591
 4.00 10.00 40.00 46.00 11158.25 0.09 0.00 86.43 -10.122 3.591
 4.00 10.00 46.00 35.00 11419.81 0.08 0.00 10.99 24.628 3.591
 4.00 10.00 35.00 41.00 11216.17 0.03 0.00 -44.22 -16.095 3.591
 4.00 10.00 41.00 47.00 13664.50 0.42 0.00 41.08 -11.400 3.591
 4.00 12.00 44.00 52.00 25485.93 1.36 0.00 47.47 -34.888 4.129
 4.00 12.00 52.00 60.00 14989.97 9.97 0.00 65.51 -11.726 4.129
 4.00 12.00 60.00 45.00 23442.59 1.58 0.00 -128.90 45.234 4.129
 4.00 12.00 45.00 53.00 24111.71 0.05 0.00 40.28 -30.588 4.129
 4.00 12.00 53.00 61.00 22477.76 0.11 0.00 65.06 -16.509 4.129
 4.00 12.00 61.00 46.00 24505.24 0.05 0.00 10.91 44.085 4.129
 4.00 12.00 46.00 54.00 26559.23 0.20 0.00 -102.36 -31.285 4.129
 4.00 12.00 54.00 62.00 19007.44 4.63 0.00 6.39 -13.125 4.129
 4.00 12.00 62.00 47.00 21973.13 1.82 0.00 103.85 36.918 4.129
 4.00 12.00 47.00 55.00 25690.29 0.10 0.00 -37.91 -28.150 4.129
 4.00 12.00 55.00 63.00 1319312.75 1.13 0.00 209.39 -856.922 4.125
 4.00 12.00 63.00 48.00 559425.50 1.10 0.00 -273.12 878.505 4.125
 4.00 12.00 48.00 56.00 24658.52 0.10 0.00 91.62 -25.159 4.125
 4.00 12.00 56.00 64.00 27451.01 0.32 0.00 56.32 -16.805 4.125
 4.00 12.00 64.00 49.00 27682.75 0.08 0.00 -86.41 40.726 4.125
 4.00 12.00 49.00 57.00 27570.52 0.09 0.00 -26.76 -26.257 4.125
 4.00 12.00 57.00 65.00 8802.70 1.89 0.00 27.45 -5.085 4.125
 4.00 12.00 65.00 50.00 20979.34 0.25 0.00 32.94 28.956 4.125
 4.00 12.00 50.00 58.00 27080.52 0.07 0.00 30.45 -24.111 4.125
 4.00 12.00 58.00 66.00 17343.63 0.26 0.00 -144.39 -9.464 4.125
 4.00 12.00 51.00 59.00 32677.92 0.40 0.00 122.66 -27.222 4.123
 5.00 7.00 8.00 10.00 6295.44 1.69 0.00 -31.79 -50.476 0.094
 5.00 7.00 17.00 19.00 14914.74 0.21 0.00 -100.36 -44.890 3.971
 5.00 7.00 10.00 12.00 21250.86 0.03 0.00 66.75 -1025.255 3.979
 5.00 7.00 12.00 14.00 18136.87 0.07 0.00 -300.79 -291.673 3.979
 5.00 7.00 14.00 16.00 9364.31 0.15 0.00 123.35 -68.452 3.979
 5.00 7.00 16.00 18.00 12133.62 0.03 0.00 -113.29 -47.759 3.979
 5.00 7.00 18.00 9.00 13750.55 0.05 0.00 57.40 2055.003 3.979
 5.00 7.00 9.00 11.00 12323.64 0.05 0.00 196.81 -1300.596 3.979
 5.00 7.00 11.00 13.00 21745.83 0.03 0.00 -189.81 -573.745 3.979
 5.00 7.00 13.00 15.00 9152.00 0.31 0.00 -45.13 -96.587 3.979
 5.00 7.00 15.00 17.00 11490.60 0.22 0.00 9.96 -60.634 3.979
 5.00 9.00 17.00 21.00 19890.97 0.00 0.00 52.72 -331.133 5.021
 5.00 9.00 21.00 25.00 12302.72 0.21 0.00 -45.22 -81.923 5.021
 5.00 9.00 25.00 29.00 14461.60 0.04 0.00 -34.57 -48.150 5.021
 5.00 9.00 29.00 33.00 13513.29 0.07 0.00 86.72 -25.710 5.021
 5.00 9.00 33.00 18.00 14320.26 0.03 0.00 -86.21 323.099 5.021
 5.00 9.00 18.00 22.00 14451.04 0.04 0.00 112.55 -185.781 5.021
 5.00 9.00 22.00 26.00 17380.53 0.20 0.00 -137.30 -95.761 5.021
 5.00 9.00 26.00 30.00 9378.63 0.46 0.00 57.96 -26.870 5.021
 5.00 9.00 30.00 34.00 9583.12 0.16 0.00 -36.62 -16.095 5.021
 5.00 9.00 19.00 23.00 14511.41 0.07 0.00 107.36 -146.883 5.008
 5.00 9.00 23.00 27.00 14115.25 0.54 0.00 28.17 -64.942 5.008
 5.00 9.00 27.00 31.00 17937.96 0.06 0.00 -84.97 -44.439 5.008
 5.00 9.00 31.00 35.00 3934.13 0.53 0.00 130.92 -5.848 5.008
 5.00 9.00 35.00 20.00 12651.71 0.24 0.00 -33.22 192.760 5.008
 5.00 9.00 20.00 24.00 12626.28 0.26 0.00 -16.12 -102.730 5.008
 5.00 9.00 24.00 28.00 13104.28 0.30 0.00 -55.57 -50.992 5.008
 5.00 9.00 28.00 32.00 15581.32 0.08 0.00 86.48 -33.684 5.008
 5.00 11.00 31.00 37.00 7930.79 0.23 0.00 56.40 -16.644 3.048
 5.00 11.00 37.00 43.00 14012.01 0.12 0.00 12.67 -15.477 3.048
 5.00 11.00 43.00 49.00 19869.70 0.08 0.00 17.18 -12.969 3.048
 5.00 11.00 49.00 32.00 13275.27 0.08 0.00 25.10 45.030 3.048
 5.00 11.00 32.00 38.00 9511.54 0.11 0.00 -73.83 -17.752 3.048
 5.00 11.00 38.00 44.00 16803.77 0.07 0.00 -15.42 -16.887 3.048
 5.00 11.00 44.00 50.00 21728.05 0.18 0.00 98.45 -13.102 3.048
 5.00 11.00 50.00 33.00 15701.09 0.06 0.00 -7.01 48.141 3.048
 5.00 11.00 33.00 39.00 13260.47 0.14 0.00 -104.49 -22.111 3.048
 5.00 11.00 39.00 45.00 14975.35 0.18 0.00 -4.36 -13.733 3.048
 5.00 11.00 45.00 51.00 27298.89 0.11 0.00 10.26 -15.172 3.034
 5.00 11.00 51.00 34.00 17977.75 0.03 0.00 7.95 49.786 3.034
 5.00 11.00 34.00 40.00 16053.30 0.14 0.00 11.46 -23.909 3.034
 5.00 11.00 40.00 46.00 14765.35 0.20 0.00 86.80 -12.337 3.034
 5.00 11.00 46.00 35.00 14993.71 0.07 0.00 12.16 30.064 3.034
 5.00 11.00 35.00 41.00 14531.00 0.06 0.00 -45.01 -19.492 3.034
